,LocYear,econ1,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
16,AK2016,-0.8010087783348498,-0.7311038557005256,2.7675881439168175,-0.49977841848024224,-0.5327771928529704,0.9861692512045522,1.0106440430866872,-2.3640536484084116,0.5866839016485371,0.9156952438345215,2.3220913601351816,2.143554415141957,2.1208475204786743
17,AK2017,-0.38975360972285505,-0.5272773239737113,2.7675881439168175,-0.49977841848024224,-0.04114994853065934,0.6300889951195267,2.307043234376097,-1.4850580689965407,0.5805824861189443,2.0055411168645656,-0.10593564049124923,0.8474961356393846,1.4667228480257928
18,AK2018,-0.8010087783348498,-0.7311038557005256,2.5776364255584303,0.24095728934640898,-1.0244044371752823,0.45204886707701336,0.14637791556041393,-2.3640536484084116,1.2334339477853862,-0.17415062919552232,1.7150846099785741,1.7115349886410993,1.7937851842522332
19,AK2019,-1.6235191155588387,-0.9349303874273404,2.7675881439168175,-0.684962345436905,-0.20502569663809667,-0.08207151705052648,0.14637791556041393,-1.4850580689965407,0.8429433538914396,0.3707723073194998,2.9290981102917892,1.2795155621402414,0.8125981755729099
20,AK2020,0.021501558889139204,-0.11962426052008172,-0.27163934981736915,0.05577336238974617,-0.04114994853065934,-0.08207151705052648,1.0106440430866872,-0.02006543664342309,-0.19124657837455958,0.9156952438345215,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
21,AK2021,-0.8010087783348498,-1.1387569191541551,1.8178295521248837,0.7965090702163953,-0.20502569663809667,0.8081291231620399,0.5785109793235509,-2.0710551219377877,1.4713891534395098,1.460618180349544,4.143111610605006,2.143554415141957,1.4667228480257928
22,AK2022,-0.8010087783348498,-0.7311038557005256,2.1977329888416572,0.24095728934640898,-0.5327771928529704,0.45204886707701336,-0.7178882119658592,-1.4850580689965407,1.9534009802773502,-0.7190735657105445,0.5010711096653583,1.2795155621402414,1.1396605117993512
23,AK2022,-0.8010087783348498,-0.7311038557005256,2.1977329888416572,0.24095728934640898,-0.5327771928529704,0.45204886707701336,-0.7178882119658592,-1.4850580689965407,1.9534009802773502,-0.7190735657105445,0.5010711096653583,1.2795155621402414,1.1396605117993512
24,AK2023,-0.8010087783348498,-1.1387569191541551,2.0077812704832705,0.7965090702163953,-0.6966529409604078,0.0959686109919868,0.14637791556041393,-2.0710551219377877,1.9045896560406068,-0.17415062919552232,1.7150846099785741,0.41547670913852663,-0.16858883310641323
25,AK2024,-0.38975360972285505,-0.9349303874273404,-0.27163934981736915,0.05577336238974617,-0.04114994853065934,0.8081291231620399,0.14637791556041393,-0.02006543664342309,2.478122715822341,0.3707723073194998,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
26,AL2000,1.6665222333371168,0.6956818663871763,0.10826408689940398,0.05577336238974617,-0.04114994853065934,0.9861692512045522,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
27,AL2001,1.2552670647251225,1.103334929840806,-0.6515427865341425,0.05577336238974617,-0.04114994853065934,0.9861692512045522,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
28,AL2002,1.6665222333371168,1.3071614615676201,-0.08168763145898257,0.05577336238974617,-0.04114994853065934,1.3422495072895788,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
29,AL2003,1.6665222333371168,1.3071614615676201,-0.27163934981736915,0.05577336238974617,-0.04114994853065934,0.9861692512045522,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
30,AL2004,0.8440118961131282,1.103334929840806,-0.6515427865341425,0.05577336238974617,-0.04114994853065934,1.1642093792470654,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
31,AL2005,1.6665222333371168,1.510987993294435,-0.46159106817575596,0.05577336238974617,-0.6966529409604078,1.1642093792470654,-0.28575514820272246,-0.02006543664342309,-1.634231351123284,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
32,AL2006,1.2552670647251225,1.103334929840806,-0.6515427865341425,0.4261412163030718,-0.20502569663809667,1.1642093792470654,-0.28575514820272246,-0.02006543664342309,-1.3901747299395675,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
33,AL2007,1.2552670647251225,1.3071614615676201,-0.46159106817575596,0.05577336238974617,-0.20502569663809667,1.3422495072895788,-0.7178882119658592,-0.02006543664342309,-1.35356623676201,-0.7190735657105445,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
34,AL2008,0.8440118961131282,0.8995083981139912,-0.46159106817575596,0.05577336238974617,-0.20502569663809667,0.0959686109919868,0.14637791556041393,0.5659316162978246,-1.054596875811957,0.3707723073194998,1.7150846099785741,1.7115349886410993,1.7937851842522332
35,AL2009,1.2552670647251225,1.510987993294435,-0.46159106817575596,-0.12941056456691663,0.2866015476842153,0.9861692512045522,4.035575489428643,0.8589301427684476,-1.3291605746436383,4.185232862924654,1.7150846099785741,1.7115349886410993,2.1208475204786743
36,AL2010,2.0777774019491115,2.1224675884748794,-0.46159106817575596,-0.31459449152357943,0.6143530438990891,1.3422495072895788,2.7391762981392334,0.5659316162978246,-1.3840733144099746,3.6403099264096315,2.3220913601351816,2.575573841642814,2.447909856705116
37,AL2011,1.6665222333371168,2.1224675884748794,-0.46159106817575596,-0.49977841848024224,0.6143530438990891,0.9861692512045522,1.8749101706129607,0.8589301427684476,-1.280349250406895,2.0055411168645656,1.7150846099785741,2.143554415141957,2.447909856705116
38,AL2012,2.4890325705611063,1.9186410567480647,-0.46159106817575596,-0.8701462723935678,0.12272579957677798,0.9861692512045522,2.307043234376097,1.4449271957096954,-1.213233679581373,2.0055411168645656,1.7150846099785741,2.143554415141957,2.1208475204786743
39,AL2013,2.0777774019491115,1.9186410567480647,-0.6515427865341425,-1.0553301993502306,-0.04114994853065934,0.8081291231620399,1.0106440430866872,1.1519286692390716,-1.20713226405178,1.460618180349544,1.7150846099785741,2.575573841642814,2.7749721929315565
40,AL2014,2.0777774019491115,2.1224675884748794,-0.46159106817575596,-1.2405141263068935,-0.04114994853065934,0.8081291231620399,1.0106440430866872,1.7379257221803193,-1.2315379261701516,0.9156952438345215,1.7150846099785741,2.143554415141957,2.447909856705116
41,AL2015,2.0777774019491115,1.9186410567480647,-0.6515427865341425,-0.8701462723935678,-0.368901444745534,0.6300889951195267,0.5785109793235509,1.1519286692390716,-1.0240897981639925,0.9156952438345215,-0.10593564049124923,1.2795155621402414,1.7937851842522332
42,AL2016,1.2552670647251225,1.510987993294435,-0.6515427865341425,-0.684962345436905,-0.6966529409604078,0.27400873903450007,0.5785109793235509,1.1519286692390716,-0.7983374235690547,0.3707723073194998,1.1080778598219658,0.8474961356393846,1.1396605117993512
43,AL2017,1.2552670647251225,1.510987993294435,-0.46159106817575596,-0.49977841848024224,-1.1882801852827196,0.27400873903450007,-0.28575514820272246,1.1519286692390716,-0.7129176061547539,-0.7190735657105445,1.1080778598219658,1.2795155621402414,1.4667228480257928
