,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,educ17,educ18,educ19
436,FL2003,,,,,,,,,0.06,0.045,0.065,0.055,0.1,0.18,0.07,0.51,0.13,0.62,0.23,0.38,0.77,0.68,0.27,0.32,0.73,,,,,0.76,0.31,0.24,0.69,,,,,,,,,0.21,,,,,13060.0,23485.0,1676.0,6005.0,44226.0,,0.14,0.38
437,FL2004,,,,,,,,,0.06,,,,0.1,0.19,0.07,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13743.0,23680.0,1347.0,6771.0,45541.0,,0.14,0.37
438,FL2005,0.1,0.17,0.09,0.5,0.15,,,,0.06,,,,0.1,0.19,0.07,0.5,0.14,0.65,0.26,0.35,0.74,0.66,0.25,0.34,0.75,,,,,0.82,0.37,0.18,0.63,0.68,0.26,0.32,0.74,,,,,0.2,,,,,13981.0,24608.0,1150.0,6888.0,46627.0,0.36,0.15,0.38
439,FL2006,0.1,0.17,0.09,0.5,0.15,,,,0.05,,,,0.1,0.18,0.06,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14469.0,23666.0,1603.0,7218.0,46956.0,0.35,0.15,0.4
440,FL2007,0.1,0.17,0.09,0.5,0.14,,,,0.05,0.033,0.048,0.04,0.1,0.19,0.06,0.5,0.14,0.68,0.27,0.32,0.73,0.71,0.28,0.29,0.72,0.88,0.36,0.12,0.64,0.86,0.4,0.14,0.6,,,,,,,,,0.18,,,,,14735.0,22820.0,1078.0,7078.0,45711.0,0.33,0.16,0.42
441,FL2008,0.1,0.18,0.09,0.5,0.13,,,,0.05,,,,0.1,0.19,0.06,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,23034.0,867.0,7162.0,46063.0,0.31,,0.42
442,FL2009,0.1,0.17,0.09,0.5,0.14,,,,0.05,,,,0.1,0.18,0.07,0.51,0.13,0.7,0.29,0.3,0.71,0.76,0.32,0.24,0.68,,,,,0.86,0.4,0.14,0.6,,,,,,,,,0.19,0.75,0.51,0.58,0.72,15439.0,23605.0,576.0,6238.0,45858.0,0.29,,0.44
443,FL2010,0.1,0.17,0.1,0.49,0.14,,,,0.05,,,,0.1,0.18,0.07,0.5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15169.0,22804.0,311.0,7698.0,45982.0,0.28,,0.46
444,FL2011,0.11,0.18,0.09,0.49,0.14,4,0.17,0.12,0.05,0.048,0.054,0.051,0.11,0.19,0.07,0.5,0.13,0.68,0.28,0.32,0.72,0.73,0.3,0.27,0.7,,,,,0.84,0.37,0.16,0.63,,,,,,,,,0.2,0.76,0.47,0.5,0.74,15476.0,22891.0,161.0,8867.0,47395.0,0.25,,0.47
445,FL2012,0.11,0.17,0.1,0.49,0.13,,,,0.05,,,,0.11,0.19,0.08,0.5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14685.0,22421.0,52.0,8620.0,45778.0,0.24,,0.48
446,FL2013,0.11,0.18,0.1,0.47,0.13,1,0.06,0.05,0.05,,,,0.11,0.2,0.07,0.49,0.12,0.7,0.31,0.3,0.69,0.77,0.33,0.23,0.67,,,,,0.84,0.41,0.16,0.59,,,,,,,,,0.19,0.73,0.42,0.49,0.75,14327.0,22125.0,117.0,9165.0,45734.0,,,0.45
447,FL2014,0.12,0.18,0.11,0.47,0.12,,,,0.05,,,,0.12,0.2,0.08,0.49,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15085.0,22231.0,15.0,9657.0,46988.0,,,0.45
448,FL2015,0.12,0.19,0.11,0.46,0.12,2,0.07,0.06,0.05,,,,0.12,0.21,0.08,0.49,0.1,0.64,0.26,0.36,0.74,0.75,0.3,0.25,0.7,,,,,0.85,0.42,0.15,0.58,,,,,,,,,0.18,0.71,0.45,0.49,0.7,15898.0,21994.0,11.0,9937.0,47840.0,,,0.47
449,FL2016,0.11,0.19,0.11,0.46,0.12,,,,0.05,,,,0.12,0.21,0.08,0.49,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14665.0,22070.0,4.0,12369.0,49108.0,,,0.47
450,FL2017,0.12,0.2,0.12,0.45,0.11,21,0.06,0.05,0.05,,,,0.12,0.22,0.08,0.48,0.1,0.66,0.29,0.34,0.71,0.77,0.35,0.23,0.65,,,,,0.88,0.48,0.12,0.52,,,,,,,,,0.24,0.7,0.41,0.44,0.7,15606.0,21293.0,125.0,12675.0,49699.0,,,0.48
451,FL2018,0.11,0.21,0.13,0.44,0.11,,,,0.05,,,,0.11,0.22,0.09,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15310.0,20905.0,14.0,9604.0,45833.0,,,0.47
452,FL2019,0.12,0.21,0.13,0.44,0.1,,,,0.04,,,,0.12,0.22,0.09,0.48,0.09,0.66,0.31,0.34,0.69,0.72,0.34,0.28,0.66,,,,,0.87,0.48,0.13,0.52,,,,,,,,,0.25,0.72,0.48,0.5,0.7,15834.0,20351.0,5.0,13966.0,50156.0,,,0.47
453,FL2021,0.12,0.22,0.14,0.42,0.1,,,,0.05,,,,0.11,0.24,0.1,0.47,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12062.0,16720.0,30.0,14504.0,43316.0,,,0.47
454,FL2022,0.11,0.22,0.15,0.42,0.09,,,,0.05,,,,0.11,0.26,0.1,0.44,0.08,0.58,0.23,0.42,0.77,0.69,0.29,0.31,0.71,,,,,0.81,0.41,0.19,0.59,,,,,,,,,0.35,0.72,0.46,0.48,0.73,13273.0,15533.0,4.0,15543.0,43824.0,,,0.47
455,FL2023,0.11,0.22,0.16,0.41,0.1,,,,0.06,,,,0.1,0.26,0.11,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
456,FL2024,,,,,,,,,0.07,,,,0.11,0.26,0.11,0.44,0.08,0.55,0.21,0.45,0.79,0.63,0.25,0.37,0.75,,,,,0.82,0.45,0.18,0.55,,,,,,,,,0.3,0.76,0.56,0.56,0.74,,,,,,,,
457,GA1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249.0,7643.0,916.0,315.0,12123.0,,,
458,GA1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531.0,8155.0,326.0,361.0,12373.0,,,
459,GA1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.0,8599.0,197.0,262.0,12163.0,,,
460,GA1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289.0,10226.0,227.0,393.0,14135.0,,,
461,GA1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762.0,11745.0,262.0,440.0,16209.0,,,
462,GA1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670.0,13268.0,240.0,455.0,17633.0,,,
463,GA1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4498.0,14690.0,253.0,419.0,19860.0,,,
464,GA1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041.0,14294.0,196.0,447.0,20978.0,,,
465,GA1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7928.0,12484.0,160.0,370.0,20942.0,,,
466,GA1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9703.0,11513.0,157.0,516.0,21889.0,,,
467,GA1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9814.0,11450.0,239.0,555.0,22058.0,,,
468,GA1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9769.0,10788.0,280.0,433.0,21270.0,,,
469,GA2000,,,,,,,,,0.03,,,,0.06,0.2,0.07,0.5,0.17,0.54,0.19,0.46,0.81,,,,,,,,,0.57,0.17,0.43,0.83,0.57,0.23,0.43,0.77,,,,,,,,,,10694.0,11480.0,498.0,847.0,23519.0,,0.18,0.26
470,GA2001,,,,,,,,,0.02,,,,0.07,0.21,0.07,0.49,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11172.0,10873.0,681.0,886.0,23612.0,,0.2,0.27
471,GA2002,,,,,,,,,0.02,,,,0.06,0.2,0.07,0.53,0.14,,,,,0.7,0.26,0.3,0.74,0.82,0.25,0.18,0.75,,,,,,,,,0.83,0.23,0.17,0.77,,,,,,11926.0,11561.0,657.0,1150.0,25294.0,,0.15,0.31
472,GA2003,,,,,,,,,0.04,0.051,0.048,0.049,0.06,0.21,0.08,0.5,0.16,0.59,0.22,0.41,0.78,0.69,0.26,0.31,0.74,,,,,0.72,0.27,0.28,0.73,,,,,,,,,0.24,,,,,12697.0,12055.0,125.0,1630.0,26507.0,,0.19,0.32
473,GA2004,,,,,,,,,0.03,,,,0.07,0.2,0.07,0.49,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13257.0,11282.0,73.0,2065.0,26677.0,,0.19,0.29
474,GA2005,0.07,0.18,0.09,0.51,0.16,,,,0.03,,,,0.07,0.22,0.08,0.49,0.14,0.62,0.23,0.38,0.77,0.67,0.25,0.33,0.75,,,,,0.76,0.3,0.24,0.7,0.63,0.25,0.37,0.75,,,,,0.17,,,,,13504.0,11903.0,67.0,2213.0,27687.0,0.38,0.18,0.36
475,GA2006,0.07,0.18,0.09,0.49,0.16,,,,0.03,,,,0.07,0.2,0.07,0.49,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13561.0,12077.0,523.0,2240.0,28401.0,0.36,0.17,0.39
476,GA2007,0.07,0.18,0.09,0.49,0.15,,,,0.03,0.045,0.02,0.032,0.07,0.19,0.08,0.51,0.16,0.64,0.25,0.36,0.75,0.7,0.26,0.3,0.74,0.88,0.29,0.12,0.71,0.79,0.32,0.21,0.68,,,,,,,,,0.18,,,,,14301.0,11523.0,459.0,2072.0,28355.0,0.35,0.18,0.41
477,GA2008,0.07,0.18,0.1,0.5,0.15,,,,0.03,,,,0.07,0.19,0.08,0.5,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14882.0,11436.0,37.0,2001.0,28356.0,0.32,,0.4
478,GA2009,0.08,0.17,0.1,0.5,0.15,,,,0.03,,,,0.07,0.21,0.08,0.49,0.15,0.67,0.27,0.33,0.73,0.72,0.27,0.28,0.73,,,,,0.78,0.34,0.22,0.66,,,,,,,,,0.17,0.82,0.56,0.57,0.78,14323.0,11723.0,70.0,1972.0,28088.0,0.3,,0.43
479,GA2010,0.07,0.18,0.1,0.5,0.15,,,,0.03,,,,0.07,0.19,0.09,0.49,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13966.0,11786.0,31.0,2946.0,28729.0,0.3,,0.42
480,GA2011,0.08,0.18,0.1,0.49,0.15,26,0.12,0.09,0.03,0.042,0.03,0.036,0.07,0.21,0.08,0.49,0.15,0.68,0.28,0.32,0.72,0.74,0.28,0.26,0.72,,,,,0.8,0.37,0.2,0.63,,,,,,,,,0.18,0.8,0.52,0.52,0.77,13600.0,11752.0,26.0,3289.0,28667.0,0.3,,0.44
481,GA2012,0.08,0.18,0.11,0.48,0.15,,,,0.03,,,,0.08,0.2,0.09,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410.0,11889.0,33.0,3434.0,28766.0,0.3,,0.45
482,GA2013,0.08,0.18,0.12,0.48,0.14,16,0.1,0.07,0.03,,,,0.08,0.2,0.09,0.49,0.14,0.68,0.29,0.32,0.71,0.75,0.32,0.25,0.68,,,,,0.81,0.39,0.19,0.61,,,,,,,,,0.17,0.79,0.47,0.47,0.73,13775.0,11758.0,17.0,3464.0,29014.0,,,0.44
483,GA2014,0.08,0.19,0.12,0.48,0.14,,,,0.03,,,,0.08,0.21,0.09,0.49,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13024.0,10949.0,45.0,3673.0,27691.0,,,0.44
484,GA2015,0.08,0.19,0.13,0.47,0.14,42,0.1,0.07,0.03,,,,0.08,0.22,0.09,0.49,0.13,0.67,0.28,0.33,0.72,0.73,0.3,0.27,0.7,,,,,0.78,0.35,0.22,0.65,,,,,,,,,0.19,0.77,0.45,0.47,0.75,13595.0,10662.0,54.0,4064.0,28375.0,,,0.43
485,GA2016,0.09,0.19,0.13,0.46,0.13,,,,0.03,,,,0.08,0.22,0.1,0.49,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13201.0,10587.0,32.0,5289.0,29109.0,,,0.45
486,GA2017,0.09,0.19,0.13,0.45,0.13,46,0.09,0.07,0.03,,,,0.08,0.22,0.1,0.49,0.11,0.68,0.31,0.32,0.69,0.76,0.35,0.24,0.65,,,,,0.77,0.35,0.23,0.65,,,,,,,,,0.23,0.78,0.42,0.46,0.73,12464.0,9077.0,79.0,5162.0,26782.0,,,0.44
487,GA2018,0.09,0.2,0.14,0.44,0.13,,,,0.03,,,,0.08,0.24,0.09,0.49,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13092.0,9194.0,46.0,4108.0,26440.0,,,0.45
488,GA2019,0.1,0.19,0.14,0.44,0.13,,,,0.04,,,,0.08,0.25,0.1,0.48,0.09,0.67,0.31,0.33,0.69,0.72,0.32,0.28,0.68,,,,,0.77,0.36,0.23,0.64,,,,,,,,,0.21,0.8,0.44,0.5,0.78,12546.0,9301.0,145.0,6133.0,28125.0,,,0.45
489,GA2021,0.09,0.21,0.16,0.43,0.11,,,,0.03,,,,0.09,0.25,0.11,0.46,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7464.0,6719.0,477.0,5025.0,19685.0,,,0.44
490,GA2022,0.09,0.21,0.16,0.42,0.11,,,,0.03,,,,0.09,0.26,0.11,0.46,0.08,0.59,0.24,0.41,0.76,0.69,0.31,0.31,0.69,,,,,0.75,0.34,0.25,0.66,,,,,,,,,0.32,0.79,0.53,0.48,0.75,9962.0,7240.0,60.0,5740.0,22854.0,,,0.46
491,GA2023,0.09,0.21,0.17,0.41,0.12,,,,0.03,,,,0.08,0.26,0.11,0.46,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
492,GA2024,,,,,,,,,0.04,,,,0.08,0.27,0.11,0.46,0.08,0.56,0.24,0.44,0.76,0.68,0.31,0.32,0.69,,,,,0.75,0.38,0.25,0.62,,,,,,,,,0.32,0.78,0.47,0.52,0.78,,,,,,,,
493,HI1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,1193.0,3.0,130.0,1588.0,,,
494,HI1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,1201.0,6.0,110.0,1609.0,,,
495,HI1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,1077.0,7.0,108.0,1598.0,,,
496,HI1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,1251.0,11.0,135.0,2003.0,,,
497,HI1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,1440.0,6.0,123.0,2169.0,,,
498,HI1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,1492.0,1.0,132.0,2324.0,,,
499,HI1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,1733.0,1.0,123.0,2573.0,,,
500,HI1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,1781.0,4.0,130.0,2667.0,,,
501,HI1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,1139.0,1062.0,139.0,2615.0,,,
502,HI1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1641.0,8.0,142.0,2595.0,,,
503,HI1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0,1768.0,12.0,238.0,2852.0,,,
504,HI1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.0,1772.0,17.0,221.0,2934.0,,,
505,HI2000,,,,,,,,,0.04,,,,0.1,0.21,0.05,0.57,0.06,0.51,0.16,0.49,0.84,,,,,,,,,0.55,0.14,0.45,0.86,0.51,0.16,0.49,0.84,,,,,,,,,,1023.0,1623.0,14.0,369.0,3029.0,,0.11,0.46
506,HI2001,,,,,,,,,0.05,,,,0.11,0.2,0.05,0.58,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,1745.0,22.0,445.0,3333.0,,0.14,0.4
507,HI2002,,,,,,,,,0.05,,,,0.1,0.22,0.05,0.57,0.06,,,,,0.64,0.2,0.36,0.8,0.74,0.18,0.26,0.82,,,,,,,,,0.83,0.22,0.17,0.78,,,,,,1228.0,1593.0,64.0,480.0,3365.0,,0.15,0.38
508,HI2003,,,,,,,,,0.03,0.042,0.044,0.043,0.11,0.23,0.06,0.54,0.07,0.56,0.17,0.44,0.83,0.61,0.22,0.39,0.78,,,,,0.68,0.23,0.32,0.77,,,,,,,,,0.22,,,,,1263.0,1847.0,9.0,566.0,3685.0,,0.15,0.4
509,HI2004,,,,,,,,,0.04,,,,0.12,0.23,0.07,0.51,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,1849.0,64.0,404.0,3606.0,,0.13,0.39
510,HI2005,0.11,0.17,0.09,0.55,0.09,,,,0.05,,,,0.1,0.21,0.06,0.56,0.07,0.56,0.18,0.44,0.82,0.58,0.18,0.42,0.82,,,,,0.73,0.27,0.27,0.73,0.57,0.19,0.43,0.81,,,,,0.22,,,,,1222.0,1865.0,44.0,557.0,3688.0,0.24,0.13,0.41
511,HI2006,0.11,0.19,0.09,0.53,0.09,,,,0.04,,,,0.12,0.22,0.07,0.54,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,1845.0,110.0,587.0,3722.0,0.25,0.13,0.37
512,HI2007,0.12,0.19,0.1,0.51,0.08,,,,0.04,0.041,0.074,0.057,0.13,0.22,0.07,0.53,0.05,0.59,0.21,0.41,0.79,0.62,0.2,0.38,0.8,0.81,0.2,0.19,0.8,0.77,0.33,0.23,0.67,,,,,,,,,0.22,,,,,1252.0,1995.0,8.0,587.0,3842.0,0.24,0.14,0.4
513,HI2008,0.11,0.18,0.09,0.53,0.09,,,,0.05,,,,0.12,0.22,0.07,0.54,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0,1891.0,4.0,609.0,3726.0,0.25,,0.38
514,HI2009,0.11,0.17,0.1,0.53,0.08,,,,0.05,,,,0.13,0.21,0.07,0.54,0.04,0.65,0.25,0.35,0.75,0.67,0.22,0.33,0.78,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.21,0.85,0.66,0.64,0.81,963.0,1701.0,2.0,645.0,3311.0,0.25,,0.39
515,HI2010,0.11,0.18,0.09,0.54,0.08,,,,0.05,,,,0.1,0.22,0.07,0.56,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.0,1996.0,6.0,675.0,3735.0,0.26,,0.43
516,HI2011,0.11,0.17,0.08,0.55,0.09,1,<.5%,0.01,0.06,0.066,0.063,0.064,0.11,0.21,0.08,0.55,0.06,0.68,0.3,0.32,0.7,0.68,0.26,0.32,0.74,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.22,0.85,0.62,0.62,0.79,1092.0,1991.0,5.0,651.0,3739.0,0.22,,0.39
517,HI2012,0.12,0.18,0.11,0.52,0.08,,,,0.06,,,,0.11,0.22,0.07,0.54,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.0,2045.0,4.0,739.0,3818.0,0.22,,0.41
518,HI2013,0.11,0.19,0.11,0.52,0.07,S,0.01,0.03,0.07,,,,0.12,0.24,0.08,0.52,0.05,0.72,0.32,0.28,0.68,0.71,0.28,0.29,0.72,,,,,0.83,0.46,0.17,0.54,,,,,,,,,0.23,0.83,0.57,0.53,0.78,1174.0,1999.0,4.0,835.0,4012.0,,,0.44
519,HI2014,0.11,0.2,0.11,0.51,0.07,,,,0.08,,,,0.11,0.22,0.07,0.54,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,2068.0,4.0,724.0,3806.0,,,0.4
520,HI2015,0.13,0.2,0.11,0.48,0.08,5,0.01,0.04,0.05,,,,0.11,0.23,0.08,0.53,0.05,0.7,0.3,0.3,0.7,0.68,0.26,0.32,0.74,,,,,0.79,0.38,0.21,0.62,,,,,,,,,0.21,0.83,0.57,0.54,0.79,1104.0,1827.0,173.0,780.0,3884.0,,,0.42
521,HI2016,0.13,0.22,0.09,0.49,0.07,,,,0.07,,,,0.12,0.23,0.08,0.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,1785.0,14.0,900.0,3939.0,,,0.42
522,HI2017,0.11,0.21,0.13,0.47,0.07,1,0.01,0.04,0.05,,,,0.12,0.23,0.07,0.52,0.04,0.66,0.27,0.34,0.73,0.72,0.3,0.28,0.7,,,,,0.79,0.38,0.21,0.62,,,,,,,,,0.27,0.81,0.57,0.57,0.76,1126.0,1597.0,0.0,957.0,3680.0,,,0.4
523,HI2018,0.13,0.22,0.12,0.46,0.06,,,,0.06,,,,0.12,0.23,0.08,0.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.0,1526.0,0.0,720.0,3340.0,,,0.42
524,HI2019,0.11,0.21,0.14,0.47,0.06,,,,0.05,,,,0.12,0.25,0.09,0.51,0.04,0.65,0.28,0.35,0.72,0.68,0.29,0.32,0.71,,,,,0.78,0.4,0.22,0.6,,,,,,,,,0.27,0.78,0.56,0.54,0.75,1070.0,1498.0,0.0,1021.0,3589.0,,,0.39
525,HI2021,0.14,0.22,0.15,0.44,0.05,,,,0.04,,,,0.1,0.25,0.1,0.51,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.0,1126.0,4.0,776.0,2589.0,,,0.46
526,HI2022,0.12,0.23,0.15,0.43,0.06,,,,0.04,,,,0.12,0.25,0.1,0.48,0.06,0.58,0.22,0.42,0.78,0.68,0.31,0.32,0.69,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.44,0.79,0.54,0.51,0.72,775.0,1058.0,0.0,903.0,2699.0,,,0.41
527,HI2023,0.11,0.24,0.16,0.43,0.06,,,,0.04,,,,0.12,0.26,0.11,0.45,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
528,HI2024,,,,,,,,,0.05,,,,0.11,0.27,0.1,0.47,0.05,0.58,0.23,0.42,0.77,0.67,0.29,0.33,0.71,,,,,0.77,0.42,0.23,0.58,,,,,,,,,0.35,0.82,0.58,0.57,0.77,,,,,,,,
529,IA1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,3427.0,345.0,12.0,4233.0,,,
530,IA1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,3410.0,332.0,38.0,4267.0,,,
531,IA1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3459.0,298.0,49.0,4385.0,,,
532,IA1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.0,3856.0,325.0,69.0,5081.0,,,
533,IA1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0,4097.0,302.0,141.0,5697.0,,,
534,IA1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,4447.0,268.0,148.0,6130.0,,,
535,IA1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.0,4678.0,132.0,157.0,6558.0,,,
536,IA1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,4849.0,281.0,74.0,6854.0,,,
537,IA1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.0,4840.0,236.0,69.0,6942.0,,,
538,IA1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,4583.0,327.0,183.0,7022.0,,,
539,IA1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,4497.0,189.0,226.0,7145.0,,,
540,IA1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.0,4353.0,338.0,379.0,7439.0,,,
541,IA2000,,,,,,,,,0.02,,,,0.12,0.24,0.06,0.51,0.07,N.A.,N.A.,N.A.,N.A.,,,,,,,,,0.75,0.26,0.25,0.74,0.79,0.36,0.21,0.64,,,,,,,,,,2755.0,4019.0,372.0,1088.0,8234.0,,0.08,0.34
542,IA2001,,,,,,,,,0.02,,,,0.12,0.25,0.06,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.0,4323.0,429.0,1113.0,8775.0,,0.08,0.42
543,IA2002,,,,,,,,,0.02,,,,0.12,0.25,0.05,0.49,0.08,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,0.89,0.27,0.11,0.73,,,,,,2782.0,4553.0,223.0,1435.0,8993.0,,0.1,0.41
544,IA2003,,,,,,,,,0.02,0.053,0.043,0.048,0.13,0.24,0.06,0.49,0.09,0.76,0.33,0.24,0.67,0.79,0.36,0.21,0.64,,,,,0.83,0.36,0.17,0.64,,,,,,,,,0.26,,,,,3059.0,4463.0,152.0,1453.0,9127.0,,0.09,0.41
545,IA2004,,,,,,,,,0.02,,,,0.13,0.25,0.07,0.49,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.0,4590.0,139.0,1538.0,9395.0,,0.09,0.41
546,IA2005,0.12,0.18,0.09,0.52,0.09,,,,0.02,,,,0.13,0.24,0.07,0.49,0.08,0.75,0.34,0.25,0.66,0.79,0.34,0.21,0.66,,,,,0.85,0.37,0.15,0.63,N.A.,N.A.,N.A.,N.A.,,,,,0.18,,,,,3030.0,4740.0,176.0,1728.0,9674.0,0.13,0.11,0.43
547,IA2006,0.12,0.2,0.09,0.5,0.09,,,,0.02,,,,0.13,0.24,0.06,0.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113.0,4783.0,83.0,1710.0,9689.0,0.13,0.08,0.5
