,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,educ17,educ18,educ19
548,IA2007,0.12,0.2,0.08,0.5,0.09,,,,0.02,0.062,0.063,0.063,0.13,0.24,0.07,0.48,0.09,0.77,0.35,0.23,0.65,0.8,0.36,0.2,0.64,0.88,0.32,0.12,0.68,0.87,0.43,0.13,0.57,,,,,,,,,0.18,,,,,3084.0,4704.0,126.0,1661.0,9575.0,0.14,0.1,0.52
549,IA2008,0.13,0.19,0.09,0.51,0.08,,,,0.02,,,,0.14,0.25,0.07,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.0,4168.0,685.0,1620.0,9554.0,0.14,,0.52
550,IA2009,0.13,0.21,0.08,0.49,0.08,,,,0.02,,,,0.14,0.25,0.07,0.46,0.08,0.76,0.34,0.24,0.66,0.77,0.32,0.23,0.68,,,,,0.87,0.41,0.13,0.59,,,,,,,,,0.16,0.79,0.58,0.57,0.73,3414.0,4291.0,83.0,1559.0,9347.0,0.12,,0.53
551,IA2010,0.13,0.21,0.1,0.48,0.09,,,,0.02,,,,0.14,0.24,0.07,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273.0,4291.0,50.0,1771.0,9385.0,0.11,,0.53
552,IA2011,0.13,0.21,0.1,0.47,0.08,4,0.04,0.04,0.03,0.079,0.059,0.069,0.15,0.25,0.08,0.45,0.07,0.77,0.34,0.23,0.66,0.77,0.33,0.23,0.67,,,,,0.86,0.43,0.14,0.57,,,,,,,,,0.19,0.83,0.56,0.58,0.76,3183.0,4304.0,33.0,2068.0,9588.0,0.11,,0.53
553,IA2012,0.15,0.21,0.11,0.45,0.08,,,,0.02,,,,0.16,0.25,0.08,0.45,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,4336.0,27.0,2117.0,9680.0,0.11,,0.53
554,IA2013,0.14,0.22,0.09,0.46,0.08,4,0.03,0.03,0.02,,,,0.14,0.24,0.08,0.46,0.07,0.76,0.36,0.24,0.64,0.81,0.37,0.19,0.63,,,,,0.87,0.48,0.13,0.52,,,,,,,,,0.19,0.77,0.52,0.53,0.7,3226.0,4144.0,20.0,2355.0,9745.0,,,0.53
555,IA2014,0.15,0.23,0.1,0.45,0.08,,,,0.02,,,,0.13,0.27,0.09,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975.0,3827.0,16.0,2172.0,8990.0,,,0.52
556,IA2015,0.14,0.23,0.11,0.44,0.08,9,0.03,0.03,0.02,,,,0.14,0.25,0.08,0.45,0.07,0.76,0.37,0.24,0.63,0.81,0.36,0.19,0.64,,,,,0.84,0.44,0.16,0.56,,,,,,,,,0.19,0.77,0.51,0.49,0.71,3011.0,3834.0,8.0,2261.0,9114.0,,,0.53
557,IA2016,0.14,0.22,0.11,0.43,0.09,,,,0.03,,,,0.13,0.25,0.09,0.45,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.0,3590.0,17.0,2470.0,9103.0,,,0.52
558,IA2017,0.14,0.23,0.12,0.42,0.08,12,0.03,0.03,0.02,,,,0.14,0.26,0.09,0.44,0.07,0.76,0.37,0.24,0.63,0.8,0.37,0.2,0.63,,,,,0.83,0.46,0.17,0.54,,,,,,,,,0.24,0.8,0.52,0.5,0.72,2908.0,3519.0,6.0,2498.0,8931.0,,,0.53
559,IA2018,0.14,0.25,0.12,0.41,0.08,,,,0.02,,,,0.14,0.26,0.08,0.46,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971.0,3488.0,3.0,1767.0,8229.0,,,0.52
560,IA2019,0.15,0.24,0.12,0.42,0.07,,,,0.02,,,,0.13,0.27,0.09,0.45,0.06,0.72,0.33,0.28,0.67,0.73,0.33,0.27,0.67,,,,,0.81,0.42,0.19,0.58,,,,,,,,,0.25,0.78,0.54,0.55,0.74,2837.0,3463.0,2.0,2421.0,8723.0,,,0.5
561,IA2021,0.14,0.25,0.14,0.39,0.08,,,,0.02,,,,0.14,0.26,0.09,0.46,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,2631.0,4.0,2263.0,6856.0,,,0.51
562,IA2022,0.15,0.26,0.14,0.38,0.08,,,,0.03,,,,0.13,0.27,0.09,0.44,0.06,0.67,0.28,0.33,0.72,0.71,0.29,0.29,0.71,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.33,0.81,0.57,0.57,0.74,2474.0,2538.0,2.0,2380.0,7239.0,,,0.5
563,IA2023,0.14,0.26,0.14,0.38,0.08,,,,0.03,,,,0.13,0.27,0.1,0.44,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
564,IA2024,,,,,,,,,0.02,,,,0.13,0.27,0.09,0.45,0.06,0.65,0.27,0.35,0.73,0.72,0.31,0.28,0.69,,,,,0.77,0.39,0.23,0.61,,,,,,,,,0.28,0.83,0.61,0.56,0.79,,,,,,,,
565,ID1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,1547.0,184.0,81.0,1972.0,,,
566,ID1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,1591.0,191.0,165.0,2184.0,,,
567,ID1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,1511.0,176.0,175.0,2105.0,,,
568,ID1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,1623.0,186.0,152.0,2267.0,,,
569,ID1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,1845.0,214.0,262.0,2638.0,,,
570,ID1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,1936.0,274.0,340.0,2943.0,,,
571,ID1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,2026.0,259.0,357.0,3053.0,,,
572,ID1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,2283.0,286.0,390.0,3451.0,,,
573,ID1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,2254.0,280.0,403.0,3405.0,,,
574,ID1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,2250.0,298.0,431.0,3410.0,,,
575,ID1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,2134.0,293.0,455.0,3394.0,,,
576,ID1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,2291.0,134.0,606.0,3638.0,,,
577,ID2000,,,,,,,,,0.04,,,,0.1,0.17,0.05,0.58,0.1,0.7,0.26,0.3,0.74,,,,,,,,,0.68,0.2,0.32,0.8,0.74,0.29,0.26,0.71,,,,,,,,,,737.0,2340.0,104.0,660.0,3841.0,,0.13,0.27
578,ID2001,,,,,,,,,0.03,,,,0.08,0.18,0.05,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,2563.0,78.0,596.0,3973.0,,0.13,0.29
579,ID2002,,,,,,,,,0.02,,,,0.1,0.17,0.05,0.52,0.15,,,,,0.79,0.34,0.21,0.66,0.84,0.29,0.16,0.71,,,,,,,,,0.85,0.22,0.15,0.78,,,,,,847.0,2559.0,100.0,639.0,4145.0,,0.14,0.38
580,ID2003,,,,,,,,,0.04,0.054,0.07,0.062,0.11,0.19,0.05,0.54,0.12,0.73,0.28,0.27,0.72,0.76,0.32,0.24,0.68,,,,,0.8,0.31,0.2,0.69,,,,,,,,,0.2,,,,,882.0,2811.0,137.0,849.0,4679.0,,0.13,0.33
581,ID2004,,,,,,,,,0.03,,,,0.09,0.17,0.05,0.55,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.0,2880.0,131.0,897.0,4798.0,,0.14,0.35
582,ID2005,0.09,0.18,0.09,0.51,0.13,,,,0.02,,,,0.08,0.18,0.04,0.55,0.15,0.73,0.3,0.27,0.7,0.76,0.32,0.24,0.68,,,,,0.86,0.4,0.14,0.6,0.75,0.29,0.25,0.71,,,,,0.21,,,,,972.0,2753.0,126.0,922.0,4773.0,0.2,0.14,0.33
583,ID2006,0.1,0.18,0.08,0.51,0.13,,,,0.03,,,,0.1,0.17,0.04,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,2975.0,5.0,876.0,4813.0,0.2,0.12,0.37
584,ID2007,0.1,0.18,0.09,0.51,0.11,,,,0.02,0.081,0.041,0.062,0.1,0.19,0.05,0.55,0.11,0.75,0.34,0.25,0.66,0.78,0.32,0.22,0.68,0.88,0.29,0.12,0.71,0.85,0.4,0.15,0.6,,,,,,,,,0.21,,,,,910.0,2655.0,100.0,1084.0,4749.0,0.2,0.15,0.36
585,ID2008,0.1,0.17,0.08,0.52,0.12,,,,0.03,,,,0.1,0.19,0.05,0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.0,2627.0,135.0,926.0,4741.0,0.19,,0.38
586,ID2009,0.09,0.17,0.09,0.51,0.13,,,,0.03,,,,0.09,0.17,0.05,0.58,0.1,0.78,0.38,0.22,0.62,0.77,0.33,0.23,0.67,,,,,0.85,0.41,0.15,0.59,,,,,,,,,0.17,0.79,0.59,0.6,0.73,928.0,2609.0,85.0,971.0,4593.0,0.16,,0.38
587,ID2010,0.1,0.19,0.09,0.5,0.12,,,,0.02,,,,0.09,0.18,0.05,0.59,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,2731.0,87.0,1201.0,4911.0,0.17,,0.43
588,ID2011,0.1,0.21,0.09,0.49,0.11,15,0.04,0.03,0.02,0.062,0.045,0.053,0.1,0.19,0.06,0.55,0.1,0.77,0.37,0.23,0.63,0.81,0.34,0.19,0.66,,,,,0.83,0.39,0.17,0.61,,,,,,,,,0.19,0.79,0.56,0.55,0.73,1134.0,2505.0,102.0,1166.0,4907.0,0.16,,0.45
589,ID2012,0.12,0.19,0.1,0.48,0.1,,,,0.02,,,,0.11,0.18,0.06,0.56,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0,2576.0,90.0,1197.0,4951.0,0.18,,0.42
590,ID2013,0.1,0.21,0.09,0.48,0.12,6,0.03,0.03,0.03,,,,0.09,0.2,0.05,0.56,0.09,0.78,0.36,0.22,0.64,0.82,0.38,0.18,0.62,,,,,0.83,0.4,0.17,0.6,,,,,,,,,0.19,0.78,0.56,0.54,0.71,1058.0,2553.0,115.0,1340.0,5066.0,,,0.4
591,ID2014,0.12,0.19,0.11,0.48,0.11,,,,0.03,,,,0.1,0.18,0.05,0.57,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,2334.0,107.0,1307.0,4758.0,,,0.41
592,ID2015,0.12,0.22,0.09,0.46,0.1,6,0.03,0.02,0.02,,,,0.11,0.19,0.06,0.54,0.1,0.75,0.34,0.25,0.66,0.81,0.37,0.19,0.63,,,,,0.8,0.38,0.2,0.62,,,,,,,,,0.19,0.76,0.51,0.51,0.69,1100.0,2438.0,90.0,1407.0,5035.0,,,0.41
593,ID2016,0.1,0.24,0.11,0.44,0.11,,,,0.04,,,,0.11,0.21,0.05,0.54,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0,2347.0,97.0,1608.0,5167.0,,,0.43
594,ID2017,0.11,0.23,0.11,0.46,0.08,21,0.03,0.03,0.02,,,,0.09,0.2,0.06,0.57,0.08,0.74,0.35,0.26,0.65,0.81,0.39,0.19,0.61,,,,,0.81,0.4,0.19,0.6,,,,,,,,,0.23,0.73,0.51,0.52,0.66,1084.0,2204.0,88.0,1549.0,4925.0,,,0.39
595,ID2018,0.12,0.22,0.1,0.45,0.1,,,,0.03,,,,0.1,0.22,0.06,0.54,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2056.0,98.0,1102.0,4441.0,,,0.39
596,ID2019,0.11,0.23,0.11,0.46,0.09,,,,0.01,,,,0.1,0.21,0.06,0.55,0.07,0.74,0.37,0.26,0.63,0.77,0.37,0.23,0.63,,,,,0.82,0.43,0.18,0.57,,,,,,,,,0.26,0.74,0.51,0.48,0.69,1166.0,2074.0,96.0,1554.0,4890.0,,,0.39
597,ID2021,0.12,0.23,0.13,0.44,0.08,,,,0.03,,,,0.1,0.24,0.07,0.52,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.0,1441.0,61.0,1276.0,3629.0,,,0.38
598,ID2022,0.1,0.27,0.13,0.43,0.07,,,,0.02,,,,0.1,0.26,0.07,0.5,0.06,0.71,0.32,0.29,0.68,0.74,0.32,0.26,0.68,,,,,0.76,0.36,0.24,0.64,,,,,,,,,0.38,0.78,0.59,0.61,0.7,837.0,1455.0,58.0,1203.0,3492.0,,,0.42
599,ID2023,0.09,0.26,0.14,0.44,0.07,,,,0.02,,,,0.08,0.25,0.06,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
600,ID2024,,,,,,,,,0.02,,,,0.1,0.24,0.08,0.52,0.06,0.67,0.31,0.33,0.69,0.71,0.32,0.29,0.68,,,,,0.76,0.41,0.24,0.59,,,,,,,,,0.32,0.77,0.62,0.52,0.74,,,,,,,,
601,IL1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8534.0,16510.0,1169.0,703.0,26916.0,,,
602,IL1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8245.0,16773.0,1447.0,531.0,26996.0,,,
603,IL1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042.0,16624.0,1436.0,751.0,26853.0,,,
604,IL1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9310.0,17042.0,1715.0,729.0,28796.0,,,
605,IL1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10362.0,16816.0,2375.0,744.0,30297.0,,,
606,IL1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10485.0,17672.0,3193.0,802.0,32152.0,,,
607,IL1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10830.0,18452.0,3260.0,776.0,33318.0,,,
608,IL1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11401.0,18963.0,3225.0,816.0,34405.0,,,
609,IL1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11772.0,19816.0,3307.0,746.0,35641.0,,,
610,IL1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11809.0,19048.0,3999.0,600.0,35456.0,,,
611,IL1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11815.0,18829.0,4115.0,1025.0,35784.0,,,
612,IL1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12522.0,19166.0,4052.0,1320.0,37060.0,,,
613,IL2000,,,,,,,,,0.06,,,,0.08,0.24,0.09,0.47,0.12,0.67,0.26,0.33,0.74,,,,,,,,,0.63,0.2,0.37,0.8,0.68,0.31,0.32,0.69,,,,,,,,,,12683.0,17931.0,3645.0,2297.0,36556.0,,0.13,0.41
614,IL2001,,,,,,,,,0.06,,,,0.07,0.25,0.1,0.44,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12896.0,17376.0,3322.0,2973.0,36567.0,,0.14,0.4
615,IL2002,,,,,,,,,0.06,,,,0.07,0.24,0.1,0.45,0.14,,,,,S,S,S,S,S,S,S,S,,,,,,,,,N.A.,N.A.,N.A.,N.A.,,,,,,15427.0,19290.0,4414.0,4001.0,43132.0,,0.14,0.43
616,IL2003,,,,,,,,,0.06,0.049,0.049,0.049,0.08,0.24,0.09,0.47,0.11,0.66,0.29,0.34,0.71,0.77,0.35,0.23,0.65,,,,,0.73,0.32,0.27,0.68,,,,,,,,,0.22,,,,,16718.0,22332.0,4474.0,4709.0,48233.0,,0.15,0.43
617,IL2004,,,,,,,,,0.06,,,,0.08,0.25,0.1,0.45,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17387.0,23953.0,4781.0,4598.0,50719.0,,0.13,0.43
618,IL2005,0.08,0.19,0.11,0.47,0.15,,,,0.06,,,,0.08,0.24,0.1,0.46,0.12,0.68,0.29,0.32,0.71,0.75,0.31,0.25,0.69,,,,,0.74,0.32,0.26,0.68,0.64,0.27,0.36,0.73,,,,,0.19,,,,,17042.0,24665.0,4061.0,4594.0,50362.0,0.2,0.15,0.45
619,IL2006,0.08,0.19,0.11,0.47,0.15,,,,0.06,,,,0.08,0.23,0.1,0.46,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17890.0,24052.0,4129.0,4803.0,50874.0,0.2,0.14,0.48
620,IL2007,0.08,0.19,0.12,0.46,0.15,,,,0.06,0.046,0.064,0.055,0.08,0.23,0.1,0.47,0.12,0.7,0.31,0.3,0.69,0.75,0.3,0.25,0.7,0.9,0.37,0.1,0.63,0.79,0.36,0.21,0.64,,,,,,,,,0.21,,,,,18413.0,22868.0,1925.0,6297.0,49503.0,0.2,0.14,0.5
621,IL2008,0.08,0.2,0.12,0.45,0.15,,,,0.06,,,,0.08,0.24,0.1,0.45,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18353.0,23186.0,990.0,6773.0,49302.0,0.22,,0.51
622,IL2009,0.08,0.19,0.12,0.46,0.14,,,,0.05,,,,0.08,0.26,0.12,0.44,0.11,0.73,0.33,0.27,0.67,0.77,0.33,0.23,0.67,,,,,0.8,0.38,0.2,0.62,,,,,,,,,0.17,0.85,0.53,0.51,0.77,17891.0,22885.0,1063.0,6836.0,48675.0,0.18,,0.51
623,IL2010,0.08,0.19,0.12,0.46,0.14,,,,0.05,,,,0.07,0.26,0.11,0.44,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18946.0,23570.0,1161.0,8195.0,51872.0,0.2,,0.53
624,IL2011,0.08,0.2,0.12,0.45,0.14,18,0.06,0.06,0.05,0.065,0.054,0.06,0.08,0.26,0.12,0.44,0.1,0.73,0.33,0.27,0.67,0.77,0.34,0.23,0.66,,,,,0.8,0.38,0.2,0.62,,,,,,,,,0.18,0.84,0.51,0.51,0.76,18613.0,23850.0,695.0,8540.0,51698.0,0.18,,0.52
625,IL2012,0.08,0.21,0.13,0.44,0.14,,,,0.05,,,,0.08,0.26,0.12,0.44,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600.0,23968.0,336.0,9078.0,51982.0,0.17,,0.52
626,IL2013,0.09,0.21,0.14,0.43,0.13,13,0.07,0.07,0.05,,,,0.08,0.26,0.12,0.43,0.1,0.74,0.36,0.26,0.64,0.77,0.36,0.23,0.64,,,,,0.79,0.39,0.21,0.61,,,,,,,,,0.17,0.84,0.48,0.48,0.8,18729.0,23196.0,310.0,9719.0,51954.0,,,0.52
627,IL2014,0.08,0.21,0.14,0.43,0.13,,,,0.04,,,,0.08,0.27,0.13,0.42,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17276.0,22021.0,538.0,9037.0,48872.0,,,0.52
628,IL2015,0.09,0.21,0.14,0.43,0.12,14,0.05,0.04,0.04,,,,0.09,0.28,0.12,0.43,0.09,0.72,0.32,0.28,0.68,0.77,0.35,0.23,0.65,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.18,0.8,0.45,0.47,0.72,17784.0,22070.0,148.0,10866.0,50868.0,,,0.51
629,IL2016,0.09,0.22,0.15,0.42,0.11,,,,0.04,,,,0.08,0.29,0.13,0.42,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15728.0,19532.0,346.0,11979.0,47585.0,,,0.52
630,IL2017,0.09,0.22,0.15,0.43,0.11,10,0.05,0.04,0.04,,,,0.08,0.28,0.13,0.43,0.08,0.68,0.32,0.32,0.68,0.77,0.36,0.23,0.64,,,,,0.76,0.39,0.24,0.61,,,,,,,,,0.24,0.8,0.49,0.45,0.75,15671.0,18925.0,130.0,12979.0,47705.0,,,0.51
631,IL2018,0.09,0.22,0.16,0.42,0.11,,,,0.04,,,,0.08,0.29,0.13,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13934.0,17036.0,166.0,9524.0,40660.0,,,0.53
632,IL2019,0.09,0.23,0.16,0.41,0.1,,,,0.04,,,,0.09,0.29,0.14,0.42,0.07,0.69,0.34,0.31,0.66,0.74,0.35,0.26,0.65,,,,,0.77,0.38,0.23,0.62,,,,,,,,,0.24,0.79,0.5,0.48,0.73,13144.0,16393.0,390.0,13526.0,43453.0,,,0.52
633,IL2021,0.08,0.24,0.18,0.39,0.1,,,,0.05,,,,0.09,0.3,0.14,0.41,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891.0,8822.0,108.0,10527.0,26348.0,,,0.52
634,IL2022,0.09,0.24,0.18,0.39,0.09,,,,0.04,,,,0.09,0.3,0.15,0.41,0.05,0.62,0.27,0.38,0.73,0.71,0.32,0.29,0.68,,,,,0.76,0.38,0.24,0.62,,,,,,,,,0.33,0.83,0.55,0.46,0.77,7777.0,7745.0,767.0,13024.0,28714.0,,,0.5
635,IL2023,0.08,0.24,0.19,0.4,0.09,,,,0.05,,,,0.08,0.32,0.15,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
636,IL2024,,,,,,,,,0.05,,,,0.08,0.31,0.15,0.4,0.05,0.62,0.32,0.38,0.68,0.7,0.33,0.3,0.67,,,,,0.74,0.38,0.26,0.62,,,,,,,,,0.29,0.82,0.56,0.49,0.77,,,,,,,,
637,IN1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.0,5938.0,606.0,10.0,7973.0,,,
638,IN1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0,6317.0,548.0,0.0,8077.0,,,
639,IN1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.0,6044.0,456.0,0.0,8169.0,,,
640,IN1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.0,6510.0,784.0,0.0,9080.0,,,
641,IN1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,6983.0,1475.0,9.0,10627.0,,,
642,IN1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,7787.0,1925.0,78.0,11719.0,,,
643,IN1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.0,8103.0,2474.0,68.0,12678.0,,,
644,IN1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.0,8527.0,2029.0,361.0,13513.0,,,
645,IN1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051.0,8510.0,1822.0,109.0,13492.0,,,
646,IN1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.0,7702.0,1685.0,260.0,12694.0,,,
647,IN1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365.0,8312.0,1836.0,382.0,13895.0,,,
648,IN1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4034.0,8198.0,1574.0,674.0,14480.0,,,
649,IN2000,,,,,,,,,0.03,,,,0.07,0.18,0.05,0.54,0.16,0.74,0.29,0.26,0.71,,,,,,,,,0.77,0.3,0.23,0.7,0.74,0.32,0.26,0.68,,,,,,,,,,4503.0,8246.0,1526.0,941.0,15216.0,,0.13,0.33
650,IN2001,,,,,,,,,0.02,,,,0.08,0.18,0.06,0.53,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4157.0,8113.0,2153.0,1017.0,15440.0,,0.15,0.33
651,IN2002,,,,,,,,,0.03,,,,0.07,0.18,0.07,0.52,0.16,,,,,0.77,0.32,0.23,0.68,0.85,0.26,0.15,0.74,,,,,,,,,0.88,0.26,0.12,0.74,,,,,,4392.0,8134.0,2433.0,1314.0,16273.0,,0.17,0.35
652,IN2003,,,,,,,,,0.04,0.065,0.057,0.061,0.08,0.19,0.06,0.53,0.14,0.74,0.31,0.26,0.69,0.77,0.33,0.23,0.67,,,,,0.82,0.35,0.18,0.65,,,,,,,,,0.23,,,,,4915.0,8819.0,1767.0,1535.0,17036.0,,0.15,0.36
653,IN2004,,,,,,,,,0.05,,,,0.09,0.2,0.07,0.53,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.0,9401.0,991.0,1611.0,17296.0,,0.15,0.36
654,IN2005,0.09,0.16,0.07,0.54,0.14,,,,0.03,,,,0.09,0.19,0.06,0.54,0.12,0.74,0.3,0.26,0.7,0.73,0.28,0.27,0.72,,,,,0.84,0.38,0.16,0.62,0.7,0.27,0.3,0.73,,,,,0.18,,,,,4854.0,9500.0,1279.0,1694.0,17327.0,0.27,0.15,0.38
655,IN2006,0.09,0.16,0.08,0.54,0.13,,,,0.03,,,,0.09,0.19,0.06,0.52,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5781.0,9321.0,921.0,1703.0,17726.0,0.26,0.15,0.44
656,IN2007,0.09,0.17,0.07,0.54,0.12,,,,0.02,0.062,0.068,0.065,0.09,0.19,0.06,0.54,0.12,0.76,0.35,0.24,0.65,0.76,0.31,0.24,0.69,0.89,0.3,0.11,0.7,0.89,0.46,0.11,0.54,,,,,,,,,0.16,,,,,4588.0,9076.0,2240.0,1622.0,17526.0,0.26,0.15,0.47
657,IN2008,0.09,0.18,0.08,0.51,0.14,,,,0.03,,,,0.09,0.2,0.06,0.52,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592.0,8860.0,1488.0,1769.0,17709.0,0.25,,0.45
658,IN2009,0.09,0.17,0.08,0.53,0.13,,,,0.03,,,,0.09,0.2,0.06,0.52,0.12,0.78,0.36,0.22,0.64,0.79,0.32,0.21,0.68,,,,,0.87,0.42,0.13,0.58,,,,,,,,,0.15,0.8,0.55,0.55,0.77,5618.0,9532.0,729.0,1721.0,17600.0,0.23,,0.46
