,LocYear,hth1_2,hth3_4,hth5_6,hth7,hth8_9,hth10,hth11,hth12,hth13,hth14,hth151617,hth1819,hth2021,hth2223,hth2425,hth26,hth27,hth28,hth29,hth30,hth31,hth32,hth33
0,AK1990,,,,0.262,,,58,,,,,,,,,,125,575.0,,0.09,45,11902.0,1142.0
1,AK1991,,,,0.269,,,44,,,,,,,,,,104,544.0,,0.086,49,11686.0,1215.0
2,AK1992,,,,0.274,,,53,,,,,,,,,,101,577.0,,0.093,51,11726.0,1260.0
3,AK1993,,,,0.28,,,69,,,,,,,,,,91,547.0,,0.093,46,11073.0,1183.0
4,AK1994,,,,0.293,,,42,,,,,,,,,,81,588.0,,0.091,49,10678.0,1210.0
5,AK1995,,,,0.299,,,61,,,,,,,,,,79,545.0,,0.08,40,10244.0,1136.0
6,AK1996,,,,0.31,,,44,,,,,,,,,,72,549.0,,0.101,53,10037.0,1096.0
7,AK1997,,,,0.306,,,62,,,,,,,,,,75,584.0,,0.102,54,9947.0,1099.0
8,AK1998,,,,0.311,,,45,,,,,,,,,,59,593.0,,0.1,42,9926.0,1101.0
9,AK1999,,,,0.332,,,35,,,,,,,,,,57,577.0,,0.108,54,9950.0,1123.0
10,AK2000,,,,0.33,,,48,,,,,,,,,,68,558.0,,0.1,71,9974.0,1162.0
11,AK2001,,,,0.328,,,50,,,,,,,,0.11,,81,566.0,,0.1,53,10003.0,1056.0
12,AK2002,0.562,,,0.34,,,42,,,,,,,,,,55,579.0,,0.098,43,9938.0,1068.0
13,AK2003,0.729,N.C.,N.C.,0.346,N.C.,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
14,AK2003,0.729,N.C.,N.C.,0.346,0.052,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
15,AK2003,0.729,N.C.,0.171,0.346,N.C.,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
16,AK2003,0.729,N.C.,0.171,0.346,0.052,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
17,AK2003,0.729,0.171,N.C.,0.346,N.C.,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
18,AK2003,0.729,0.171,N.C.,0.346,0.052,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
19,AK2003,0.729,0.171,0.171,0.346,N.C.,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
20,AK2003,0.729,0.171,0.171,0.346,0.052,,56,,,,,,0.71,0.07,,,71,600.0,,0.11,60,10086.0,1051.0
21,AK2004,0.664,N.C.,N.C.,0.346,N.C.,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
22,AK2004,0.664,N.C.,N.C.,0.346,0.045,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
23,AK2004,0.664,N.C.,0.159,0.346,N.C.,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
24,AK2004,0.664,N.C.,0.159,0.346,0.045,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
25,AK2004,0.664,0.159,N.C.,0.346,N.C.,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
26,AK2004,0.664,0.159,N.C.,0.346,0.045,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
27,AK2004,0.664,0.159,0.159,0.346,N.C.,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
28,AK2004,0.664,0.159,0.159,0.346,0.045,,51,,,,,,,,,,69,618.0,,0.105,64,10338.0,1073.0
29,AK2005,0.681,N.C.,N.C.,0.36,N.C.,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
30,AK2005,0.681,N.C.,N.C.,0.36,0.049,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
31,AK2005,0.681,N.C.,0.161,0.36,N.C.,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
32,AK2005,0.681,N.C.,0.161,0.36,0.049,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
33,AK2005,0.681,0.161,N.C.,0.36,N.C.,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
34,AK2005,0.681,0.161,N.C.,0.36,0.049,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
35,AK2005,0.681,0.161,0.161,0.36,N.C.,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
36,AK2005,0.681,0.161,0.161,0.36,0.049,42.0,35,,,,,,,,0.12,,62,635.0,,0.106,48,10459.0,1038.0
37,AK2006,0.672,N.C.,N.C.,0.368,N.C.,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
38,AK2006,0.672,N.C.,N.C.,0.368,0.049,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
39,AK2006,0.672,N.C.,0.154,0.368,N.C.,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
40,AK2006,0.672,N.C.,0.154,0.368,0.049,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
41,AK2006,0.672,0.154,N.C.,0.368,N.C.,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
42,AK2006,0.672,0.154,N.C.,0.368,0.049,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
43,AK2006,0.672,0.154,0.154,0.368,N.C.,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
44,AK2006,0.672,0.154,0.154,0.368,0.049,48.0,45,,,,,,,,,,76,654.0,,0.112,48,10996.0,1101.0
45,AK2007,0.701,N.C.,N.C.,0.373,N.C.,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
46,AK2007,0.701,N.C.,N.C.,0.373,0.049,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
47,AK2007,0.701,N.C.,0.155,0.373,N.C.,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
48,AK2007,0.701,N.C.,0.155,0.373,0.049,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
49,AK2007,0.701,0.155,N.C.,0.373,N.C.,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
50,AK2007,0.701,0.155,N.C.,0.373,0.049,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
51,AK2007,0.701,0.155,0.155,0.373,N.C.,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
52,AK2007,0.701,0.155,0.155,0.373,0.049,49.0,42,,,,0.15,0.81,0.74,0.06,0.17,,72,623.0,,0.104,53,11052.0,1117.0
53,AK2008,0.692,N.C.,N.C.,0.376,N.C.,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
54,AK2008,0.692,N.C.,N.C.,0.376,0.047,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
55,AK2008,0.692,N.C.,0.156,0.376,N.C.,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
56,AK2008,0.692,N.C.,0.156,0.376,0.047,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
57,AK2008,0.692,0.156,N.C.,0.376,N.C.,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
58,AK2008,0.692,0.156,N.C.,0.376,0.047,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
59,AK2008,0.692,0.156,0.156,0.376,N.C.,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
60,AK2008,0.692,0.156,0.156,0.376,0.047,45.0,42,0.12,,,,,,,,,67,680.0,,0.103,45,11442.0,1135.0
61,AK2009,0.617,N.C.,N.C.,0.38,N.C.,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
62,AK2009,0.617,N.C.,N.C.,0.38,0.04,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
63,AK2009,0.617,N.C.,0.16,0.38,N.C.,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
64,AK2009,0.617,N.C.,0.16,0.38,0.04,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
65,AK2009,0.617,0.16,N.C.,0.38,N.C.,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
66,AK2009,0.617,0.16,N.C.,0.38,0.04,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
67,AK2009,0.617,0.16,0.16,0.38,N.C.,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
68,AK2009,0.617,0.16,0.16,0.38,0.04,38.0,28,0.15,,0.23,,,,,,0.25,77,666.0,0.2,0.11,47,11324.0,1106.0
69,AK2010,0.636,N.C.,N.C.,0.38,N.C.,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
70,AK2010,0.636,N.C.,N.C.,0.38,0.05,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
71,AK2010,0.636,N.C.,0.15,0.38,N.C.,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
72,AK2010,0.636,N.C.,0.15,0.38,0.05,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
73,AK2010,0.636,0.15,N.C.,0.38,N.C.,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
74,AK2010,0.636,0.15,N.C.,0.38,0.05,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
75,AK2010,0.636,0.15,0.15,0.38,N.C.,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
76,AK2010,0.636,0.15,0.15,0.38,0.05,43.0,41,0.13,,0.2,,,,,,,43,651.0,0.16,0.097,43,11471.0,956.0
77,AK2011,0.69,N.A.,N.A.,0.37,N.C.,38.0,37,0.12,,,0.15,0.72,0.73,0.04,0.14,0.26,43,690.0,,0.104,39,11456.0,880.0
78,AK2012,0.661,N.A.,N.A.,0.37,N.A.,28.0,26,0.14,,,,,,,,,58,632.0,,0.092,29,11187.0,817.0
79,AK2013,0.672,0.14,0.14,0.35,0.07,38.0,40,0.12,,,,,,,,0.27,64,658.0,,0.1,35,11446.0,708.0
80,AK2014,0.712,0.13,0.13,0.36,0.07,33.0,28,0.12,,0.19,,,,,,,75,672.0,0.15,0.1,36,11392.0,645.0
81,AK2015,0.7,0.13,0.13,0.36,0.06,40.0,45,0.11,,0.16,,,,,,0.34,78,653.0,0.12,0.1,33,11282.0,662.0
82,AK2016,0.726,0.12,0.12,0.36,0.06,44.0,40,0.1,0.11,0.16,0.21,0.74,0.05,0.05,0.16,,60,661.0,0.13,0.11,46,11209.0,583.0
83,AK2016,0.726,0.12,0.12,0.36,0.06,44.0,40,0.1,0.11,0.16,0.22,0.74,0.05,0.05,0.16,,60,661.0,0.13,0.11,46,11209.0,583.0
84,AK2017,0.708,0.11,0.11,0.35,0.06,52.0,55,0.1,0.13,0.14,0.22,0.77,0.78,0.05,0.18,0.36,59,647.0,0.13,0.11,44,10445.0,486.0
85,AK2018,0.697,0.1,0.1,0.35,0.06,38.0,37,0.09,0.12,0.13,0.21,0.78,0.77,0.05,0.18,,60,590.0,0.11,0.11,36,10086.0,423.0
86,AK2019,0.648,0.1,0.1,0.36,0.06,53.0,40,0.09,0.12,0.16,0.21,0.76,0.76,0.06,0.18,0.38,48,619.0,0.13,0.11,59,9822.0,393.0
87,AK2020,0.709,0.09,0.09,0.36,0.06,46.0,43,,0.12,,0.2,0.75,0.77,0.06,0.18,,49,626.0,,0.11,43,9469.0,378.0
88,AK2021,0.674,0.08,0.08,0.37,0.07,37.0,23,0.08,0.13,0.12,0.23,0.78,0.77,0.05,0.19,N.A.,70,647.0,0.1,0.12,47,9367.0,378.0
89,AK2022,0.684,0.07,0.07,0.37,0.07,46.0,35,0.08,0.13,0.11,0.25,0.8,0.76,0.05,0.2,,62,650.0,0.11,0.12,50,9359.0,357.0
90,AK2023,0.662,0.06,0.06,0.37,0.07,40.0,34,0.07,,,,,,,,0.43,66,602.0,0.1,0.12,39,9015.0,342.0
91,AK2024,,,,,,,,0.09,,,,,,,,,,,,,,,
92,AL1990,,,,0.301,,,319,,,,,,,,,,688,5334.0,,0.131,383,63487.0,11252.0
93,AL1991,,,,0.319,,,312,,,,,,,,,,705,5469.0,,0.132,366,62810.0,11272.0
94,AL1992,,,,0.326,,,290,,,,,,,,,,655,5264.0,,0.132,332,62260.0,10960.0
95,AL1993,,,,0.335,,,331,,,,,,,,,,638,5347.0,,0.138,336,61706.0,10645.0
96,AL1994,,,,0.345,,,303,,,,,,,,,,618,5504.0,,0.141,369,60939.0,10999.0
97,AL1995,,,,0.345,,,319,,,,,,,,,,592,5439.0,,0.135,363,60329.0,10857.0
98,AL1996,,,,0.337,,,296,,,,,,,,,,635,5614.0,,0.139,329,60488.0,10807.0
99,AL1997,,,,0.339,,,297,,,,,,,,,,581,5627.0,,0.143,305,60914.0,10461.0
100,AL1998,,,,0.341,,,284,,,,,,,,,,633,5747.0,,0.143,311,62074.0,10393.0
101,AL1999,,,,0.333,,,305,,,,,,,,,,606,5787.0,,0.146,338,62122.0,9850.0
102,AL2000,,,,0.343,,,235,,,,,,,,,,596,6166.0,,0.15,299,63299.0,9727.0
103,AL2001,,,,0.344,,,259,,,,,,,,0.14,,567,5812.0,,0.154,297,60454.0,8820.0
104,AL2002,0.733,,,0.348,,,252,,,,,,,,,,539,5825.0,,0.157,316,58967.0,8427.0
105,AL2003,0.791,N.C.,N.C.,0.35,N.C.,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
106,AL2003,0.791,N.C.,N.C.,0.35,0.035,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
107,AL2003,0.791,N.C.,0.111,0.35,N.C.,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
108,AL2003,0.791,N.C.,0.111,0.35,0.035,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
109,AL2003,0.791,0.111,N.C.,0.35,N.C.,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
110,AL2003,0.791,0.111,N.C.,0.35,0.035,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
111,AL2003,0.791,0.111,0.111,0.35,N.C.,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
112,AL2003,0.791,0.111,0.111,0.35,0.035,,229,,,,,,0.68,0.08,,,519,5923.0,,0.157,282,59552.0,8095.0
113,AL2004,0.801,N.C.,N.C.,0.362,N.C.,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
114,AL2004,0.801,N.C.,N.C.,0.362,0.037,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
115,AL2004,0.801,N.C.,0.112,0.362,N.C.,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
116,AL2004,0.801,N.C.,0.112,0.362,0.037,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
117,AL2004,0.801,0.112,N.C.,0.362,N.C.,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
118,AL2004,0.801,0.112,N.C.,0.362,0.037,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
119,AL2004,0.801,0.112,0.112,0.362,N.C.,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
120,AL2004,0.801,0.112,0.112,0.362,0.037,,234,,,,,,,,,,516,6201.0,,0.161,315,59510.0,8126.0
121,AL2005,0.817,N.C.,N.C.,0.357,N.C.,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
122,AL2005,0.817,N.C.,N.C.,0.357,0.041,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
123,AL2005,0.817,N.C.,0.119,0.357,N.C.,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
124,AL2005,0.817,N.C.,0.119,0.357,0.041,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
125,AL2005,0.817,0.119,N.C.,0.357,N.C.,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
126,AL2005,0.817,0.119,N.C.,0.357,0.041,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
127,AL2005,0.817,0.119,0.119,0.357,N.C.,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
128,AL2005,0.817,0.119,0.119,0.357,0.041,42.0,214,,,,,,,,0.17,,568,6429.0,,0.167,284,60453.0,7771.0
129,AL2006,0.792,N.C.,N.C.,0.366,N.C.,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
130,AL2006,0.792,N.C.,N.C.,0.366,0.045,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
131,AL2006,0.792,N.C.,0.12,0.366,N.C.,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
132,AL2006,0.792,N.C.,0.12,0.366,0.045,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
133,AL2006,0.792,0.12,N.C.,0.366,N.C.,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
134,AL2006,0.792,0.12,N.C.,0.366,0.045,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
135,AL2006,0.792,0.12,0.12,0.366,N.C.,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
136,AL2006,0.792,0.12,0.12,0.366,0.045,44.0,228,,,,,,,,,,571,6624.0,,0.171,304,63232.0,8537.0
137,AL2007,0.782,N.C.,N.C.,0.383,N.C.,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
138,AL2007,0.782,N.C.,N.C.,0.383,0.054,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
139,AL2007,0.782,N.C.,0.121,0.383,N.C.,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
140,AL2007,0.782,N.C.,0.121,0.383,0.054,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
141,AL2007,0.782,0.121,N.C.,0.383,N.C.,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
142,AL2007,0.782,0.121,N.C.,0.383,0.054,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
143,AL2007,0.782,0.121,0.121,0.383,N.C.,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
144,AL2007,0.782,0.121,0.121,0.383,0.054,42.0,197,,,,0.18,0.78,0.73,0.12,0.24,,641,6735.0,,0.166,304,64804.0,8696.0
145,AL2008,0.751,N.C.,N.C.,0.399,N.C.,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
146,AL2008,0.751,N.C.,N.C.,0.399,0.055,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
147,AL2008,0.751,N.C.,0.12,0.399,N.C.,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
148,AL2008,0.751,N.C.,0.12,0.399,0.055,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
149,AL2008,0.751,0.12,N.C.,0.399,N.C.,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
150,AL2008,0.751,0.12,N.C.,0.399,0.055,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
151,AL2008,0.751,0.12,0.12,0.399,N.C.,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
152,AL2008,0.751,0.12,0.12,0.399,0.055,40.0,218,0.08,,,,,,,,,612,6820.0,,0.157,262,64546.0,8559.0
153,AL2009,0.544,N.C.,N.C.,0.41,N.C.,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
154,AL2009,0.544,N.C.,N.C.,0.41,0.05,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
155,AL2009,0.544,N.C.,0.11,0.41,N.C.,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
156,AL2009,0.544,N.C.,0.11,0.41,0.05,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
157,AL2009,0.544,0.11,N.C.,0.41,N.C.,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
158,AL2009,0.544,0.11,N.C.,0.41,0.05,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
159,AL2009,0.544,0.11,0.11,0.41,N.C.,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
160,AL2009,0.544,0.11,0.11,0.41,0.05,37.0,219,0.06,,0.22,,,,,,0.29,517,6454.0,0.17,0.16,228,62475.0,8205.0
161,AL2010,0.626,N.C.,N.C.,0.42,N.C.,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
162,AL2010,0.626,N.C.,N.C.,0.42,0.05,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
163,AL2010,0.626,N.C.,0.11,0.42,N.C.,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
164,AL2010,0.626,N.C.,0.11,0.42,0.05,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
165,AL2010,0.626,0.11,N.C.,0.42,N.C.,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
166,AL2010,0.626,0.11,N.C.,0.42,0.05,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
167,AL2010,0.626,0.11,0.11,0.42,N.C.,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
168,AL2010,0.626,0.11,0.11,0.42,0.05,37.0,218,0.06,,0.24,,,,,,,523,6165.0,0.19,0.156,227,60050.0,7343.0
169,AL2011,0.71,N.A.,N.A.,0.42,N.C.,38.0,224,0.06,,,0.17,0.8,0.72,0.12,0.2,0.26,487,5896.0,,0.149,232,59354.0,6609.0
170,AL2012,0.725,N.A.,N.A.,0.43,N.A.,36.0,206,0.04,,,,,,,,,523,5853.0,,0.146,230,58448.0,6195.0
171,AL2013,0.775,N.A.,N.A.,0.42,N.A.,33.0,200,0.05,,,,,,,,0.27,501,5805.0,,0.151,189,58167.0,5392.0
172,AL2014,0.796,0.11,0.11,0.43,0.07,35.0,202,0.04,,0.21,,,,,,,516,5989.0,0.16,0.15,208,59422.0,5009.0
173,AL2015,0.73,0.1,0.1,0.44,0.07,35.0,190,0.03,,0.18,,,,,,0.29,495,6218.0,0.13,0.15,217,59657.0,4739.0
174,AL2016,0.785,0.1,0.1,0.45,0.07,38.0,170,0.03,0.1,0.15,0.24,0.81,0.11,0.11,0.24,,537,6096.0,0.11,0.15,269,59151.0,4480.0
175,AL2016,0.785,0.1,0.1,0.45,0.07,38.0,170,0.03,0.1,0.15,0.25,0.81,0.11,0.11,0.24,,537,6096.0,0.11,0.15,269,59151.0,4480.0
176,AL2017,0.745,0.1,0.1,0.47,0.08,37.0,209,0.03,0.1,0.15,0.23,0.79,0.77,0.09,0.24,N.R.,434,6038.0,0.12,0.15,217,58941.0,4241.0
177,AL2018,0.818,0.09,0.09,0.47,0.08,37.0,195,0.04,0.09,0.17,0.2,0.8,0.8,0.09,0.22,,405,6184.0,0.13,0.15,238,57761.0,3924.0
178,AL2019,0.728,0.08,0.08,0.48,0.08,41.0,239,0.03,0.1,0.17,0.21,0.79,0.8,0.07,0.22,0.38,449,6136.0,0.13,0.16,235,58615.0,3955.0
179,AL2020,0.739,0.08,0.08,0.48,0.08,38.0,194,,0.1,,0.24,0.75,0.77,0.09,0.23,,404,6219.0,,0.15,246,57647.0,3788.0
180,AL2021,0.737,0.06,0.06,0.46,0.07,44.0,235,0.04,0.11,0.16,0.26,0.78,0.77,0.08,0.22,0.37,444,6053.0,0.11,0.15,291,58054.0,3641.0
181,AL2022,0.711,0.05,0.05,0.45,0.08,39.0,233,0.03,0.12,0.16,0.25,0.8,0.8,0.07,0.22,,386,6047.0,0.11,0.15,226,58149.0,3445.0
182,AL2023,0.656,0.04,0.04,0.46,0.08,41.0,213,0.04,,,,,,,,N.A.,445,6032.0,0.1,0.15,280,57858.0,3417.0
183,AL2024,,,,,,,,0.04,,,,,,,,,,,,,,,
184,AR1990,,,,0.294,,,185,,,,,,,,,,336,2986.0,,0.125,201,36457.0,7011.0
185,AR1991,,,,0.299,,,215,,,,,,,,,,363,2904.0,,0.128,204,35479.0,6880.0
186,AR1992,,,,0.31,,,187,,,,,,,,,,360,2835.0,,0.122,188,34820.0,6554.0
187,AR1993,,,,0.317,,,196,,,,,,,,,,342,2815.0,,0.126,199,34289.0,6486.0
188,AR1994,,,,0.326,,,197,,,,,,,,,,320,2833.0,,0.127,199,34718.0,6797.0
189,AR1995,,,,0.329,,,196,,,,,,,,,,309,2879.0,,0.12,214,35175.0,6710.0
190,AR1996,,,,0.339,,,168,,,,,,,,,,337,3077.0,,0.122,219,36371.0,7026.0
191,AR1997,,,,0.342,,,191,,,,,,,,,,316,3044.0,,0.125,214,36478.0,6835.0
192,AR1998,,,,0.35,,,169,,,,,,,,,,329,3271.0,,0.133,206,36865.0,6691.0
193,AR1999,,,,0.352,,,172,,,,,,,,,,292,3161.0,,0.135,175,36729.0,6434.0
194,AR2000,,,,0.357,,,176,,,,,,,,,,316,3234.0,,0.133,187,37783.0,6400.0
195,AR2001,,,,0.361,,,157,,,,,,,,0.14,,309,3250.0,,0.131,181,37010.0,5941.0
196,AR2002,0.683,,,0.371,,,156,,,,,,,,,,312,3204.0,,0.127,184,37437.0,5681.0
197,AR2003,0.745,N.C.,N.C.,0.38,N.C.,,143,,,,,,0.66,0.07,,,327,3348.0,,0.13,164,37784.0,5585.0
198,AR2003,0.745,N.C.,N.C.,0.38,0.043,,143,,,,,,0.66,0.07,,,327,3348.0,,0.13,164,37784.0,5585.0
