,LocYear,fam1: A,fam1: B,fam1: G,fam1: H,fam1: N,fam4,fam5,fam7,fam8,Data_x,Data_y,Data,fam15,fam16,fam18,fam19
287,CA2004,,,,,,0.29,,0.07,0.06,,,,0.43,49751.0,,0.45
288,CA2005,0.07,0.15,0.09,0.42,0.27,0.3,0.03,0.07,0.06,,,,0.44,50034.0,,
289,CA2006,0.07,0.16,0.09,0.42,0.25,0.31,0.03,0.07,0.06,,,,0.44,52800.0,0.21,
290,CA2007,0.07,0.16,0.09,0.42,0.25,0.31,0.03,0.07,0.06,,,0.16,0.45,53417.0,,
291,CA2008,0.07,0.16,0.1,0.42,0.26,0.32,0.03,0.08,0.05,,,,0.44,51730.0,,0.51
292,CA2009,0.07,0.16,0.1,0.42,0.26,0.32,0.03,0.08,0.05,,,,0.45,47831.0,,
293,CA2010,0.07,0.16,0.1,0.42,0.26,0.33,0.03,0.08,0.05,,,,0.46,43149.0,0.25,
294,CA2011,0.07,0.16,0.1,0.42,0.25,0.34,0.04,0.09,0.05,0.05,0.178,0.183,0.45,38303.0,,
295,CA2012,0.07,0.16,0.1,0.41,0.25,0.34,0.03,0.09,0.05,,,,0.46,34890.0,,0.42
296,CA2013,0.07,0.17,0.11,0.42,0.23,0.35,0.03,0.09,0.05,,,,0.45,30505.0,,
297,CA2014,0.07,0.17,0.11,0.41,0.23,0.34,0.03,0.09,0.05,,,,0.44,27025.0,0.16,
298,CA2015,0.07,0.18,0.12,0.41,0.22,0.34,0.03,0.09,0.04,,,,0.45,24175.0,,
299,CA2016,0.07,0.18,0.12,0.4,0.22,0.34,0.03,0.09,0.05,0.04,0.14,0.07,0.44,21412.0,,0.43
300,CA2017,0.07,0.18,0.13,0.41,0.21,0.33,0.03,0.09,0.05,0.04,0.14,0.05,0.44,18935.0,,
301,CA2018,0.08,0.19,0.13,0.4,0.2,0.33,0.03,0.08,0.04,0.05,0.14,0.08,0.44,16929.0,0.35,
302,CA2019,0.08,0.19,0.13,0.4,0.2,0.33,0.03,,0.05,0.04,0.15,0.08,0.43,15356.0,,
303,CA2020,,,,,,,,,,0.04,0.14,0.08,,13591.0,,0.54
304,CA2021,0.08,0.21,0.15,0.39,0.18,0.34,0.03,,0.05,0.04,0.13,0.07,0.41,12480.0,,
305,CA2022,0.08,0.2,0.16,0.39,0.17,0.34,0.03,,0.05,0.05,0.14,0.07,0.41,12279.0,0.29,
306,CA2023,0.08,0.21,0.16,0.38,0.17,0.34,0.03,,0.04,,,,0.41,11578.0,,
307,CA2024,,,,,,0.34,0.03,,,,,,0.41,,,0.53
308,CO1990,,,,,,,,,,,,,,5975.0,,
309,CO1991,,,,,,,,,,,,,,6259.0,,
310,CO1992,,,,,,,,,,,,,,6401.0,,
311,CO1993,,,,,,,,,,,,,,6324.0,,
312,CO1994,,,,,,,,,,,,,,6526.0,,
313,CO1995,,,,,,,,,,,,,,6464.0,,
314,CO1996,,,,,,,,,,,,,,6541.0,,
315,CO1997,,,,,,,,,,,,,,6645.0,,
316,CO1998,,,,,,,,,,,,,,7060.0,,
317,CO1999,,,,,,,,,,,,,,7251.0,,
318,CO2000,,,,,,0.26,,0.05,0.04,,,,0.14,7550.0,,0.3
319,CO2001,,,,,,0.26,,0.05,0.05,,,,0.16,7169.0,,
320,CO2002,,,,,,0.26,,0.05,0.04,,,,0.17,7238.0,0.24,
321,CO2003,,,,,,0.27,,0.06,0.05,,,0.124,0.15,6700.0,,
322,CO2004,,,,,,0.26,,0.05,0.06,,,,0.16,6775.0,,0.49
323,CO2005,0.08,0.21,0.13,0.43,0.14,0.27,0.02,0.05,0.05,,,,0.18,6646.0,,
324,CO2006,0.09,0.21,0.12,0.43,0.14,0.28,0.03,0.05,0.05,,,,0.19,6719.0,0.24,
325,CO2007,0.08,0.22,0.12,0.44,0.13,0.28,0.03,0.06,0.05,,,0.101,0.18,6737.0,,
326,CO2008,0.08,0.22,0.13,0.41,0.15,0.27,0.03,0.06,0.04,,,,0.19,6638.0,,0.51
327,CO2009,0.08,0.23,0.13,0.41,0.14,0.28,0.03,0.05,0.04,,,,0.19,6203.0,,
328,CO2010,0.08,0.22,0.13,0.44,0.13,0.3,0.03,0.06,0.04,,,,0.2,5474.0,0.24,
329,CO2011,0.09,0.23,0.14,0.41,0.13,0.29,0.03,0.06,0.04,0.05,0.191,0.084,0.2,4734.0,,
330,CO2012,0.09,0.23,0.14,0.41,0.13,0.3,0.03,0.07,0.04,,,,0.2,4154.0,,0.56
331,CO2013,0.09,0.23,0.14,0.4,0.13,0.3,0.03,0.06,0.04,,,,0.2,3834.0,,
332,CO2014,0.08,0.24,0.15,0.4,0.12,0.31,0.03,0.06,0.04,,,,0.21,3377.0,0.18,
333,CO2015,0.1,0.24,0.15,0.39,0.12,0.28,0.03,0.06,0.04,,,,0.2,3270.0,,
334,CO2016,0.1,0.24,0.16,0.39,0.11,0.27,0.03,0.06,0.04,0.07,0.2,0.07,0.21,3068.0,,0.49
335,CO2017,0.09,0.26,0.16,0.38,0.11,0.28,0.03,0.06,0.05,0.07,0.18,0.05,0.2,2790.0,,
336,CO2018,0.08,0.26,0.18,0.38,0.1,0.27,0.03,0.05,0.04,0.08,0.19,0.03,0.2,2522.0,0.41,
337,CO2019,0.09,0.27,0.17,0.36,0.1,0.27,0.03,,0.04,0.07,0.2,0.04,0.19,2471.0,,
338,CO2020,,,,,,,,,,0.07,0.18,0.05,,2223.0,,0.53
339,CO2021,0.08,0.28,0.18,0.36,0.1,0.28,0.03,,0.04,0.06,0.19,0.06,0.18,2059.0,,
340,CO2022,0.09,0.28,0.19,0.35,0.09,0.28,0.03,,0.04,0.06,0.19,0.05,0.17,2004.0,0.35,
341,CO2023,0.08,0.28,0.2,0.36,0.08,0.28,0.03,,0.04,,,,0.16,1999.0,,
342,CO2024,,,,,,0.28,0.03,,,,,,0.17,,,0.56
343,CT1990,,,,,,,,,,,,,,4038.0,,
344,CT1991,,,,,,,,,,,,,,3903.0,,
345,CT1992,,,,,,,,,,,,,,3701.0,,
346,CT1993,,,,,,,,,,,,,,3655.0,,
347,CT1994,,,,,,,,,,,,,,3776.0,,
348,CT1995,,,,,,,,,,,,,,3716.0,,
349,CT1996,,,,,,,,,,,,,,3578.0,,
350,CT1997,,,,,,,,,,,,,,3498.0,,
351,CT1998,,,,,,,,,,,,,,3555.0,,
352,CT1999,,,,,,,,,,,,,,3386.0,,
353,CT2000,,,,,,0.27,,0.04,0.04,,,,0.19,3277.0,,0.43
354,CT2001,,,,,,0.26,,0.06,0.05,,,,0.18,3081.0,,
355,CT2002,,,,,,0.27,,0.05,0.04,,,,0.15,2901.0,0.21,
356,CT2003,,,,,,0.29,,0.05,0.03,,,0.148,0.16,2840.0,,
357,CT2004,,,,,,0.27,,0.05,0.04,,,,0.19,2867.0,,0.41
358,CT2005,0.07,0.23,0.17,0.44,0.1,0.29,0.02,0.06,0.05,,,,0.17,2813.0,,
359,CT2006,0.08,0.22,0.16,0.44,0.09,0.28,0.02,0.06,0.05,,,,0.18,2875.0,0.2,
360,CT2007,0.08,0.23,0.17,0.42,0.09,0.28,0.02,0.06,0.05,,,0.129,0.18,2837.0,,
361,CT2008,0.08,0.23,0.17,0.44,0.09,0.3,0.02,0.06,0.04,,,,0.18,2789.0,,0.5
362,CT2009,0.08,0.22,0.17,0.43,0.09,0.3,0.03,0.06,0.03,,,,0.18,2605.0,,
363,CT2010,0.08,0.22,0.18,0.42,0.1,0.32,0.03,0.06,0.04,,,,0.2,2274.0,0.22,
364,CT2011,0.07,0.24,0.19,0.4,0.09,0.32,0.02,0.06,0.03,0.05,0.162,0.116,0.2,2020.0,,
365,CT2012,0.08,0.23,0.2,0.41,0.08,0.33,0.03,0.07,0.04,,,,0.21,1889.0,,0.4
366,CT2013,0.09,0.25,0.2,0.38,0.08,0.33,0.02,0.06,0.03,,,,0.2,1606.0,,
367,CT2014,0.08,0.24,0.2,0.4,0.09,0.34,0.03,0.07,0.04,,,,0.21,1420.0,0.2,
368,CT2015,0.08,0.25,0.2,0.39,0.08,0.32,0.02,0.07,0.04,,,,0.21,1241.0,,
369,CT2016,0.08,0.25,0.2,0.39,0.08,0.33,0.02,0.07,0.03,0.06,0.19,0.05,0.22,1136.0,,0.43
370,CT2017,0.09,0.23,0.21,0.38,0.08,0.33,0.03,0.07,0.04,0.05,0.17,0.04,0.22,1053.0,,
371,CT2018,0.08,0.25,0.2,0.39,0.08,0.34,0.02,0.08,0.03,0.06,0.15,0.03,0.22,988.0,0.35,
372,CT2019,0.07,0.24,0.23,0.38,0.08,0.33,0.03,,0.05,0.06,0.15,0.05,0.22,902.0,,
373,CT2020,,,,,,,,,,0.05,0.15,0.05,,882.0,,0.52
374,CT2021,0.08,0.24,0.24,0.36,0.08,0.34,0.02,,0.04,0.05,0.16,0.05,0.22,845.0,,
375,CT2022,0.08,0.25,0.24,0.34,0.09,0.34,0.02,,0.04,0.05,0.16,0.05,0.22,784.0,0.24,
376,CT2023,0.07,0.24,0.24,0.35,0.09,0.34,0.02,,0.04,,,,0.23,799.0,,
377,CT2024,,,,,,0.33,0.02,,,,,,0.23,,,0.41
378,DE1990,,,,,,,,,,,,,,1277.0,,
379,DE1991,,,,,,,,,,,,,,1320.0,,
380,DE1992,,,,,,,,,,,,,,1265.0,,
381,DE1993,,,,,,,,,,,,,,1277.0,,
382,DE1994,,,,,,,,,,,,,,1322.0,,
383,DE1995,,,,,,,,,,,,,,1301.0,,
384,DE1996,,,,,,,,,,,,,,1334.0,,
385,DE1997,,,,,,,,,,,,,,1343.0,,
386,DE1998,,,,,,,,,,,,,,1347.0,,
387,DE1999,,,,,,,,,,,,,,1384.0,,
388,DE2000,,,,,,0.35,,0.06,0.06,,,,0.09,1330.0,,S
389,DE2001,,,,,,0.32,,0.07,0.07,,,,0.09,1259.0,,
390,DE2002,,,,,,0.34,,0.07,0.06,,,,0.09,1209.0,S,
391,DE2003,,,,,,0.33,,0.07,0.06,,,0.169,0.1,1206.0,,
392,DE2004,,,,,,0.35,,0.06,0.07,,,,0.12,1181.0,,S
393,DE2005,0.06,0.18,0.1,0.51,0.14,0.34,0.03,0.07,0.06,,,,0.12,1225.0,,
394,DE2006,0.09,0.18,0.1,0.52,0.1,0.34,0.03,0.09,0.08,,,,0.13,1263.0,S,
395,DE2007,0.07,0.16,0.1,0.54,0.13,0.34,0.04,0.07,0.08,,,0.151,0.13,1244.0,,
396,DE2008,0.09,0.16,0.11,0.51,0.13,0.34,0.05,0.07,0.05,,,,0.11,1237.0,,0.56
397,DE2009,0.09,0.18,0.11,0.5,0.11,0.38,0.04,0.11,0.05,,,,0.1,1081.0,,
398,DE2010,0.07,0.17,0.11,0.53,0.12,0.37,0.04,0.08,0.05,,,,0.13,974.0,S,
399,DE2011,0.08,0.19,0.1,0.5,0.12,0.41,0.05,0.1,0.06,0.08,0.221,0.127,0.15,900.0,,
400,DE2012,0.08,0.19,0.12,0.48,0.13,0.39,0.05,0.09,0.07,,,,0.14,761.0,,0.43
401,DE2013,0.09,0.18,0.14,0.45,0.14,0.4,0.06,0.09,0.06,,,,0.14,728.0,,
402,DE2014,0.08,0.2,0.15,0.45,0.12,0.42,0.06,0.08,0.06,,,,0.15,616.0,S,
403,DE2015,0.08,0.19,0.14,0.47,0.11,0.4,0.05,0.1,0.05,,,,0.14,540.0,,
404,DE2016,0.08,0.17,0.16,0.46,0.12,0.39,0.04,0.09,0.05,0.09,0.22,0.05,0.14,583.0,,S
405,DE2017,0.07,0.18,0.15,0.47,0.13,0.37,0.05,0.08,0.07,0.09,0.21,0.04,0.17,552.0,,
406,DE2018,0.07,0.18,0.14,0.51,0.09,0.4,0.05,0.11,0.06,0.08,0.21,0.04,0.17,497.0,S,
407,DE2019,0.08,0.2,0.16,0.42,0.14,0.38,0.04,,0.07,0.07,0.19,0.06,0.17,444.0,,
408,DE2020,,,,,,,,,,0.07,0.17,0.06,,439.0,,0.54
409,DE2021,0.1,0.22,0.19,0.39,0.1,0.36,0.05,,0.05,0.09,0.2,0.05,0.19,425.0,,
410,DE2022,0.09,0.21,0.19,0.41,0.1,0.38,0.05,,0.06,0.08,0.19,0.04,0.16,466.0,0.28,
411,DE2023,0.09,0.2,0.18,0.42,0.11,0.41,0.04,,0.06,,,,0.19,444.0,,
412,DE2024,,,,,,0.39,0.04,,,,,,0.21,,,0.48
413,FL1990,,,,,,,,,,,,,,27017.0,,
414,FL1991,,,,,,,,,,,,,,26200.0,,
415,FL1992,,,,,,,,,,,,,,25213.0,,
416,FL1993,,,,,,,,,,,,,,25037.0,,
417,FL1994,,,,,,,,,,,,,,25435.0,,
418,FL1995,,,,,,,,,,,,,,25088.0,,
419,FL1996,,,,,,,,,,,,,,24806.0,,
420,FL1997,,,,,,,,,,,,,,25168.0,,
421,FL1998,,,,,,,,,,,,,,25228.0,,
422,FL1999,,,,,,,,,,,,,,24912.0,,
423,FL2000,,,,,,0.36,,0.07,0.09,,,,0.22,25166.0,,0.35
424,FL2001,,,,,,0.34,,0.07,0.08,,,,0.23,24217.0,,
425,FL2002,,,,,,0.35,,0.07,0.07,,,,0.24,23181.0,0.21,
426,FL2003,,,,,,0.36,,0.06,0.07,,,0.164,0.24,22770.0,,
427,FL2004,,,,,,0.36,,0.07,0.07,,,,0.24,23407.0,,0.46
428,FL2005,0.1,0.17,0.09,0.5,0.15,0.36,0.04,0.08,0.07,,,,0.25,24130.0,,
429,FL2006,0.1,0.17,0.09,0.5,0.15,0.35,0.04,0.07,0.07,,,,0.26,25384.0,0.17,
430,FL2007,0.1,0.17,0.09,0.5,0.14,0.36,0.04,0.08,0.06,,,0.16,0.26,25693.0,,
431,FL2008,0.1,0.18,0.09,0.5,0.13,0.36,0.04,0.07,0.06,,,,0.26,24077.0,,0.5
432,FL2009,0.1,0.17,0.09,0.5,0.14,0.38,0.04,0.08,0.05,,,,0.26,22021.0,,
433,FL2010,0.1,0.17,0.1,0.49,0.14,0.39,0.04,0.08,0.05,,,,0.28,19127.0,0.23,
434,FL2011,0.11,0.18,0.09,0.49,0.14,0.39,0.04,0.09,0.05,0.08,0.233,0.145,0.28,17125.0,,
435,FL2012,0.11,0.17,0.1,0.49,0.13,0.4,0.05,0.08,0.05,,,,0.29,15952.0,,0.42
436,FL2013,0.11,0.18,0.1,0.47,0.13,0.4,0.04,0.09,0.05,,,,0.27,13962.0,,
437,FL2014,0.12,0.18,0.11,0.47,0.12,0.4,0.04,0.09,0.05,,,,0.28,12816.0,0.18,
438,FL2015,0.12,0.19,0.11,0.46,0.12,0.4,0.04,0.09,0.06,,,,0.29,11957.0,,
439,FL2016,0.11,0.19,0.11,0.46,0.12,0.4,0.04,0.09,0.05,0.1,0.24,0.05,0.29,11195.0,,0.37
440,FL2017,0.12,0.2,0.12,0.45,0.11,0.39,0.04,0.09,0.05,0.07,0.19,0.04,0.3,10708.0,,
441,FL2018,0.11,0.21,0.13,0.44,0.11,0.39,0.04,0.09,0.05,0.08,0.17,0.05,0.29,9829.0,0.3,
442,FL2019,0.12,0.21,0.13,0.44,0.1,0.39,0.04,,0.06,0.08,0.17,0.04,0.3,9541.0,,
443,FL2020,,,,,,,,,,0.07,0.16,0.05,,8920.0,,0.47
444,FL2021,0.12,0.22,0.14,0.42,0.1,0.38,0.04,,0.05,0.07,0.16,0.06,0.29,8093.0,,
445,FL2022,0.11,0.22,0.15,0.42,0.09,0.38,0.04,,0.05,0.05,0.17,0.05,0.28,8139.0,0.24,
446,FL2023,0.11,0.22,0.16,0.41,0.1,0.37,0.04,,0.05,,,,0.3,8108.0,,
447,FL2024,,,,,,0.37,0.04,,,,,,0.3,,,0.37
448,GA1990,,,,,,,,,,,,,,18369.0,,
449,GA1991,,,,,,,,,,,,,,17896.0,,
450,GA1992,,,,,,,,,,,,,,17462.0,,
451,GA1993,,,,,,,,,,,,,,17230.0,,
452,GA1994,,,,,,,,,,,,,,17337.0,,
453,GA1995,,,,,,,,,,,,,,17727.0,,
454,GA1996,,,,,,,,,,,,,,17648.0,,
455,GA1997,,,,,,,,,,,,,,17847.0,,
456,GA1998,,,,,,,,,,,,,,17867.0,,
457,GA1999,,,,,,,,,,,,,,18027.0,,
458,GA2000,,,,,,0.36,,0.04,0.08,,,,0.09,17994.0,,0.33
459,GA2001,,,,,,0.34,,0.05,0.07,,,,0.08,17279.0,,
460,GA2002,,,,,,0.34,,0.04,0.07,,,,0.1,16258.0,0.21,
461,GA2003,,,,,,0.34,,0.05,0.07,,,0.159,0.1,15864.0,,
462,GA2004,,,,,,0.35,,0.06,0.06,,,,0.1,16191.0,,0.47
463,GA2005,0.07,0.18,0.09,0.51,0.16,0.35,0.04,0.05,0.07,,,,0.11,16548.0,,
464,GA2006,0.07,0.18,0.09,0.49,0.16,0.36,0.05,0.06,0.08,,,,0.12,17693.0,0.25,
465,GA2007,0.07,0.18,0.09,0.49,0.15,0.36,0.04,0.06,0.06,,,0.136,0.12,18085.0,,
466,GA2008,0.07,0.18,0.1,0.5,0.15,0.36,0.05,0.05,0.07,,,,0.13,17273.0,,0.48
467,GA2009,0.08,0.17,0.1,0.5,0.15,0.37,0.05,0.06,0.05,,,,0.14,16345.0,,
468,GA2010,0.07,0.18,0.1,0.5,0.15,0.38,0.05,0.06,0.05,,,,0.14,14378.0,0.21,
469,GA2011,0.08,0.18,0.1,0.49,0.15,0.38,0.05,0.06,0.06,0.08,0.217,0.126,0.15,12991.0,,
470,GA2012,0.08,0.18,0.11,0.48,0.15,0.39,0.06,0.06,0.05,,,,0.15,11488.0,,0.4
471,GA2013,0.08,0.18,0.12,0.48,0.14,0.4,0.05,0.07,0.06,,,,0.15,10322.0,,
472,GA2014,0.08,0.19,0.12,0.48,0.14,0.39,0.05,0.07,0.05,,,,0.15,9661.0,0.22,
473,GA2015,0.08,0.19,0.13,0.47,0.14,0.39,0.05,0.07,0.06,,,,0.16,8829.0,,
474,GA2016,0.09,0.19,0.13,0.46,0.13,0.39,0.05,0.07,0.05,0.09,0.23,0.03,0.16,8248.0,,0.43
475,GA2017,0.09,0.19,0.13,0.45,0.13,0.38,0.05,0.07,0.06,0.1,0.21,0.03,0.16,7778.0,,
476,GA2018,0.09,0.2,0.14,0.44,0.13,0.39,0.05,0.07,0.06,0.1,0.22,0.03,0.16,7385.0,0.37,
477,GA2019,0.1,0.19,0.14,0.44,0.13,0.38,0.05,,0.06,0.09,0.22,0.03,0.16,7090.0,,
478,GA2020,,,,,,,,,,0.08,0.18,0.04,,6572.0,,0.53
479,GA2021,0.09,0.21,0.16,0.43,0.11,0.38,0.05,,0.06,0.07,0.18,0.04,0.16,6141.0,,
480,GA2022,0.09,0.21,0.16,0.42,0.11,0.39,0.05,,0.06,0.08,0.18,0.04,0.16,6128.0,0.38,
481,GA2023,0.09,0.21,0.17,0.41,0.12,0.38,0.05,,0.06,,,,0.17,6259.0,,
482,GA2024,,,,,,0.37,0.04,,,,,,0.17,,,0.5
483,HI1990,,,,,,,,,,,,,,2122.0,,
484,HI1991,,,,,,,,,,,,,,2073.0,,
485,HI1992,,,,,,,,,,,,,,1956.0,,
486,HI1993,,,,,,,,,,,,,,1960.0,,
487,HI1994,,,,,,,,,,,,,,2017.0,,
488,HI1995,,,,,,,,,,,,,,1841.0,,
489,HI1996,,,,,,,,,,,,,,1884.0,,
490,HI1997,,,,,,,,,,,,,,1733.0,,
491,HI1998,,,,,,,,,,,,,,1849.0,,
492,HI1999,,,,,,,,,,,,,,1759.0,,
493,HI2000,,,,,,0.24,,0.06,0.08,,,,0.2,1788.0,,0.2
494,HI2001,,,,,,0.27,,0.05,0.07,,,,0.19,1672.0,,
495,HI2002,,,,,,0.29,,0.06,0.06,,,,0.2,1538.0,0.17,
496,HI2003,,,,,,0.32,,0.06,0.06,,,0.181,0.15,1502.0,,
497,HI2004,,,,,,0.28,,0.05,0.07,,,,0.18,1448.0,,0.29
498,HI2005,0.11,0.17,0.09,0.55,0.09,0.27,0.05,0.05,0.08,,,,0.16,1480.0,,
499,HI2006,0.11,0.19,0.09,0.53,0.09,0.27,0.05,0.06,0.09,,,,0.16,1619.0,0.22,
500,HI2007,0.12,0.19,0.1,0.51,0.08,0.28,0.04,0.06,0.06,,,0.154,0.18,1610.0,,
501,HI2008,0.11,0.18,0.09,0.53,0.09,0.3,0.04,0.06,0.06,,,,0.18,1625.0,,0.26
502,HI2009,0.11,0.17,0.1,0.53,0.08,0.33,0.04,0.08,0.06,,,,0.16,1547.0,,
503,HI2010,0.11,0.18,0.09,0.54,0.08,0.3,0.04,0.07,0.07,,,,0.17,1347.0,0.22,
504,HI2011,0.11,0.17,0.08,0.55,0.09,0.31,0.05,0.09,0.05,0.05,0.2,0.13,0.19,1199.0,,
505,HI2012,0.12,0.18,0.11,0.52,0.08,0.31,0.06,0.09,0.06,,,,0.18,1108.0,,0.26
506,HI2013,0.11,0.19,0.11,0.52,0.07,0.3,0.05,0.07,0.06,,,,0.2,976.0,,
507,HI2014,0.11,0.2,0.11,0.51,0.07,0.32,0.05,0.09,0.07,,,,0.19,893.0,0.09,
508,HI2015,0.13,0.2,0.11,0.48,0.08,0.31,0.04,0.08,0.05,,,,0.21,789.0,,
509,HI2016,0.13,0.22,0.09,0.49,0.07,0.31,0.05,0.07,0.07,0.04,0.18,0.04,0.2,728.0,,0.22
510,HI2017,0.11,0.21,0.13,0.47,0.07,0.32,0.04,0.08,0.07,0.05,0.16,0.03,0.17,714.0,,
511,HI2018,0.13,0.22,0.12,0.46,0.06,0.3,0.05,0.08,0.05,0.04,0.16,0.05,0.2,643.0,0.24,
512,HI2019,0.11,0.21,0.14,0.47,0.06,0.32,0.04,,0.07,0.03,0.14,0.06,0.22,584.0,,
513,HI2020,,,,,,,,,,0.03,0.14,0.05,,470.0,,0.44
514,HI2021,0.14,0.22,0.15,0.44,0.05,0.3,0.05,,0.08,0.04,0.15,0.04,0.19,463.0,,
515,HI2022,0.12,0.23,0.15,0.43,0.06,0.35,0.04,,0.07,0.04,0.16,0.05,0.18,432.0,0.3,
516,HI2023,0.11,0.24,0.16,0.43,0.06,0.34,0.03,,0.07,,,,0.16,423.0,,
517,HI2024,,,,,,0.36,0.04,,,,,,0.18,,,0.38
518,IA1990,,,,,,,,,,,,,,3989.0,,
519,IA1991,,,,,,,,,,,,,,4044.0,,
520,IA1992,,,,,,,,,,,,,,3872.0,,
521,IA1993,,,,,,,,,,,,,,4003.0,,
522,IA1994,,,,,,,,,,,,,,3991.0,,
523,IA1995,,,,,,,,,,,,,,4024.0,,
524,IA1996,,,,,,,,,,,,,,4047.0,,
525,IA1997,,,,,,,,,,,,,,3888.0,,
526,IA1998,,,,,,,,,,,,,,3900.0,,
527,IA1999,,,,,,,,,,,,,,3948.0,,
528,IA2000,,,,,,0.25,,0.04,0.05,,,,0.06,3788.0,,0.47
529,IA2001,,,,,,0.25,,0.06,0.04,,,,0.07,3574.0,,
530,IA2002,,,,,,0.26,,0.06,0.05,,,,0.07,3392.0,0.23,
531,IA2003,,,,,,0.25,,0.06,0.04,,,0.077,0.07,3296.0,,
532,IA2004,,,,,,0.24,,0.05,0.04,,,,0.06,3238.0,,0.62
533,IA2005,0.12,0.18,0.09,0.52,0.09,0.26,0.02,0.07,0.04,,,,0.08,3330.0,,
534,IA2006,0.12,0.2,0.09,0.5,0.09,0.26,0.02,0.06,0.05,,,,0.08,3495.0,0.25,
535,IA2007,0.12,0.2,0.08,0.5,0.09,0.27,0.02,0.08,0.05,,,0.078,0.08,3529.0,,
536,IA2008,0.13,0.19,0.09,0.51,0.08,0.27,0.02,0.08,0.04,,,,0.09,3591.0,,0.63
537,IA2009,0.13,0.21,0.08,0.49,0.08,0.29,0.02,0.08,0.04,,,,0.08,3421.0,,
538,IA2010,0.13,0.21,0.1,0.48,0.09,0.29,0.02,0.07,0.04,,,,0.1,3017.0,0.25,
539,IA2011,0.13,0.21,0.1,0.47,0.08,0.3,0.02,0.08,0.04,0.08,0.218,0.06,0.1,2665.0,,
540,IA2012,0.15,0.21,0.11,0.45,0.08,0.3,0.02,0.08,0.04,,,,0.09,2498.0,,0.5
541,IA2013,0.14,0.22,0.09,0.46,0.08,0.3,0.03,0.09,0.04,,,,0.09,2289.0,,
542,IA2014,0.15,0.23,0.1,0.45,0.08,0.29,0.02,0.09,0.04,,,,0.09,2048.0,0.2,
543,IA2015,0.14,0.23,0.11,0.44,0.08,0.3,0.02,0.08,0.04,,,,0.1,1943.0,,
544,IA2016,0.14,0.22,0.11,0.43,0.09,0.3,0.02,0.09,0.04,0.05,0.18,0.04,0.1,1804.0,,0.38
545,IA2017,0.14,0.23,0.12,0.42,0.08,0.29,0.02,0.08,0.04,0.06,0.18,S,0.1,1678.0,,
546,IA2018,0.14,0.25,0.12,0.41,0.08,0.31,0.02,0.1,0.05,0.07,0.2,S,0.11,1603.0,0.34,
547,IA2019,0.15,0.24,0.12,0.42,0.07,0.3,0.02,,0.05,0.07,0.19,0.03,0.11,1460.0,,
548,IA2020,,,,,,,,,,0.07,0.18,0.04,,1381.0,,0.63
549,IA2021,0.14,0.25,0.14,0.39,0.08,0.28,0.02,,0.04,0.07,0.18,0.03,0.1,1363.0,,
550,IA2022,0.15,0.26,0.14,0.38,0.08,0.28,0.02,,0.03,0.07,0.18,0.03,0.1,1338.0,0.23,
551,IA2023,0.14,0.26,0.14,0.38,0.08,0.29,0.02,,0.04,,,,0.11,1299.0,,
552,IA2024,,,,,,0.31,0.02,,,,,,0.1,,,0.56
553,ID1990,,,,,,,,,,,,,,2009.0,,
554,ID1991,,,,,,,,,,,,,,2221.0,,
555,ID1992,,,,,,,,,,,,,,2229.0,,
556,ID1993,,,,,,,,,,,,,,2309.0,,
557,ID1994,,,,,,,,,,,,,,2248.0,,
558,ID1995,,,,,,,,,,,,,,2489.0,,
559,ID1996,,,,,,,,,,,,,,2486.0,,
560,ID1997,,,,,,,,,,,,,,2330.0,,
561,ID1998,,,,,,,,,,,,,,2457.0,,
562,ID1999,,,,,,,,,,,,,,2396.0,,
563,ID2000,,,,,,0.22,,0.03,0.05,,,,0.11,2349.0,,0.36
564,ID2001,,,,,,0.24,,0.04,0.05,,,,0.09,2203.0,,
565,ID2002,,,,,,0.2,,0.03,0.05,,,,0.1,2080.0,0.18,
566,ID2003,,,,,,0.2,,0.04,0.06,,,0.088,0.11,2075.0,,
567,ID2004,,,,,,0.23,,0.06,0.06,,,,0.11,2050.0,,0.48
568,ID2005,0.09,0.18,0.09,0.51,0.13,0.23,0.02,0.06,0.06,,,,0.1,2015.0,,
569,ID2006,0.1,0.18,0.08,0.51,0.13,0.21,0.02,0.05,0.05,,,,0.12,2140.0,0.32,
570,ID2007,0.1,0.18,0.09,0.51,0.11,0.22,0.02,0.06,0.05,,,0.081,0.1,2257.0,,
571,ID2008,0.1,0.17,0.08,0.52,0.12,0.23,0.03,0.06,0.04,,,,0.11,2261.0,,0.48
572,ID2009,0.09,0.17,0.09,0.51,0.13,0.24,0.03,0.05,0.04,,,,0.11,2038.0,,
573,ID2010,0.1,0.19,0.09,0.5,0.12,0.25,0.03,0.05,0.04,,,,0.13,1863.0,0.21,
574,ID2011,0.1,0.21,0.09,0.49,0.11,0.26,0.03,0.06,0.05,0.08,0.275,0.053,0.12,1584.0,,
575,ID2012,0.12,0.19,0.1,0.48,0.1,0.27,0.02,0.07,0.03,,,,0.12,1568.0,,0.32
576,ID2013,0.1,0.21,0.09,0.48,0.12,0.26,0.03,0.08,0.03,,,,0.13,1425.0,,
577,ID2014,0.12,0.19,0.11,0.48,0.11,0.26,0.03,0.06,0.04,,,,0.12,1303.0,0.12,
578,ID2015,0.12,0.22,0.09,0.46,0.1,0.25,0.03,0.06,0.04,,,,0.1,1288.0,,
