,LocYear,fam1: A,fam1: B,fam1: G,fam1: H,fam1: N,fam4,fam5,fam7,fam8,Data_x,Data_y,Data,fam15,fam16,fam18,fam19
1453,PA2015,0.1,0.21,0.14,0.45,0.1,0.36,0.04,0.09,0.05,,,,0.11,7218.0,,
1454,PA2016,0.1,0.22,0.15,0.43,0.1,0.35,0.03,0.08,0.05,0.08,0.2,0.04,0.13,6385.0,,0.51
1455,PA2017,0.1,0.22,0.16,0.43,0.1,0.35,0.03,0.09,0.04,0.08,0.17,0.03,0.13,5899.0,,
1456,PA2018,0.1,0.22,0.16,0.43,0.1,0.35,0.03,0.09,0.05,0.08,0.18,0.06,0.13,5599.0,0.33,
1457,PA2019,0.1,0.22,0.15,0.43,0.09,0.35,0.03,,0.05,0.08,0.18,0.05,0.13,5264.0,,
1458,PA2020,,,,,,,,,,0.06,0.15,0.03,,4895.0,,0.51
1459,PA2021,0.1,0.22,0.17,0.4,0.1,0.34,0.03,,0.04,0.05,0.16,0.04,0.13,4643.0,,
1460,PA2022,0.1,0.23,0.18,0.4,0.09,0.34,0.03,,0.05,0.06,0.16,0.05,0.13,4352.0,0.4,
1461,PA2023,0.1,0.22,0.17,0.41,0.09,0.35,0.04,,0.05,,,,0.14,4077.0,,
1462,PA2024,,,,,,0.33,0.03,,,,,,0.14,,,0.54
1463,RI1990,,,,,,,,,,,,,,1564.0,,
1464,RI1991,,,,,,,,,,,,,,1408.0,,
1465,RI1992,,,,,,,,,,,,,,1381.0,,
1466,RI1993,,,,,,,,,,,,,,1437.0,,
1467,RI1994,,,,,,,,,,,,,,1389.0,,
1468,RI1995,,,,,,,,,,,,,,1267.0,,
1469,RI1996,,,,,,,,,,,,,,1285.0,,
1470,RI1997,,,,,,,,,,,,,,1313.0,,
1471,RI1998,,,,,,,,,,,,,,1293.0,,
1472,RI1999,,,,,,,,,,,,,,1222.0,,
1473,RI2000,,,,,,0.32,,0.07,0.04,,,,0.2,1250.0,,S
1474,RI2001,,,,,,0.34,,0.05,0.05,,,,0.19,1236.0,,
1475,RI2002,,,,,,0.33,,0.05,0.04,,,,0.19,1197.0,0.17,
1476,RI2003,,,,,,0.32,,0.07,0.05,,,0.18,0.23,1077.0,,
1477,RI2004,,,,,,0.39,,0.08,0.05,,,,0.18,1150.0,,0.43
1478,RI2005,0.09,0.19,0.12,0.44,0.16,0.33,0.01,0.05,0.04,,,,0.21,1117.0,,
1479,RI2006,0.1,0.2,0.11,0.44,0.14,0.35,0.02,0.08,0.05,,,,0.22,1127.0,0.3,
1480,RI2007,0.08,0.22,0.13,0.44,0.13,0.33,0.02,0.08,0.03,,,0.141,0.23,1192.0,,
1481,RI2008,0.1,0.2,0.12,0.43,0.15,0.34,0.01,0.07,0.03,,,,0.2,1124.0,,0.5
1482,RI2009,0.1,0.2,0.14,0.44,0.12,0.36,0.02,0.06,0.04,,,,0.22,1051.0,,
1483,RI2010,0.09,0.19,0.13,0.45,0.14,0.37,0.03,0.08,0.03,,,,0.24,891.0,0.19,
1484,RI2011,0.09,0.18,0.13,0.45,0.14,0.38,0.03,0.09,0.05,0.05,0.226,0.152,0.23,831.0,,
1485,RI2012,0.09,0.21,0.14,0.43,0.13,0.4,0.03,0.08,0.04,,,,0.22,760.0,,0.5
1486,RI2013,0.09,0.2,0.14,0.43,0.14,0.41,0.02,0.08,0.05,,,,0.23,659.0,,
1487,RI2014,0.1,0.18,0.15,0.44,0.12,0.39,0.02,0.09,0.03,,,,0.21,590.0,0.14,
1488,RI2015,0.08,0.21,0.15,0.43,0.12,0.4,0.04,0.08,0.04,,,,0.23,530.0,,
1489,RI2016,0.09,0.22,0.15,0.43,0.1,0.38,0.03,0.08,0.04,0.05,0.19,0.04,0.23,474.0,,S
1490,RI2017,0.08,0.23,0.15,0.43,0.11,0.35,0.03,0.08,0.04,0.03,0.17,0.06,0.23,414.0,,
1491,RI2018,0.09,0.19,0.16,0.46,0.1,0.38,0.03,0.1,0.04,0.03,0.18,0.08,0.23,411.0,0.42,
1492,RI2019,0.08,0.24,0.16,0.44,0.09,0.38,0.03,,0.04,0.04,0.19,0.06,0.24,359.0,,
1493,RI2020,,,,,,,,,,0.04,0.17,0.06,,328.0,,0.52
1494,RI2021,0.08,0.21,0.19,0.41,0.12,0.37,0.01,,0.05,0.04,0.15,0.06,0.22,286.0,,
1495,RI2022,0.07,0.26,0.19,0.4,0.08,0.37,0.02,,0.04,0.03,0.15,0.04,0.22,300.0,0.27,
1496,RI2023,0.07,0.24,0.17,0.43,0.08,0.35,0.03,,0.05,,,,0.27,271.0,,
1497,RI2024,,,,,,0.38,0.03,,,,,,0.22,,,0.65
1498,SC1990,,,,,,,,,,,,,,9721.0,,
1499,SC1991,,,,,,,,,,,,,,9515.0,,
1500,SC1992,,,,,,,,,,,,,,9052.0,,
1501,SC1993,,,,,,,,,,,,,,8448.0,,
1502,SC1994,,,,,,,,,,,,,,8585.0,,
1503,SC1995,,,,,,,,,,,,,,8518.0,,
1504,SC1996,,,,,,,,,,,,,,8362.0,,
1505,SC1997,,,,,,,,,,,,,,8341.0,,
1506,SC1998,,,,,,,,,,,,,,8391.0,,
1507,SC1999,,,,,,,,,,,,,,8467.0,,
1508,SC2000,,,,,,0.35,,0.04,0.06,,,,0.05,8382.0,,0.38
1509,SC2001,,,,,,0.37,,0.04,0.07,,,,0.04,7901.0,,
1510,SC2002,,,,,,0.36,,0.05,0.07,,,,0.05,7327.0,0.25,
1511,SC2003,,,,,,0.38,,0.05,0.07,,,0.167,0.04,7247.0,,
1512,SC2004,,,,,,0.4,,0.05,0.06,,,,0.04,7470.0,,0.44
1513,SC2005,0.09,0.16,0.07,0.53,0.15,0.38,0.05,0.05,0.07,,,,0.06,7478.0,,
1514,SC2006,0.09,0.15,0.07,0.53,0.16,0.4,0.06,0.06,0.08,,,,0.06,8175.0,0.19,
1515,SC2007,0.09,0.16,0.08,0.53,0.14,0.38,0.05,0.06,0.07,,,0.133,0.07,8329.0,,
1516,SC2008,0.1,0.16,0.08,0.52,0.14,0.39,0.05,0.06,0.06,,,,0.07,8329.0,,0.5
1517,SC2009,0.09,0.16,0.08,0.52,0.14,0.4,0.05,0.06,0.06,,,,0.08,7651.0,,
1518,SC2010,0.1,0.15,0.09,0.52,0.14,0.42,0.06,0.07,0.06,,,,0.08,6849.0,0.33,
1519,SC2011,0.1,0.15,0.09,0.53,0.13,0.42,0.06,0.07,0.05,0.07,0.239,0.133,0.07,6026.0,,
1520,SC2012,0.1,0.16,0.1,0.51,0.13,0.43,0.06,0.07,0.06,,,,0.08,5537.0,,0.54
1521,SC2013,0.1,0.18,0.1,0.49,0.13,0.42,0.06,0.07,0.07,,,,0.08,4763.0,,
1522,SC2014,0.1,0.17,0.1,0.48,0.14,0.43,0.06,0.08,0.06,,,,0.09,4297.0,0.2,
1523,SC2015,0.11,0.18,0.1,0.49,0.12,0.4,0.06,0.07,0.06,,,,0.08,4021.0,,
1524,SC2016,0.1,0.19,0.11,0.48,0.12,0.41,0.06,0.08,0.07,0.09,0.21,0.06,0.09,3695.0,,0.44
1525,SC2017,0.11,0.18,0.11,0.49,0.11,0.4,0.06,0.07,0.06,0.11,0.19,0.05,0.09,3408.0,,
1526,SC2018,0.12,0.19,0.12,0.48,0.1,0.41,0.06,0.08,0.06,0.11,0.21,0.06,0.09,3481.0,0.24,
1527,SC2019,0.1,0.2,0.12,0.47,0.11,0.39,0.06,,0.07,0.11,0.21,0.05,0.1,3425.0,,
1528,SC2020,,,,,,,,,,0.09,0.2,0.04,,3069.0,,0.53
1529,SC2021,0.11,0.2,0.14,0.45,0.1,0.4,0.05,,0.06,0.09,0.19,0.05,0.09,2953.0,,
1530,SC2022,0.12,0.2,0.15,0.44,0.09,0.37,0.05,,0.06,0.07,0.17,0.05,0.09,2875.0,0.24,
1531,SC2023,0.11,0.21,0.15,0.45,0.09,0.37,0.05,,0.07,,,,0.1,2965.0,,
1532,SC2024,,,,,,0.37,0.05,,,,,,0.1,,,0.48
1533,SD1990,,,,,,,,,,,,,,1172.0,,
1534,SD1991,,,,,,,,,,,,,,1192.0,,
1535,SD1992,,,,,,,,,,,,,,1245.0,,
1536,SD1993,,,,,,,,,,,,,,1185.0,,
1537,SD1994,,,,,,,,,,,,,,1192.0,,
1538,SD1995,,,,,,,,,,,,,,1179.0,,
1539,SD1996,,,,,,,,,,,,,,1189.0,,
1540,SD1997,,,,,,,,,,,,,,1224.0,,
1541,SD1998,,,,,,,,,,,,,,1214.0,,
1542,SD1999,,,,,,,,,,,,,,1175.0,,
1543,SD2000,,,,,,0.23,,0.04,0.04,,,,0.04,1155.0,,0.24
1544,SD2001,,,,,,0.21,,0.04,0.05,,,,0.05,1148.0,,
1545,SD2002,,,,,,0.24,,0.05,0.04,,,,0.06,1138.0,0.35,
1546,SD2003,,,,,,0.22,,0.05,0.04,,,0.083,0.06,1027.0,,
1547,SD2004,,,,,,0.27,,0.07,0.04,,,,0.04,1121.0,,0.49
1548,SD2005,0.13,0.19,0.07,0.51,0.1,0.28,0.03,0.09,0.06,,,,0.07,1082.0,,
1549,SD2006,0.12,0.19,0.09,0.52,0.08,0.27,0.04,0.09,0.08,,,,0.06,1123.0,0.32,
1550,SD2007,0.13,0.22,0.07,0.49,0.09,0.32,0.03,0.08,0.04,,,0.071,0.06,1191.0,,
1551,SD2008,0.13,0.21,0.08,0.52,0.07,0.3,0.04,0.07,0.05,,,,0.07,1117.0,,0.38
1552,SD2009,0.11,0.22,0.08,0.47,0.1,0.28,0.04,0.07,0.07,,,,0.08,1092.0,,
1553,SD2010,0.14,0.23,0.08,0.47,0.08,0.29,0.04,0.09,0.05,,,,0.09,975.0,S,
1554,SD2011,0.13,0.2,0.09,0.48,0.09,0.32,0.04,0.1,0.05,0.08,0.21,0.066,0.07,964.0,,
1555,SD2012,0.14,0.22,0.09,0.47,0.08,0.34,0.04,0.09,0.06,,,,0.06,929.0,,0.33
1556,SD2013,0.14,0.23,0.09,0.47,0.07,0.33,0.05,0.09,0.05,,,,0.06,812.0,,
1557,SD2014,0.16,0.23,0.1,0.45,0.06,0.3,0.05,0.08,0.06,,,,0.06,735.0,S,
1558,SD2015,0.15,0.24,0.08,0.45,0.08,0.32,0.04,0.11,0.05,,,,0.06,720.0,,
1559,SD2016,0.14,0.23,0.09,0.44,0.1,0.31,0.04,0.08,0.06,0.08,0.21,0.03,0.08,681.0,,0.32
1560,SD2017,0.13,0.23,0.11,0.46,0.06,0.31,0.05,0.09,0.07,0.08,0.2,0.04,0.06,614.0,,
1561,SD2018,0.15,0.24,0.12,0.42,0.06,0.31,0.05,0.08,0.07,0.1,0.2,0.03,0.05,565.0,0.26,
1562,SD2019,0.15,0.23,0.12,0.42,0.07,0.29,0.05,,0.07,0.1,0.21,0.02,0.05,536.0,,
1563,SD2020,,,,,,,,,,0.11,0.21,0.03,,533.0,,0.44
1564,SD2021,0.14,0.27,0.11,0.41,0.06,0.28,0.04,,0.07,0.1,0.2,0.03,0.06,501.0,,
1565,SD2022,0.17,0.25,0.12,0.4,0.06,0.29,0.05,,0.06,0.1,0.2,0.03,0.08,512.0,S,
1566,SD2023,0.15,0.26,0.12,0.4,0.07,0.3,0.03,,0.05,,,,0.07,506.0,,
1567,SD2024,,,,,,0.27,0.04,,,,,,0.06,,,S
1568,TN1990,,,,,,,,,,,,,,12928.0,,
1569,TN1991,,,,,,,,,,,,,,12868.0,,
1570,TN1992,,,,,,,,,,,,,,12127.0,,
1571,TN1993,,,,,,,,,,,,,,11992.0,,
1572,TN1994,,,,,,,,,,,,,,12350.0,,
1573,TN1995,,,,,,,,,,,,,,12118.0,,
1574,TN1996,,,,,,,,,,,,,,12061.0,,
1575,TN1997,,,,,,,,,,,,,,11889.0,,
1576,TN1998,,,,,,,,,,,,,,12046.0,,
1577,TN1999,,,,,,,,,,,,,,11723.0,,
1578,TN2000,,,,,,0.33,,0.04,0.06,,,,0.04,11458.0,,0.24
1579,TN2001,,,,,,0.33,,0.04,0.06,,,,0.05,10838.0,,
1580,TN2002,,,,,,0.32,,0.04,0.06,,,,0.05,10300.0,0.15,
1581,TN2003,,,,,,0.33,,0.05,0.06,,,0.12,0.05,10198.0,,
1582,TN2004,,,,,,0.34,,0.05,0.07,,,,0.05,10087.0,,0.38
1583,TN2005,0.07,0.15,0.08,0.55,0.15,0.35,0.05,0.06,0.06,,,,0.06,10785.0,,
1584,TN2006,0.06,0.15,0.07,0.56,0.15,0.35,0.05,0.06,0.07,,,,0.06,10784.0,0.2,
1585,TN2007,0.07,0.15,0.08,0.54,0.16,0.36,0.05,0.07,0.07,,,0.133,0.07,11260.0,,
1586,TN2008,0.07,0.15,0.08,0.56,0.13,0.35,0.05,0.06,0.06,,,,0.07,11157.0,,0.41
1587,TN2009,0.07,0.16,0.08,0.55,0.14,0.36,0.05,0.07,0.06,,,,0.07,10378.0,,
1588,TN2010,0.08,0.16,0.09,0.54,0.13,0.37,0.05,0.07,0.06,,,,0.07,9254.0,0.16,
1589,TN2011,0.08,0.16,0.09,0.54,0.13,0.37,0.05,0.06,0.06,0.1,0.27,0.12,0.08,8497.0,,
1590,TN2012,0.07,0.17,0.09,0.53,0.12,0.37,0.06,0.07,0.06,,,,0.08,7910.0,,0.35
1591,TN2013,0.08,0.17,0.1,0.53,0.12,0.38,0.06,0.08,0.06,,,,0.08,7105.0,,
1592,TN2014,0.09,0.17,0.1,0.52,0.13,0.37,0.06,0.07,0.06,,,,0.09,6756.0,0.12,
1593,TN2015,0.08,0.17,0.11,0.52,0.12,0.37,0.06,0.07,0.06,,,,0.09,6267.0,,
1594,TN2016,0.09,0.18,0.1,0.52,0.11,0.37,0.06,0.07,0.06,0.12,0.24,0.03,0.09,5766.0,,0.31
1595,TN2017,0.08,0.19,0.11,0.51,0.11,0.37,0.06,0.07,0.07,0.12,0.22,0.03,0.09,5516.0,,
1596,TN2018,0.09,0.19,0.12,0.49,0.12,0.38,0.06,0.08,0.07,0.13,0.21,0.04,0.1,5258.0,0.31,
1597,TN2019,0.09,0.19,0.13,0.48,0.11,0.37,0.05,,0.07,0.12,0.21,0.04,0.1,4918.0,,
1598,TN2020,,,,,,,,,,0.11,0.21,0.04,,4826.0,,0.49
1599,TN2021,0.08,0.2,0.13,0.48,0.1,0.35,0.05,,0.07,0.09,0.21,0.04,0.1,4613.0,,
1600,TN2022,0.09,0.2,0.13,0.49,0.09,0.36,0.05,,0.07,0.09,0.2,0.04,0.1,4502.0,0.24,
1601,TN2023,0.09,0.2,0.14,0.47,0.11,0.35,0.05,,0.07,,,,0.12,4547.0,,
1602,TN2024,,,,,,0.34,0.06,,,,,,0.12,,,0.49
1603,TX1990,,,,,,,,,,,,,,48302.0,,
1604,TX1991,,,,,,,,,,,,,,49588.0,,
1605,TX1992,,,,,,,,,,,,,,49805.0,,
1606,TX1993,,,,,,,,,,,,,,50425.0,,
1607,TX1994,,,,,,,,,,,,,,51471.0,,
1608,TX1995,,,,,,,,,,,,,,52135.0,,
1609,TX1996,,,,,,,,,,,,,,52273.0,,
1610,TX1997,,,,,,,,,,,,,,52728.0,,
1611,TX1998,,,,,,,,,,,,,,54004.0,,
1612,TX1999,,,,,,,,,,,,,,54367.0,,
1613,TX2000,,,,,,0.31,,0.05,0.07,,,,0.32,54315.0,,0.32
1614,TX2001,,,,,,0.3,,0.05,0.07,,,,0.33,52782.0,,
1615,TX2002,,,,,,0.29,,0.05,0.06,,,,0.31,52142.0,0.16,
1616,TX2003,,,,,,0.3,,0.04,0.06,,,0.193,0.33,51091.0,,
1617,TX2004,,,,,,0.32,,0.05,0.06,,,,0.31,51389.0,,0.39
1618,TX2005,0.06,0.15,0.07,0.46,0.25,0.32,0.05,0.05,0.06,,,,0.34,51180.0,,
1619,TX2006,0.06,0.15,0.07,0.46,0.24,0.33,0.05,0.05,0.06,,,,0.34,53093.0,0.14,
1620,TX2007,0.07,0.16,0.08,0.46,0.24,0.32,0.05,0.06,0.06,,,0.167,0.34,54281.0,,
1621,TX2008,0.07,0.16,0.08,0.46,0.24,0.33,0.05,0.06,0.05,,,,0.34,54284.0,,0.37
1622,TX2009,0.06,0.16,0.08,0.47,0.24,0.35,0.05,0.06,0.05,,,,0.35,52656.0,,
1623,TX2010,0.06,0.15,0.08,0.47,0.23,0.36,0.05,0.07,0.05,,,,0.36,47751.0,0.16,
1624,TX2011,0.07,0.16,0.08,0.46,0.23,0.36,0.05,0.06,0.05,0.07,0.214,0.15,0.36,42748.0,,
1625,TX2012,0.07,0.16,0.09,0.46,0.23,0.36,0.05,0.06,0.05,,,,0.36,40451.0,,0.25
1626,TX2013,0.07,0.17,0.09,0.46,0.22,0.36,0.05,0.07,0.05,,,,0.35,37525.0,,
1627,TX2014,0.07,0.17,0.09,0.45,0.22,0.36,0.05,0.07,0.05,,,,0.36,35063.0,0.12,
1628,TX2015,0.07,0.18,0.1,0.45,0.21,0.36,0.05,0.07,0.05,,,,0.36,32687.0,,
1629,TX2016,0.07,0.18,0.1,0.45,0.2,0.35,0.05,0.07,0.05,0.08,0.19,0.06,0.36,29765.0,,0.32
1630,TX2017,0.08,0.18,0.11,0.44,0.19,0.34,0.04,0.06,0.05,0.08,0.17,0.05,0.36,26971.0,,
1631,TX2018,0.08,0.18,0.11,0.44,0.19,0.35,0.04,0.07,0.05,0.07,0.19,0.06,0.36,25089.0,0.27,
1632,TX2019,0.08,0.19,0.12,0.44,0.18,0.35,0.05,,0.05,0.06,0.19,0.06,0.35,24109.0,,
1633,TX2020,,,,,,,,,,0.06,0.16,0.05,,22641.0,,0.43
1634,TX2021,0.08,0.21,0.13,0.42,0.16,0.34,0.04,,0.05,0.06,0.16,0.05,0.33,21041.0,,
1635,TX2022,0.08,0.21,0.13,0.42,0.16,0.34,0.04,,0.05,0.06,0.18,0.05,0.33,21337.0,0.22,
1636,TX2023,0.09,0.21,0.13,0.42,0.15,0.34,0.04,,0.05,,,,0.32,20856.0,,
1637,TX2024,,,,,,0.35,0.04,,,,,,0.32,,,0.42
1638,US1990,,,,,,,,,,,,,,521826.0,,
1639,US1991,,,,,,,,,,,,,,519577.0,,
1640,US1992,,,,,,,,,,,,,,505415.0,,
1641,US1993,,,,,,,,,,,,,,501093.0,,
1642,US1994,,,,,,,,,,,,,,505488.0,,
1643,US1995,,,,,,,,,,,,,,499873.0,,
1644,US1996,,,,,,,,,,,,,,491577.0,,
1645,US1997,,,,,,,,,,,,,,483220.0,,
1646,US1998,,,,,,,,,,,,,,484895.0,,
1647,US1999,,,,,,,,,,,,,,476050.0,,
1648,US2000,,,,,,0.31,,0.06,0.06,,,,0.18,468990.0,,0.36
1649,US2001,,,,,,0.31,,0.06,0.06,,,,0.18,445944.0,,
1650,US2002,,,,,,0.31,,0.06,0.06,,,,0.18,425493.0,0.19,
1651,US2003,,,,,,0.31,,0.06,0.06,,,0.162,0.19,414580.0,,
1652,US2004,,,,,,0.31,,0.06,0.06,,,,0.19,415262.0,,0.47
1653,US2005,0.08,0.17,0.1,0.48,0.16,0.32,0.03,0.06,0.06,,,,0.2,414613.0,,
1654,US2006,0.08,0.17,0.1,0.48,0.16,0.32,0.04,0.06,0.06,,,,0.2,435436.0,0.22,
1655,US2007,0.08,0.18,0.1,0.48,0.15,0.32,0.04,0.07,0.06,,,0.139,0.21,444899.0,,
1656,US2008,0.08,0.18,0.1,0.48,0.16,0.32,0.04,0.07,0.05,,,,0.21,434758.0,,0.49
1657,US2009,0.08,0.18,0.11,0.47,0.15,0.34,0.04,0.07,0.05,,,,0.21,409802.0,,
1658,US2010,0.09,0.18,0.11,0.47,0.15,0.34,0.04,0.07,0.05,,,,0.22,367678.0,0.21,
1659,US2011,0.09,0.18,0.11,0.47,0.15,0.35,0.04,0.07,0.05,0.07,0.22,0.134,0.22,329772.0,,
1660,US2012,0.09,0.18,0.11,0.46,0.15,0.35,0.04,0.08,0.05,,,,0.22,305388.0,,0.41
1661,US2013,0.09,0.19,0.12,0.46,0.14,0.35,0.04,0.08,0.05,,,,0.22,273105.0,,
1662,US2014,0.09,0.19,0.12,0.45,0.14,0.35,0.04,0.08,0.05,,,,0.22,249078.0,0.17,
1663,US2015,0.09,0.2,0.13,0.45,0.14,0.35,0.04,0.08,0.05,,,,0.22,229715.0,,
1664,US2016,0.09,0.2,0.13,0.44,0.14,0.35,0.04,0.08,0.05,0.08,0.2,0.06,0.22,209809.0,,0.43
1665,US2017,0.09,0.2,0.14,0.43,0.13,0.34,0.04,0.08,0.05,0.07,0.19,0.05,0.23,194377.0,,
1666,US2018,0.09,0.21,0.14,0.43,0.13,0.35,0.04,0.08,0.05,0.08,0.18,0.05,0.23,179871.0,0.32,
1667,US2019,0.09,0.21,0.14,0.43,0.12,0.34,0.04,,0.06,0.07,0.18,0.05,0.23,171674.0,,
1668,US2020,,,,,,,,,,0.06,0.17,0.05,,158043.0,,0.51
1669,US2021,0.09,0.22,0.16,0.41,0.11,0.34,0.03,,0.05,0.06,0.17,0.05,0.21,146973.0,,
1670,US2022,0.09,0.22,0.16,0.41,0.11,0.34,0.03,,0.05,0.06,0.17,0.05,0.21,143789.0,0.28,
1671,US2023,0.09,0.22,0.16,0.41,0.11,0.34,0.04,,0.05,,,,0.22,140977.0,,
1672,US2024,,,,,,0.34,0.03,,,,,,0.22,,,0.48
1673,UT1990,,,,,,,,,,,,,,3707.0,,
1674,UT1991,,,,,,,,,,,,,,3829.0,,
1675,UT1992,,,,,,,,,,,,,,3869.0,,
1676,UT1993,,,,,,,,,,,,,,3951.0,,
1677,UT1994,,,,,,,,,,,,,,4043.0,,
1678,UT1995,,,,,,,,,,,,,,4222.0,,
1679,UT1996,,,,,,,,,,,,,,4438.0,,
1680,UT1997,,,,,,,,,,,,,,4503.0,,
1681,UT1998,,,,,,,,,,,,,,4389.0,,
1682,UT1999,,,,,,,,,,,,,,4253.0,,
1683,UT2000,,,,,,0.21,,0.03,0.03,,,,0.11,4146.0,,0.4
1684,UT2001,,,,,,0.17,,0.03,0.04,,,,0.11,3884.0,,
1685,UT2002,,,,,,0.18,,0.04,0.05,,,,0.11,3574.0,0.19,
1686,UT2003,,,,,,0.17,,0.03,0.04,,,0.076,0.1,3307.0,,
1687,UT2004,,,,,,0.17,,0.02,0.03,,,,0.1,3207.0,,0.51
1688,UT2005,0.1,0.22,0.11,0.48,0.09,0.18,0.02,0.03,0.04,,,,0.12,3181.0,,
1689,UT2006,0.1,0.21,0.13,0.46,0.1,0.18,0.02,0.04,0.04,,,,0.13,3498.0,0.11,
1690,UT2007,0.1,0.22,0.12,0.47,0.09,0.18,0.02,0.04,0.04,,,0.078,0.12,3775.0,,
1691,UT2008,0.11,0.23,0.12,0.45,0.09,0.18,0.02,0.04,0.03,,,,0.13,3749.0,,0.31
1692,UT2009,0.1,0.23,0.12,0.47,0.08,0.18,0.02,0.04,0.03,,,,0.13,3349.0,,
1693,UT2010,0.1,0.24,0.12,0.45,0.09,0.19,0.02,0.04,0.03,,,,0.13,3049.0,0.12,
1694,UT2011,0.1,0.22,0.12,0.46,0.09,0.21,0.02,0.03,0.03,0.05,0.176,0.056,0.15,2542.0,,
1695,UT2012,0.11,0.23,0.13,0.43,0.1,0.2,0.02,0.04,0.04,,,,0.14,2494.0,,0.37
1696,UT2013,0.11,0.25,0.11,0.44,0.08,0.19,0.02,0.04,0.03,,,,0.13,2254.0,,
1697,UT2014,0.11,0.24,0.12,0.43,0.09,0.19,0.02,0.04,0.03,,,,0.14,2163.0,0.14,
1698,UT2015,0.1,0.25,0.12,0.44,0.08,0.19,0.03,0.04,0.03,,,,0.14,2021.0,,
1699,UT2016,0.12,0.26,0.14,0.41,0.08,0.19,0.02,0.05,0.03,0.06,0.18,0.03,0.15,1829.0,,0.44
1700,UT2017,0.11,0.28,0.14,0.39,0.08,0.19,0.02,0.04,0.03,0.05,0.18,S,0.15,1801.0,,
1701,UT2018,0.11,0.28,0.14,0.39,0.08,0.19,0.02,0.04,0.03,0.04,0.17,0.02,0.14,1604.0,0.35,
1702,UT2019,0.1,0.29,0.14,0.41,0.06,0.19,0.02,,0.03,0.04,0.16,0.03,0.14,1498.0,,
1703,UT2020,,,,,,,,,,0.04,0.14,0.03,,1363.0,,0.5
1704,UT2021,0.1,0.29,0.15,0.39,0.06,0.18,0.02,,0.03,0.03,0.13,0.03,0.13,1282.0,,
1705,UT2022,0.11,0.3,0.16,0.37,0.07,0.19,0.02,,0.03,0.04,0.13,0.03,0.14,1203.0,0.17,
1706,UT2023,0.09,0.3,0.17,0.38,0.06,0.19,0.02,,0.03,,,,0.13,1202.0,,
1707,UT2024,,,,,,0.2,0.02,,,,,,0.14,,,0.52
1708,VA1990,,,,,,,,,,,,,,11353.0,,
1709,VA1991,,,,,,,,,,,,,,10890.0,,
1710,VA1992,,,,,,,,,,,,,,10465.0,,
1711,VA1993,,,,,,,,,,,,,,10104.0,,
1712,VA1994,,,,,,,,,,,,,,10470.0,,
1713,VA1995,,,,,,,,,,,,,,10270.0,,
1714,VA1996,,,,,,,,,,,,,,9912.0,,
1715,VA1997,,,,,,,,,,,,,,9850.0,,
1716,VA1998,,,,,,,,,,,,,,9945.0,,
1717,VA1999,,,,,,,,,,,,,,9935.0,,
1718,VA2000,,,,,,0.28,,0.06,0.06,,,,0.1,9630.0,,0.43
1719,VA2001,,,,,,0.28,,0.04,0.06,,,,0.1,9439.0,,
1720,VA2002,,,,,,0.28,,0.04,0.06,,,,0.11,9030.0,0.15,
1721,VA2003,,,,,,0.29,,0.05,0.05,,,0.134,0.11,8831.0,,
1722,VA2004,,,,,,0.29,,0.05,0.06,,,,0.12,8776.0,,0.4
1723,VA2005,0.07,0.2,0.15,0.45,0.13,0.29,0.03,0.05,0.06,,,,0.12,8778.0,,
1724,VA2006,0.08,0.2,0.15,0.46,0.11,0.29,0.03,0.05,0.06,,,,0.13,9105.0,0.28,
1725,VA2007,0.07,0.21,0.15,0.45,0.11,0.3,0.03,0.05,0.06,,,0.102,0.13,9200.0,,
1726,VA2008,0.08,0.21,0.15,0.45,0.11,0.3,0.04,0.05,0.05,,,,0.13,8801.0,,0.52
1727,VA2009,0.07,0.21,0.16,0.44,0.11,0.31,0.03,0.06,0.05,,,,0.13,8228.0,,
1728,VA2010,0.08,0.21,0.16,0.44,0.11,0.32,0.04,0.06,0.04,,,,0.15,7374.0,0.2,
1729,VA2011,0.08,0.21,0.17,0.44,0.1,0.31,0.04,0.06,0.04,0.06,0.187,0.091,0.15,6524.0,,
1730,VA2012,0.08,0.21,0.18,0.44,0.09,0.31,0.04,0.06,0.04,,,,0.15,6076.0,,0.48
1731,VA2013,0.09,0.23,0.17,0.41,0.1,0.32,0.04,0.06,0.05,,,,0.14,5300.0,,
1732,VA2014,0.08,0.22,0.19,0.41,0.1,0.31,0.03,0.06,0.05,,,,0.15,4859.0,0.17,
1733,VA2015,0.09,0.23,0.19,0.4,0.09,0.32,0.04,0.06,0.05,,,,0.15,4508.0,,
1734,VA2016,0.08,0.24,0.19,0.39,0.09,0.32,0.04,0.06,0.05,0.08,0.19,0.05,0.16,4114.0,,0.61
1735,VA2017,0.08,0.24,0.2,0.38,0.09,0.31,0.04,0.06,0.05,0.07,0.18,0.04,0.17,3987.0,,
1736,VA2018,0.09,0.24,0.21,0.38,0.09,0.32,0.04,0.07,0.05,0.07,0.16,0.04,0.17,3803.0,0.4,
1737,VA2019,0.09,0.25,0.21,0.37,0.09,0.32,0.04,,0.05,0.07,0.16,0.04,0.17,3625.0,,
1738,VA2020,,,,,,,,,,0.06,0.17,0.03,,3488.0,,0.52
1739,VA2021,0.09,0.25,0.22,0.36,0.08,0.31,0.04,,0.05,0.05,0.16,0.03,0.16,3198.0,,
