,LocYear,safe1: 1,safe1: 2,safe4,safe5,safe6,safe7,safe9_10,safe1112: E,safe1112: M,Neglect,safe1112: O,safe1112: P,safe1112: S,safe1415: 1,safe1415: 2,safe161718: 1,safe161718: 2,safe1920: 1,safe1920: 2,safe212223
406,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
407,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
408,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
409,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
410,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
411,IA2021,0.05,0.33,2904.0,3269.0,1007.0,1004,15,107,97,9801,N.R.,1200,673,0.02,0.13,0.02,0.13,0.06,0.2,0.11
412,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
413,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
414,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
415,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
416,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
417,IA2022,0.03,0.34,2699.0,2749.0,,985,15,115,99,9699,N.R.,1169,648,0.02,0.13,0.02,0.13,0.05,0.2,0.07
418,IA2023,,,2857.0,2990.0,,876,15,100,103,9424,N.R.,1129,564,,,,,,,
419,IA2024,,,,,,,13,,,,,,,,,,,,,
420,ID2000,,,1127.0,1011.0,140.0,184,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
421,ID2001,,,1209.0,1084.0,132.0,227,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
422,ID2002,0.12,0.36,1213.0,1047.0,118.0,258,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.08,0.12,
423,ID2003,0.12,0.4,1292.0,1101.0,138.0,254,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.11,
424,ID2004,0.11,0.39,1557.0,1337.0,176.0,310,5,11,29,1254,162,347,121,,,,,0.06,0.13,
425,ID2005,0.11,0.38,1722.0,1409.0,149.0,373,5,7,33,1361,140,346,119,,,,,0.06,0.14,0.1
426,ID2006,0.09,0.39,1552.0,1471.0,177.0,555,4,2,11,1236,125,266,81,,,,,0.06,0.14,0.09
427,ID2007,0.08,0.36,1560.0,1484.0,195.0,593,4,1,14,1168,134,262,89,,,,,0.07,0.15,0.08
428,ID2008,0.09,0.36,1351.0,1473.0,238.0,576,4,2,19,1365,121,360,86,,,,,0.07,0.14,0.08
429,ID2009,0.08,0.37,1215.0,1452.0,353.0,498,4,1,20,1230,144,330,102,,,,,0.08,0.16,0.08
430,ID2010,0.07,0.34,1386.0,1335.0,313.0,389,4,9,15,1239,109,267,87,,,,,0.07,0.16,0.07
431,ID2011,0.07,0.31,1230.0,1297.0,259.0,334,3,3,11,1082,106,276,92,,,,,0.06,0.13,0.06
432,ID2012,0.07,0.32,1084.0,1176.0,273.0,278,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.14,0.06
433,ID2013,0.06,0.33,1226.0,1096.0,206.0,328,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,,,,,0.06,0.14,0.06
434,ID2014,,,1138.0,1227.0,218.0,322,4,N.R.,14,1203,16,367,78,,,,,0.07,0.14,
435,ID2015,0.05,0.32,1201.0,975.0,223.0,318,4,N.R.,9,1239,14,377,63,,,,,0.06,0.15,0.05
436,ID2016,0.05,0.33,1314.0,1076.0,185.0,390,4,N.R.,5,1462,15,389,69,,,,,0.06,0.16,0.05
437,ID2017,0.05,0.3,1249.0,1095.0,258.0,287,4,N.R.,10,1423,13,399,79,,,,,0.06,0.16,0.04
438,ID2018,0.05,0.31,1419.0,1143.0,245.0,532,4,N.R.,10,1523,9,370,104,,,,,0.06,0.18,0.04
439,ID2019,,,1322.0,1289.0,328.0,557,4,N.R.,12,1447,8,376,128,,,,,,,
440,ID2020,,,1081.0,1113.0,353.0,461,4,N.R.,6,1059,N.R.,844,160,,,,,,,
441,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
442,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
443,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
444,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
445,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
446,ID2021,0.04,0.29,1346.0,1097.0,346.0,320,5,N.R.,6,1712,6,431,230,0.02,0.16,0.02,0.16,0.06,0.22,0.1
447,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
448,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
449,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
450,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
451,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
452,ID2022,0.04,0.27,1101.0,1049.0,,308,4,N.R.,10,1528,13,366,187,0.01,0.13,0.01,0.13,0.06,0.22,0.09
453,ID2023,,,1150.0,1106.0,,290,4,N.R.,9,1528,4,379,196,,,,,,,
454,ID2024,,,,,,,4,,,,,,,,,,,,,
455,IL2000,,,6607.0,10308.0,5664.0,10700,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
456,IL2001,,,6350.0,8350.0,4106.0,8931,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
457,IL2002,0.12,0.47,5973.0,7986.0,3634.0,6193,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.08,0.17,
458,IL2003,0.11,0.48,5794.0,7002.0,2707.0,3780,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.17,
459,IL2004,0.1,0.47,5669.0,6472.0,2227.0,3432,8,45,862,17051,N.R.,7912,5617,,,,,0.06,0.16,
460,IL2005,0.1,0.46,5718.0,6106.0,1837.0,3347,8,43,770,17747,N.R.,7508,5342,,,,,0.07,0.15,0.08
461,IL2006,0.1,0.47,5004.0,5533.0,1740.0,3042,8,53,724,17355,N.R.,6609,4806,,,,,0.06,0.16,0.08
462,IL2007,0.1,0.46,5004.0,5913.0,1677.0,4407,8,57,765,18675,N.R.,6578,4844,,,,,0.06,0.15,0.07
463,IL2008,0.1,0.46,5843.0,5796.0,1472.0,4608,9,53,813,19339,N.R.,6868,4951,,,,,0.07,0.16,0.07
464,IL2009,0.09,0.47,5176.0,5876.0,1429.0,2728,9,34,821,19482,N.R.,7287,4626,,,,,0.08,0.19,0.07
465,IL2010,0.08,0.45,5303.0,4795.0,1214.0,2944,8,26,571,18170,N.R.,5507,4249,,,,,0.08,0.2,0.06
466,IL2011,0.08,0.45,4850.0,4506.0,1217.0,3272,8,14,501,18047,N.R.,5019,4193,,,,,0.07,0.2,0.06
467,IL2012,0.07,0.44,5126.0,5951.0,1845.0,2936,9,48,607,17890,N.R.,6701,4788,,,,,0.06,0.2,0.05
468,IL2013,0.06,0.41,5052.0,5264.0,1395.0,3103,10,56,792,21248,N.R.,7496,5101,,,,,0.07,0.2,0.05
469,IL2014,,,5166.0,4936.0,1655.0,2854,10,33,622,20460,N.R.,6545,4487,,,,,0.07,0.2,
470,IL2015,0.06,0.43,4929.0,4266.0,1788.0,2806,10,32,659,20887,N.R.,6474,4488,,,,,0.07,0.21,0.05
471,IL2016,0.06,0.43,4455.0,3992.0,1546.0,2966,10,28,609,20140,N.R.,6460,4331,,,,,0.07,0.24,0.05
472,IL2017,0.05,0.39,4843.0,3793.0,1777.0,2848,10,50,631,20655,N.R.,5631,4137,,,,,0.07,0.23,0.04
473,IL2018,0.04,0.35,5751.0,4278.0,1754.0,2710,11,44,664,22896,N.R.,5859,4698,,,,,0.07,0.22,0.04
474,IL2019,,,6709.0,4716.0,1747.0,2767,12,52,708,24864,48,6019,4576,,,,,,,
475,IL2020,,,7837.0,5328.0,1522.0,2653,13,68,663,27065,61,6093,4771,,,,,,,
476,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
477,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
478,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
479,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
480,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
481,IL2021,0.05,0.32,6944.0,6193.0,1602.0,2798,13,81,643,28342,45,5640,4271,0.02,0.11,0.02,0.11,0.06,0.26,0.09
482,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
483,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
484,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
485,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
486,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
487,IL2022,0.05,0.31,5717.0,5915.0,,3390,12,81,653,25339,27,5231,3815,0.02,0.1,0.02,0.1,0.08,0.26,0.09
488,IL2023,,,5722.0,6353.0,,3447,12,79,688,25265,18,5253,3471,,,,,,,
489,IL2024,,,,,,,12,,,,,,,,,,,,,
490,IN2000,,,5576.0,5197.0,1160.0,1949,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
491,IN2001,,,5399.0,4750.0,901.0,2381,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
492,IN2002,0.1,0.45,5676.0,4579.0,923.0,2330,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.17,
493,IN2003,0.1,0.43,6084.0,4846.0,771.0,2396,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.08,0.15,
494,IN2004,0.11,0.42,7026.0,5472.0,1006.0,2550,11,N.R.,731,12838,N.R.,3129,3974,,,,,0.07,0.14,
495,IN2005,0.09,0.41,7541.0,6168.0,1010.0,3194,11,N.R.,613,13162,N.R.,2961,4124,,,,,0.06,0.16,0.07
496,IN2006,0.1,0.41,7354.0,6716.0,1183.0,3343,12,N.R.,664,14781,N.R.,2980,4339,,,,,0.07,0.16,0.07
497,IN2007,0.1,0.4,7712.0,7427.0,1296.0,3211,11,N.R.,569,13809,N.R.,2682,3466,,,,,0.08,0.17,0.08
498,IN2008,0.09,0.41,9375.0,7885.0,1510.0,2931,13,N.R.,603,17045,N.R.,3291,3920,,,,,0.07,0.16,0.08
499,IN2009,0.08,0.41,9464.0,8448.0,1488.0,3136,14,516,661,19184,N.R.,3368,4034,,,,,0.07,0.18,0.07
500,IN2010,0.07,0.42,9170.0,8883.0,1458.0,3192,13,105,393,17670,N.R.,2322,3322,,,,,0.07,0.18,0.06
501,IN2011,0.07,0.43,7522.0,8600.0,1556.0,2886,11,71,361,14580,N.R.,1958,2866,,,,,0.06,0.17,0.06
502,IN2012,0.07,0.41,7908.0,7170.0,1713.0,2320,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.18,0.06
503,IN2013,0.06,0.39,7893.0,6459.0,961.0,2437,14,73,404,17719,N.R.,2201,2946,,,,,0.07,0.2,0.05
504,IN2014,,,9107.0,6813.0,850.0,2731,15,73,416,19570,N.R.,2166,2648,,,,,0.08,0.21,
505,IN2015,0.06,0.38,11175.0,7908.0,1152.0,2965,17,N.R.,N.R.,23033,N.R.,2209,2664,,,,,0.07,0.2,0.04
506,IN2016,0.05,0.38,12785.0,9478.0,1536.0,3773,18,N.R.,N.R.,25239,N.R.,2041,2593,,,,,0.07,0.21,0.03
507,IN2017,0.05,0.37,12826.0,11178.0,1964.0,4418,18,N.R.,N.R.,25899,N.R.,1836,2673,,,,,0.07,0.23,0.03
508,IN2018,0.05,0.35,10441.0,12132.0,2016.0,4778,16,N.R.,N.R.,22432,N.R.,1729,2662,,,,,0.08,0.26,0.04
509,IN2019,,,9180.0,10904.0,2489.0,4302,15,N.R.,N.R.,19966,N.R.,1547,2455,,,,,,,
510,IN2020,,,8426.0,9219.0,2149.0,3575,14,N.R.,N.R.,19557,N.R.,1576,2540,,,,,,,
511,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
512,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
513,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
514,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
515,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
516,IN2021,0.03,0.29,7291.0,8691.0,1844.0,3179,14,N.R.,N.R.,18558,N.R.,1350,2555,0.02,0.15,0.02,0.15,0.05,0.25,0.09
517,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
518,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
519,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
520,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
521,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
522,IN2022,0.03,0.27,6212.0,7744.0,,2748,12,N.R.,N.R.,16448,N.R.,1303,2276,0.01,0.12,0.01,0.12,0.06,0.22,0.08
523,IN2023,,,6040.0,6896.0,,2138,11,N.R.,N.R.,15614,N.R.,1267,2126,,,,,,,
524,IN2024,,,,,,,13,,,,,,,,,,,,,
525,KS2000,,,3191.0,1788.0,468.0,1875,11,6788,2004,5931,6473,4253,2155,,,,,,,
526,KS2001,,,2834.0,1801.0,428.0,2031,9,1424,226,2068,1851,2402,1069,,,,,,,
527,KS2002,0.12,0.45,2766.0,1710.0,475.0,2073,8,1239,182,1859,1672,2011,970,,,,,0.07,0.14,
528,KS2003,0.13,0.48,2677.0,2285.0,546.0,1978,7,1174,171,1619,1399,1726,909,,,,,0.08,0.14,
529,KS2004,0.14,0.49,3038.0,2216.0,653.0,1926,6,910,147,1321,1305,1503,842,,,,,0.07,0.14,
530,KS2005,0.13,0.48,3119.0,2940.0,649.0,1811,4,503,87,669,769,791,659,,,,,0.07,0.15,0.09
531,KS2006,0.11,0.49,3506.0,2652.0,524.0,2031,4,515,82,638,731,696,690,,,,,0.07,0.15,0.09
532,KS2007,0.09,0.48,4075.0,3584.0,793.0,1812,3,381,71,568,658,521,643,,,,,0.06,0.13,0.08
533,KS2008,0.09,0.46,3513.0,3757.0,721.0,1960,2,257,50,427,449,420,554,,,,,0.06,0.13,0.08
534,KS2009,0.09,0.43,3163.0,3615.0,836.0,1852,2,191,46,265,365,342,485,,,,,0.06,0.14,0.08
535,KS2010,0.08,0.42,3567.0,3173.0,694.0,1825,2,153,34,326,292,325,513,,,,,0.06,0.14,0.07
536,KS2011,0.08,0.41,3439.0,3467.0,781.0,1817,2,189,31,291,363,343,664,,,,,0.05,0.11,0.06
537,KS2012,0.07,0.39,3724.0,3471.0,764.0,1853,3,233,28,332,399,410,616,,,,,0.05,0.12,0.05
538,KS2013,0.07,0.4,3963.0,3404.0,674.0,1843,3,247,56,374,508,462,650,,,,,0.06,0.15,0.05
539,KS2014,,,3844.0,3333.0,695.0,2116,3,262,52,419,511,417,572,,,,,0.06,0.16,
540,KS2015,0.06,0.4,3984.0,3374.0,783.0,2340,3,276,52,379,490,453,601,,,,,0.06,0.16,0.05
541,KS2016,0.06,0.4,3880.0,3628.0,870.0,2392,3,345,59,397,679,524,645,,,,,0.05,0.16,0.04
542,KS2017,0.06,0.39,3997.0,3385.0,674.0,2583,6,741,106,783,1219,1002,761,,,,,0.05,0.15,0.04
543,KS2018,0.06,0.38,4227.0,3696.0,936.0,2616,4,572,113,1459,N.R.,750,589,,,,,0.05,0.15,0.04
544,KS2019,,,4212.0,3998.0,1227.0,2376,4,466,84,1337,1,715,582,,,,,,,
545,KS2020,,,3032.0,3607.0,985.0,2303,3,380,65,1030,1,596,488,,,,,,,
546,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
547,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
548,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
549,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
550,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
551,KS2021,0.04,0.34,3172.0,3199.0,840.0,2464,3,307,43,942,N.R.,526,484,0.02,0.12,0.02,0.12,0.06,0.22,0.09
552,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
553,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
554,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
555,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
556,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
557,KS2022,0.05,0.35,3096.0,3253.0,,2221,3,287,42,876,N.R.,403,401,0.02,0.11,0.02,0.11,0.06,0.21,0.09
558,KS2023,,,2682.0,2914.0,,2153,3,258,43,845,N.R.,439,358,,,,,,,
559,KS2024,,,,,,,3,,,,,,,,,,,,,
560,KY2000,,,4128.0,3364.0,398.0,2006,16,704,N.R.,10989,N.R.,5148,1495,,,,,,,
561,KY2001,,,4590.0,4230.0,548.0,1925,14,555,N.R.,10539,N.R.,4109,1202,,,,,,,
562,KY2002,0.11,0.39,5250.0,4406.0,559.0,1926,15,386,N.R.,11484,N.R.,3528,1158,,,,,0.08,0.14,
563,KY2003,0.12,0.4,5485.0,4984.0,612.0,2032,16,327,N.R.,13023,N.R.,3405,1119,,,,,0.09,0.15,
564,KY2004,0.11,0.39,5561.0,5092.0,805.0,1969,17,219,N.R.,14383,N.R.,3056,969,,,,,0.08,0.15,
565,KY2005,0.1,0.39,5950.0,5494.0,876.0,2124,17,169,N.R.,15000,N.R.,2723,1053,,,,,0.07,0.14,0.09
566,KY2006,0.1,0.41,6315.0,5690.0,759.0,2083,18,177,N.R.,15609,N.R.,2439,873,,,,,0.07,0.17,0.08
567,KY2007,0.09,0.37,5795.0,5413.0,689.0,2125,17,122,N.R.,14915,N.R.,2235,883,,,,,0.06,0.16,0.07
568,KY2008,0.08,0.38,5763.0,5580.0,772.0,2101,16,95,N.R.,14638,N.R.,2208,788,,,,,0.05,0.14,0.06
569,KY2009,0.08,0.39,5387.0,5434.0,842.0,2048,16,82,N.R.,14202,N.R.,1982,773,,,,,0.05,0.14,0.07
570,KY2010,0.08,0.38,5500.0,5132.0,754.0,1951,17,65,N.R.,15302,N.R.,1413,761,,,,,0.06,0.15,0.06
571,KY2011,0.07,0.41,5120.0,5108.0,824.0,1918,17,44,N.R.,15276,N.R.,1429,660,,,,,0.06,0.17,0.06
572,KY2012,0.06,0.4,5627.0,4885.0,784.0,1999,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.05,0.17,0.05
573,KY2013,0.05,0.34,5540.0,5011.0,797.0,2224,20,69,N.R.,18239,N.R.,1968,862,,,,,0.06,0.17,0.04
574,KY2014,,,5766.0,5125.0,909.0,2420,21,81,295,18967,N.R.,1991,874,,,,,0.06,0.17,
575,KY2015,0.06,0.35,5383.0,5008.0,961.0,2579,19,67,458,17363,N.R.,1564,901,,,,,0.06,0.16,0.04
576,KY2016,0.06,0.34,5690.0,5204.0,1104.0,2612,20,42,464,18638,N.R.,1561,779,,,,,0.06,0.17,0.04
577,KY2017,0.06,0.3,5995.0,5412.0,1128.0,2563,22,44,485,21246,N.R.,1529,849,,,,,0.06,0.17,0.04
578,KY2018,0.05,0.32,7492.0,5993.0,1124.0,2834,23,56,496,22585,N.R.,1448,931,,,,,0.06,0.19,0.04
579,KY2019,,,6629.0,6635.0,1368.0,3152,20,36,371,19165,N.R.,1341,784,,,,,,,
580,KY2020,,,5204.0,5544.0,1365.0,3302,17,37,303,15595,N.R.,1224,709,,,,,,,
581,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
582,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
583,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
584,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
585,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
586,KY2021,0.03,0.27,5100.0,5278.0,1212.0,3234,15,59,255,13755,N.R.,1080,830,0.02,0.17,0.02,0.17,0.05,0.2,0.08
587,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
588,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
589,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
590,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
591,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
592,KY2022,0.03,0.26,4962.0,5321.0,,3038,12,89,266,10973,N.R.,1138,754,0.02,0.13,0.02,0.13,0.05,0.19,0.08
593,KY2023,,,5017.0,4976.0,,2792,14,2390,434,9137,7,4306,1266,,,,,,,
594,KY2024,,,,,,,14,,,,,,,,,,,,,
595,LA2000,,,3157.0,3146.0,476.0,1541,8,577,N.R.,7679,29,2719,814,,,,,,,
596,LA2001,,,3014.0,3184.0,470.0,1439,9,593,N.R.,8175,3,2821,949,,,,,,,
597,LA2002,0.11,0.4,2974.0,2996.0,487.0,1471,8,525,N.R.,7942,3,2730,896,,,,,0.07,0.17,
598,LA2003,0.11,0.39,2809.0,2866.0,497.0,1315,9,535,N.R.,8258,7,2815,944,,,,,0.06,0.15,
599,LA2004,0.1,0.39,2754.0,2671.0,455.0,1179,8,545,N.R.,7928,36,3260,934,,,,,0.06,0.15,
600,LA2005,0.1,0.37,3371.0,2762.0,469.0,1162,10,551,N.R.,9265,23,3660,1083,,,,,0.06,0.15,0.08
601,LA2006,0.1,0.39,3965.0,3386.0,466.0,1079,11,404,N.R.,9527,18,3380,1057,,,,,0.06,0.14,0.07
602,LA2007,0.09,0.39,3633.0,3308.0,428.0,1137,8,113,N.R.,7441,21,2655,726,,,,,0.05,0.14,0.06
603,LA2008,0.08,0.38,3403.0,3466.0,596.0,1069,8,115,N.R.,7692,28,2904,896,,,,,0.05,0.15,0.06
604,LA2009,0.07,0.38,3631.0,3683.0,578.0,1093,8,108,N.R.,7411,46,2784,869,,,,,0.05,0.16,0.06
605,LA2010,0.07,0.37,3344.0,3648.0,641.0,1091,7,68,N.R.,6447,25,2224,636,,,,,0.05,0.13,0.06
606,LA2011,0.07,0.38,3731.0,3538.0,641.0,1162,9,62,N.R.,7337,22,2598,884,,,,,0.05,0.13,0.06
607,LA2012,0.07,0.36,3131.0,3470.0,655.0,1089,8,72,N.R.,6455,23,2316,749,,,,,0.05,0.15,0.06
