,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
1428,MS2006,0.08,0.13,0.06,0.54,0.19,,,,0.01,,,,0.1,0.16,0.06,0.52,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11615.0,16576.0,429.0,1203.0,29823.0,0.21,0.21,0.39
1429,MS2007,0.09,0.12,0.06,0.54,0.19,,,,0.01,0.065,0.057,0.061,0.1,0.15,0.05,0.53,0.17,0.54,0.14,0.46,0.86,0.6,0.17,0.4,0.83,0.83,0.15,0.17,0.85,0.7,0.21,0.3,0.79,,,,,,,,,0.21,,,,,10910.0,15715.0,1390.0,1252.0,29267.0,0.21,0.21,0.39
1430,MS2008,0.1,0.13,0.07,0.54,0.17,,,,0.01,,,,0.11,0.15,0.06,0.52,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11175.0,15933.0,391.0,1231.0,28730.0,0.17,,0.44
1431,MS2009,0.09,0.13,0.07,0.54,0.18,,,,0.01,,,,0.08,0.15,0.06,0.54,0.16,0.54,0.15,0.46,0.85,0.62,0.19,0.38,0.81,,,,,0.69,0.22,0.31,0.78,,,,,,,,,0.21,0.86,0.62,0.64,0.81,10837.0,15812.0,401.0,1187.0,28237.0,0.21,,0.42
1432,MS2010,0.1,0.13,0.06,0.53,0.17,,,,0.01,,,,0.11,0.14,0.06,0.52,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12344.0,15898.0,368.0,1433.0,30043.0,0.23,,0.42
1433,MS2011,0.11,0.13,0.06,0.53,0.16,21,0.14,0.1,0.01,0.071,0.033,0.052,0.11,0.14,0.06,0.52,0.16,0.58,0.19,0.42,0.81,0.65,0.21,0.35,0.79,,,,,0.72,0.25,0.28,0.75,,,,,,,,,0.22,0.85,0.6,0.69,0.79,11539.0,16198.0,463.0,1708.0,29908.0,0.22,,0.46
1434,MS2012,0.12,0.14,0.07,0.53,0.14,,,,0.01,,,,0.11,0.15,0.06,0.52,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11393.0,16850.0,1.0,1832.0,30076.0,0.22,,0.44
1435,MS2013,0.11,0.13,0.08,0.53,0.15,29,0.12,0.1,0.01,,,,0.1,0.14,0.07,0.54,0.15,0.61,0.21,0.39,0.79,0.64,0.2,0.36,0.8,,,,,0.74,0.26,0.26,0.74,,,,,,,,,0.21,0.85,0.58,0.66,0.8,11781.0,16276.0,2.0,2150.0,30209.0,0.21,,0.44
1436,MS2014,0.11,0.14,0.08,0.52,0.14,,,,0.01,,,,0.11,0.16,0.07,0.52,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10442.0,14508.0,4.0,1841.0,26795.0,0.2,,0.45
1437,MS2015,0.12,0.13,0.07,0.55,0.13,46,0.11,0.1,0.01,,,,0.11,0.17,0.06,0.53,0.13,0.6,0.22,0.4,0.78,0.63,0.2,0.37,0.8,,,,,0.78,0.3,0.22,0.7,,,,,,,,,0.21,0.81,0.55,0.62,0.76,12045.0,14281.0,2.0,2749.0,29077.0,0.2,,0.43
1438,MS2016,0.12,0.14,0.09,0.52,0.13,,,,0.01,0.06,S,0.04,0.11,0.16,0.07,0.54,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9086.0,11413.0,320.0,2966.0,23785.0,0.17,,0.43
1439,MS2017,0.14,0.14,0.09,0.5,0.13,52,0.12,0.1,0.01,0.03,S,0.02,0.12,0.15,0.07,0.52,0.14,0.59,0.22,0.41,0.78,0.66,0.25,0.34,0.75,,,,,0.77,0.31,0.23,0.69,,,,,,,,,0.24,0.81,0.44,0.57,0.75,10223.0,12148.0,1.0,3598.0,25970.0,0.18,,0.45
1440,MS2018,0.13,0.16,0.1,0.49,0.12,,,,0.01,S,S,0.03,0.12,0.17,0.07,0.52,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10258.0,11621.0,6.0,2817.0,24702.0,0.18,,0.45
1441,MS2019,0.13,0.15,0.1,0.49,0.12,,,,0.01,0.05,S,0.04,0.13,0.15,0.07,0.52,0.11,0.62,0.24,0.38,0.76,0.67,0.25,0.33,0.75,,,,,0.84,0.39,0.16,0.61,,,,,,,,,0.26,0.74,0.46,0.42,0.72,10414.0,11406.0,2.0,4082.0,25904.0,0.17,,0.45
1442,MS2020,,,,,,,,,,0.06,S,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,MS2021,0.14,0.15,0.12,0.48,0.11,,,,0.01,0.06,S,0.05,0.12,0.2,0.07,0.51,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980.0,7853.0,2.0,3235.0,16070.0,0.16,,0.43
1444,MS2022,0.13,0.17,0.12,0.48,0.1,,,,0.01,0.07,S,0.05,0.14,0.17,0.09,0.52,0.09,0.54,0.18,0.46,0.82,0.63,0.22,0.37,0.78,,,,,0.74,0.32,0.26,0.68,,,,,,,,,0.33,0.75,0.48,0.55,0.71,6588.0,7239.0,6.0,4020.0,17656.0,0.16,,0.4
1445,MS2023,0.14,0.16,0.11,0.49,0.1,,,,0.01,,,,0.15,0.18,0.1,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0.43
1446,MS2024,,,,,,,,,0.01,,,,0.15,0.19,0.1,0.47,0.09,0.57,0.22,0.43,0.78,0.64,0.23,0.36,0.77,,,,,0.81,0.38,0.19,0.62,,,,,,,,,0.3,0.76,0.46,0.51,0.7,,,,,,,,
1447,MT1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,1692.0,144.0,0.0,2498.0,,,
1448,MT1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0,1723.0,127.0,0.0,2539.0,,,
1449,MT1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.0,1693.0,147.0,1.0,2584.0,,,
1450,MT1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.0,1812.0,137.0,11.0,2853.0,,,
1451,MT1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.0,2125.0,171.0,80.0,3418.0,,,
1452,MT1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.0,2259.0,233.0,159.0,3759.0,,,
1453,MT1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.0,2337.0,243.0,170.0,3995.0,,,
1454,MT1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.0,2489.0,256.0,173.0,4191.0,,,
1455,MT1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.0,2551.0,232.0,173.0,4338.0,,,
1456,MT1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,2638.0,229.0,171.0,4231.0,,,
1457,MT1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.0,2458.0,93.0,187.0,4021.0,,,
1458,MT1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.0,2195.0,256.0,181.0,3992.0,,,
1459,MT2000,,,,,,,,,0.01,,,,0.07,0.24,0.05,0.51,0.13,0.79,0.36,0.21,0.64,,,,,,,,,0.72,0.24,0.28,0.76,0.8,0.36,0.2,0.64,,,,,,,,,,1518.0,2180.0,451.0,228.0,4377.0,0.11,0.11,0.29
1460,MT2001,,,,,,,,,0.01,,,,0.08,0.24,0.05,0.52,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,2344.0,266.0,229.0,4455.0,0.16,0.16,0.35
1461,MT2002,,,,,,,,,0.01,,,,0.09,0.22,0.05,0.56,0.09,,,,,0.85,0.37,0.15,0.63,0.85,0.29,0.15,0.71,,,,,,,,,0.84,0.22,0.16,0.78,,,,,,1489.0,2560.0,371.0,358.0,4778.0,0.15,0.15,0.34
1462,MT2003,,,,,,,,,0.01,0.098,0.058,0.08,0.09,0.24,0.05,0.56,0.06,0.79,0.35,0.21,0.65,0.82,0.37,0.18,0.63,,,,,0.81,0.31,0.19,0.69,,,,,,,,,0.22,,,,,1604.0,2473.0,470.0,487.0,5034.0,0.14,0.14,0.32
1463,MT2004,,,,,,,,,0.01,,,,0.1,0.24,0.04,0.54,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.0,2656.0,379.0,552.0,5270.0,0.14,0.14,0.31
1464,MT2005,0.1,0.17,0.07,0.59,0.07,,,,0.01,,,,0.1,0.23,0.04,0.55,0.08,0.8,0.36,0.2,0.64,0.82,0.37,0.18,0.63,,,,,0.85,0.38,0.15,0.62,0.8,0.37,0.2,0.63,,,,,0.22,,,,,1816.0,2603.0,296.0,690.0,5405.0,0.13,0.13,0.35
1465,MT2006,0.1,0.2,0.09,0.52,0.08,,,,0.01,,,,0.11,0.25,0.06,0.51,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,2630.0,201.0,644.0,5391.0,0.14,0.14,0.41
1466,MT2007,0.1,0.2,0.08,0.53,0.08,,,,0.01,0.135,0.055,0.098,0.1,0.2,0.06,0.55,0.09,0.79,0.38,0.21,0.62,0.85,0.39,0.15,0.61,0.89,0.33,0.11,0.67,0.88,0.44,0.12,0.56,,,,,,,,,0.22,,,,,1891.0,2550.0,298.0,709.0,5448.0,0.14,0.14,0.42
1467,MT2008,0.12,0.2,0.08,0.51,0.09,,,,0.01,,,,0.09,0.21,0.06,0.56,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.0,2624.0,258.0,684.0,5470.0,0.14,,0.39
1468,MT2009,0.08,0.2,0.09,0.53,0.09,,,,0.01,,,,0.11,0.25,0.06,0.5,0.08,0.82,0.44,0.18,0.56,0.84,0.38,0.16,0.62,,,,,0.88,0.45,0.12,0.55,,,,,,,,,0.21,0.79,0.56,0.57,0.73,1861.0,2628.0,157.0,733.0,5379.0,0.16,,0.45
1469,MT2010,0.09,0.2,0.09,0.52,0.08,,,,0.01,,,,0.08,0.25,0.05,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.0,2545.0,187.0,808.0,5414.0,0.15,,0.46
1470,MT2011,0.11,0.21,0.09,0.51,0.06,11,0.06,0.04,0.01,0.129,0.051,0.089,0.09,0.25,0.06,0.54,0.06,0.83,0.46,0.17,0.54,0.86,0.42,0.14,0.58,,,,,0.87,0.45,0.13,0.55,,,,,,,,,0.22,0.77,0.55,0.58,0.71,1884.0,2669.0,59.0,804.0,5416.0,0.15,,0.44
1471,MT2012,0.1,0.21,0.09,0.51,0.08,,,,0.01,,,,0.09,0.26,0.06,0.51,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0,2437.0,69.0,897.0,5198.0,0.16,,0.41
1472,MT2013,0.11,0.21,0.1,0.52,0.07,14,0.05,0.04,0.00499,,,,0.1,0.22,0.08,0.53,0.07,0.8,0.4,0.2,0.6,0.84,0.4,0.16,0.6,,,,,0.86,0.45,0.14,0.55,,,,,,,,,0.26,0.78,0.54,0.56,0.72,1841.0,2720.0,33.0,977.0,5571.0,0.15,,0.42
1473,MT2014,0.1,0.22,0.1,0.51,0.07,,,,0.01,,,,0.08,0.24,0.07,0.54,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.0,2536.0,72.0,913.0,5270.0,0.15,,0.4
1474,MT2015,0.1,0.23,0.12,0.48,0.06,6,0.04,0.04,0.01,,,,0.09,0.25,0.08,0.52,0.06,0.79,0.39,0.21,0.61,0.82,0.37,0.18,0.63,,,,,0.84,0.41,0.16,0.59,,,,,,,,,0.24,0.76,0.51,0.55,0.68,1749.0,2439.0,50.0,990.0,5228.0,0.14,,0.38
1475,MT2016,0.11,0.26,0.11,0.46,0.05,,,,<.5%,0.1,S,0.06,0.11,0.25,0.07,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.0,2452.0,314.0,1241.0,5733.0,0.12,,0.43
1476,MT2017,0.12,0.24,0.11,0.47,0.05,10,0.05,0.04,0.01,0.09,S,0.07,0.12,0.26,0.06,0.49,0.08,0.76,0.37,0.24,0.63,0.79,0.35,0.21,0.65,,,,,0.83,0.41,0.17,0.59,,,,,,,,,S,0.74,0.5,0.52,0.68,1747.0,2425.0,221.0,1302.0,5695.0,0.11,,0.41
1477,MT2018,0.11,0.22,0.14,0.48,0.05,,,,0.01,0.1,S,0.07,0.12,0.24,0.08,0.52,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.0,2206.0,195.0,989.0,5252.0,0.11,,0.43
1478,MT2019,0.12,0.24,0.12,0.47,0.04,,,,<.5%,0.08,S,0.06,0.1,0.29,0.08,0.47,0.06,0.73,0.36,0.27,0.64,0.76,0.34,0.24,0.66,,,,,0.82,0.43,0.18,0.57,,,,,,,,,S,0.78,0.51,0.51,0.7,1971.0,2322.0,74.0,1461.0,5828.0,0.11,,0.42
1479,MT2020,,,,,,,,,,0.08,0.05,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,MT2021,0.11,0.25,0.16,0.43,0.04,,,,0.01,0.11,0.07,0.09,0.09,0.27,0.09,0.49,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.0,1528.0,159.0,1073.0,3844.0,0.12,,0.42
1481,MT2022,0.11,0.25,0.15,0.44,0.05,,,,0.01,0.11,0.07,0.09,0.1,0.28,0.08,0.48,0.06,0.68,0.29,0.32,0.71,0.72,0.29,0.28,0.71,,,,,0.8,0.38,0.2,0.62,,,,,,,,,S,0.79,0.58,0.52,0.74,1337.0,1466.0,26.0,1156.0,3917.0,0.1,,0.41
1482,MT2023,0.13,0.24,0.13,0.43,0.06,,,,0.01,,,,0.1,0.25,0.09,0.51,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.41
1483,MT2024,,,,,,,,,0.01,,,,0.09,0.27,0.09,0.5,0.05,0.68,0.32,0.32,0.68,0.7,0.31,0.3,0.69,,,,,0.78,0.4,0.22,0.6,,,,,,,,,0.36,0.77,0.6,0.57,0.75,,,,,,,,
1484,Memphis2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1485,Memphis2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,
1486,Memphis2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,
1487,Memphis2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1488,Memphis2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1489,Memphis2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,
1490,Memphis2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
1491,Memphis2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
1492,Memphis2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
1493,Memphis2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1494,Memphis2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1495,Memphis2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
1496,Memphis2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
1497,Memphis2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
1498,Memphis2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,
1499,Mesa2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
1500,Mesa2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
1501,Mesa2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
1502,Mesa2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1503,Mesa2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1504,Mesa2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1505,Mesa2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
1506,Mesa2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
1507,Mesa2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
1508,Mesa2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
1509,Mesa2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
1510,Mesa2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
1511,Mesa2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
1512,Mesa2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
1513,Mesa2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
1514,Miami2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
1515,Miami2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
1516,Miami2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,
1517,Miami2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
1518,Miami2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,
1519,Miami2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
1520,Miami2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
1521,Miami2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
1522,Miami2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
1523,Miami2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
1524,Miami2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1525,Miami2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
1526,Miami2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
1527,Miami2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
1528,Miami2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
1529,Milwaukee2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1530,Milwaukee2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
1531,Milwaukee2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
1532,Milwaukee2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
1533,Milwaukee2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
1534,Milwaukee2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
1535,Milwaukee2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1536,Milwaukee2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1537,Milwaukee2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
1538,Milwaukee2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1539,Milwaukee2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
1540,Milwaukee2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1541,Milwaukee2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1542,Milwaukee2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
1543,Milwaukee2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
1544,Minneapolis2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
1545,Minneapolis2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
1546,Minneapolis2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
1547,Minneapolis2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
1548,Minneapolis2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
1549,Minneapolis2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
1550,Minneapolis2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
1551,Minneapolis2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
1552,Minneapolis2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
1553,Minneapolis2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
1554,Minneapolis2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
1555,Minneapolis2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
1556,Minneapolis2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
1557,Minneapolis2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
1558,Minneapolis2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
1559,NC1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005.0,7830.0,1304.0,285.0,12424.0,,,
1560,NC1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.0,7924.0,833.0,285.0,12332.0,,,
1561,NC1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123.0,8030.0,790.0,328.0,12271.0,,,
1562,NC1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.0,9357.0,944.0,350.0,13508.0,,,
1563,NC1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553.0,10021.0,1017.0,440.0,15031.0,,,
1564,NC1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,10382.0,1100.0,671.0,15486.0,,,
1565,NC1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336.0,10614.0,1661.0,747.0,16358.0,,,
1566,NC1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016.0,11459.0,1111.0,721.0,17307.0,,,
1567,NC1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224.0,11701.0,1189.0,678.0,17792.0,,,
1568,NC1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350.0,12022.0,1104.0,894.0,18370.0,,,
1569,NC1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4675.0,11769.0,862.0,817.0,18123.0,,,
1570,NC1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5620.0,11663.0,701.0,920.0,18904.0,,,
1571,NC2000,,,,,,,,,0.03,,,,0.08,0.21,0.05,0.49,0.17,0.67,0.27,0.33,0.73,,,,,,,,,0.73,0.25,0.27,0.75,0.63,0.23,0.37,0.77,,,,,,,,,,6200.0,10931.0,1125.0,1305.0,19561.0,0.15,0.15,0.33
1572,NC2001,,,,,,,,,0.03,,,,0.08,0.21,0.06,0.48,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6468.0,11420.0,625.0,1457.0,19970.0,0.17,0.17,0.35
