,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
1573,NC2002,,,,,,,,,0.03,,,,0.08,0.21,0.06,0.49,0.15,,,,,0.76,0.32,0.24,0.68,0.87,0.34,0.13,0.66,,,,,,,,,0.88,0.32,0.12,0.68,,,,,,6749.0,11832.0,759.0,1635.0,20975.0,0.18,0.18,0.35
1574,NC2003,,,,,,,,,0.03,0.038,0.036,0.037,0.08,0.21,0.08,0.48,0.15,0.72,0.32,0.28,0.68,0.72,0.29,0.28,0.71,,,,,0.85,0.41,0.15,0.59,,,,,,,,,0.23,,,,,7139.0,12474.0,720.0,1855.0,22188.0,0.19,0.19,0.34
1575,NC2004,,,,,,,,,0.03,,,,0.08,0.21,0.06,0.48,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7213.0,12615.0,608.0,2206.0,22642.0,0.16,0.16,0.38
1576,NC2005,0.09,0.18,0.08,0.5,0.16,,,,0.03,,,,0.09,0.21,0.07,0.48,0.15,0.72,0.32,0.28,0.68,0.69,0.27,0.31,0.73,,,,,0.83,0.4,0.17,0.6,0.65,0.25,0.35,0.75,,,,,0.19,,,,,7077.0,12796.0,518.0,2145.0,22536.0,0.16,0.16,0.39
1577,NC2006,0.09,0.17,0.08,0.49,0.16,,,,0.04,,,,0.08,0.2,0.07,0.48,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6785.0,13123.0,563.0,2358.0,22829.0,0.13,0.13,0.44
1578,NC2007,0.09,0.18,0.09,0.5,0.14,,,,0.03,0.079,0.037,0.058,0.08,0.2,0.07,0.49,0.15,0.73,0.34,0.27,0.66,0.71,0.28,0.29,0.72,0.87,0.29,0.13,0.71,0.85,0.41,0.15,0.59,,,,,,,,,0.21,,,,,7531.0,12343.0,368.0,2328.0,22570.0,0.15,0.15,0.43
1579,NC2008,0.09,0.18,0.09,0.48,0.16,,,,0.04,,,,0.08,0.21,0.07,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7571.0,12624.0,524.0,2402.0,23121.0,0.15,,0.44
1580,NC2009,0.09,0.19,0.1,0.48,0.14,,,,0.03,,,,0.08,0.22,0.08,0.47,0.15,0.74,0.36,0.26,0.64,0.7,0.29,0.3,0.71,,,,,0.87,0.43,0.13,0.57,,,,,,,,,0.18,0.83,0.54,0.55,0.76,8114.0,12314.0,492.0,2602.0,23522.0,0.17,,0.45
1581,NC2010,0.1,0.19,0.09,0.49,0.14,,,,0.03,,,,0.09,0.21,0.07,0.48,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7275.0,12714.0,773.0,3776.0,24538.0,0.17,,0.45
1582,NC2011,0.1,0.18,0.1,0.47,0.14,4,0.1,0.09,0.03,0.078,0.066,0.072,0.09,0.22,0.08,0.47,0.15,0.75,0.37,0.25,0.63,0.74,0.31,0.26,0.69,,,,,0.88,0.44,0.12,0.56,,,,,,,,,0.22,0.81,0.5,0.53,0.73,8138.0,13313.0,979.0,5470.0,27900.0,0.19,,0.46
1583,NC2012,0.1,0.19,0.1,0.46,0.14,,,,0.04,,,,0.08,0.22,0.09,0.47,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7992.0,13721.0,870.0,5584.0,28167.0,0.18,,0.46
1584,NC2013,0.1,0.2,0.11,0.46,0.14,6,0.06,0.07,0.03,,,,0.09,0.22,0.09,0.47,0.13,0.75,0.36,0.25,0.64,0.76,0.33,0.24,0.67,,,,,0.87,0.45,0.13,0.55,,,,,,,,,0.21,0.78,0.47,0.5,0.71,8859.0,13364.0,608.0,5678.0,28509.0,0.16,,0.46
1585,NC2014,0.1,0.2,0.11,0.45,0.14,,,,0.03,,,,0.09,0.23,0.09,0.47,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8177.0,12377.0,1247.0,5303.0,27104.0,0.15,,0.47
1586,NC2015,0.1,0.2,0.12,0.44,0.14,3,0.07,0.07,0.03,,,,0.09,0.23,0.09,0.47,0.12,0.69,0.33,0.31,0.67,0.72,0.3,0.28,0.7,,,,,0.85,0.44,0.15,0.56,,,,,,,,,0.2,0.75,0.41,0.45,0.69,8438.0,12219.0,859.0,5454.0,26970.0,0.14,,0.45
1587,NC2016,0.1,0.21,0.12,0.43,0.13,,,,0.03,0.04,S,0.03,0.1,0.23,0.1,0.47,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8303.0,11594.0,91.0,5699.0,25687.0,0.14,,0.46
1588,NC2017,0.1,0.22,0.13,0.44,0.13,7,0.08,0.07,0.03,0.06,S,0.04,0.1,0.24,0.1,0.46,0.1,0.68,0.35,0.32,0.65,0.74,0.33,0.26,0.67,,,,,0.81,0.42,0.19,0.58,,,,,,,,,0.28,0.76,0.47,0.42,0.69,8062.0,11695.0,354.0,5962.0,26073.0,0.13,,0.46
1589,NC2018,0.11,0.2,0.13,0.43,0.12,,,,0.03,0.07,S,0.05,0.1,0.25,0.09,0.46,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8512.0,10922.0,212.0,4441.0,24087.0,0.13,,0.47
1590,NC2019,0.1,0.21,0.14,0.42,0.12,,,,0.03,0.04,S,0.03,0.09,0.25,0.1,0.46,0.09,0.71,0.37,0.29,0.63,0.72,0.33,0.28,0.67,,,,,0.82,0.41,0.18,0.59,,,,,,,,,0.27,0.79,0.5,0.45,0.71,8527.0,10907.0,75.0,6403.0,25912.0,0.12,,0.47
1591,NC2020,,,,,,,,,,0.05,S,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,NC2021,0.11,0.22,0.16,0.4,0.11,,,,0.04,0.05,0.05,0.05,0.1,0.27,0.11,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5710.0,7663.0,41.0,5323.0,18737.0,0.12,,0.48
1593,NC2022,0.1,0.24,0.15,0.4,0.11,,,,0.04,0.07,0.08,0.07,0.1,0.28,0.11,0.44,0.07,0.61,0.25,0.39,0.75,0.66,0.26,0.34,0.74,,,,,0.75,0.35,0.25,0.65,,,,,,,,,0.38,0.83,0.59,0.48,0.78,6576.0,7468.0,148.0,5813.0,19889.0,0.11,,0.46
1594,NC2023,0.1,0.23,0.16,0.4,0.11,,,,0.04,,,,0.1,0.28,0.12,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.47
1595,NC2024,,,,,,,,,0.04,,,,0.1,0.28,0.12,0.44,0.07,0.62,0.31,0.38,0.69,0.65,0.27,0.35,0.73,,,,,0.77,0.41,0.23,0.59,,,,,,,,,0.35,0.81,0.57,0.47,0.77,,,,,,,,
1596,ND1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,1045.0,83.0,0.0,1519.0,,,
1597,ND1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,1094.0,33.0,1.0,1498.0,,,
1598,ND1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,1111.0,13.0,0.0,1577.0,,,
1599,ND1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,1242.0,69.0,1.0,1785.0,,,
1600,ND1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,1403.0,137.0,2.0,2129.0,,,
1601,ND1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0,1605.0,164.0,61.0,2543.0,,,
1602,ND1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.0,1701.0,164.0,53.0,2720.0,,,
1603,ND1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,1803.0,181.0,84.0,2916.0,,,
1604,ND1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0,1591.0,112.0,77.0,2698.0,,,
1605,ND1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,1808.0,229.0,105.0,2933.0,,,
1606,ND1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,1893.0,110.0,104.0,2968.0,,,
1607,ND1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,1890.0,98.0,213.0,3168.0,,,
1608,ND2000,,,,,,,,,0.01,,,,0.15,0.27,0.04,0.51,0.04,0.76,0.31,0.24,0.7,,,,,,,,,0.73,0.25,0.27,0.75,0.81,0.36,0.19,0.64,,,,,,,,,,984.0,1749.0,158.0,298.0,3189.0,0.08,0.08,0.47
1609,ND2001,,,,,,,,,0.01,,,,0.15,0.25,0.06,0.49,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,1806.0,73.0,326.0,3216.0,0.08,0.08,0.41
1610,ND2002,,,,,,,,,0.01,,,,0.13,0.26,0.04,0.52,0.05,,,,,0.82,0.35,0.18,0.65,0.83,0.24,0.17,0.76,,,,,,,,,0.88,0.2,0.12,0.8,,,,,,1180.0,1731.0,153.0,415.0,3479.0,0.1,0.1,0.48
1611,ND2003,,,,,,,,,0.02,0.045,0.035,0.04,0.12,0.28,0.05,0.52,0.03,0.81,0.36,0.19,0.64,0.81,0.38,0.19,0.62,,,,,0.83,0.34,0.17,0.66,,,,,,,,,0.15,,,,,1153.0,1971.0,58.0,563.0,3745.0,0.07,0.07,0.41
1612,ND2004,,,,,,,,,0.02,,,,0.13,0.26,0.06,0.51,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.0,1909.0,96.0,616.0,3873.0,0.07,0.07,0.45
1613,ND2005,0.16,0.2,0.09,0.48,0.07,,,,0.01,,,,0.16,0.26,0.06,0.47,0.05,0.81,0.35,0.19,0.65,0.83,0.37,0.17,0.63,,,,,0.89,0.4,0.11,0.6,0.82,0.36,0.18,0.64,,,,,0.16,,,,,1298.0,1947.0,66.0,589.0,3900.0,0.09,0.09,0.44
1614,ND2006,0.16,0.25,0.07,0.47,0.06,,,,0.01,,,,0.14,0.27,0.06,0.49,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.0,2028.0,44.0,578.0,3924.0,0.07,0.07,0.54
1615,ND2007,0.15,0.23,0.07,0.49,0.05,,,,0.02,0.035,0.043,0.039,0.16,0.28,0.06,0.46,0.04,0.86,0.41,0.14,0.59,0.84,0.32,0.16,0.68,0.91,0.27,0.09,0.73,0.91,0.46,0.09,0.54,,,,,,,,,0.16,,,,,1479.0,1842.0,27.0,639.0,3987.0,0.08,0.08,0.53
1616,ND2008,0.16,0.24,0.09,0.44,0.08,,,,0.02,,,,0.15,0.28,0.06,0.46,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.0,1974.0,17.0,650.0,4005.0,0.08,,0.54
1617,ND2009,0.14,0.24,0.09,0.48,0.05,,,,0.02,,,,0.17,0.28,0.06,0.46,0.04,0.86,0.43,0.14,0.57,0.86,0.34,0.14,0.66,,,,,0.91,0.45,0.09,0.55,,,,,,,,,0.18,0.78,0.59,0.6,0.71,1264.0,1971.0,30.0,649.0,3914.0,0.09,,0.54
1618,ND2010,0.15,0.23,0.11,0.46,0.04,,,,0.01,,,,0.15,0.27,0.08,0.46,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1727.0,288.0,661.0,3926.0,0.07,,0.56
1619,ND2011,0.17,0.23,0.08,0.47,0.05,7,0.03,0.02,0.02,0.053,0.039,0.046,0.16,0.26,0.08,0.45,0.05,0.85,0.43,0.15,0.57,0.83,0.34,0.17,0.66,,,,,0.9,0.46,0.1,0.54,,,,,,,,,0.18,0.77,0.57,0.61,0.72,1326.0,1930.0,23.0,682.0,3961.0,0.1,,0.52
1620,ND2012,0.16,0.24,0.11,0.43,0.05,,,,0.01,,,,0.14,0.27,0.09,0.46,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.0,1840.0,52.0,765.0,3930.0,0.08,,0.51
1621,ND2013,0.17,0.26,0.1,0.41,0.05,9,0.03,0.02,0.00499,,,,0.19,0.23,0.08,0.44,0.05,0.82,0.41,0.18,0.59,0.81,0.34,0.19,0.66,,,,,0.89,0.48,0.11,0.52,,,,,,,,,0.2,0.78,0.6,0.6,0.69,1319.0,1901.0,22.0,950.0,4192.0,0.08,,0.51
1622,ND2014,0.17,0.23,0.1,0.45,0.05,,,,0.01,,,,0.15,0.26,0.07,0.46,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0,1675.0,21.0,786.0,3704.0,0.09,,0.5
1623,ND2015,0.18,0.25,0.11,0.41,0.05,7,0.02,0.02,0.01,,,,0.15,0.28,0.08,0.45,0.05,0.8,0.39,0.2,0.61,0.8,0.34,0.2,0.66,,,,,0.88,0.45,0.12,0.55,,,,,,,,,0.18,0.77,0.56,0.59,0.68,1378.0,1741.0,6.0,869.0,3994.0,0.08,,0.51
1624,ND2016,0.17,0.26,0.13,0.38,0.06,,,,0.01,0.05,S,0.03,0.15,0.28,0.08,0.44,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.0,1601.0,8.0,1078.0,3934.0,0.08,,0.49
1625,ND2017,0.16,0.3,0.08,0.4,0.05,18,0.03,0.02,<.5%,0.04,S,0.03,0.13,0.29,0.1,0.44,0.04,0.78,0.4,0.22,0.6,0.77,0.33,0.23,0.67,,,,,0.85,0.46,0.15,0.54,,,,,,,,,0.23,0.79,0.59,0.62,0.71,1115.0,1567.0,28.0,1013.0,3723.0,0.06,,0.52
1626,ND2018,0.16,0.28,0.11,0.4,0.05,,,,0.01,0.06,S,0.04,0.16,0.29,0.07,0.41,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,1492.0,7.0,738.0,3375.0,0.07,,0.54
1627,ND2019,0.17,0.26,0.13,0.4,0.05,,,,0.01,S,S,0.03,0.15,0.26,0.08,0.46,0.05,0.75,0.37,0.25,0.63,0.75,0.32,0.25,0.68,,,,,0.84,0.44,0.16,0.56,,,,,,,,,0.26,0.78,0.59,0.6,0.7,1036.0,1358.0,97.0,1012.0,3503.0,0.06,,0.54
1628,ND2020,,,,,,,,,,0.04,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,ND2021,0.17,0.29,0.11,0.4,0.04,,,,<.5%,0.08,0.04,0.06,0.14,0.27,0.09,0.45,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,1039.0,138.0,720.0,2685.0,0.07,,0.5
1630,ND2022,0.16,0.24,0.14,0.39,0.06,,,,0.02,0.08,0.05,0.06,0.13,0.3,0.08,0.43,0.06,0.69,0.28,0.31,0.72,0.69,0.27,0.31,0.73,,,,,0.81,0.4,0.19,0.6,,,,,,,,,0.33,0.84,0.64,0.63,0.72,732.0,1011.0,79.0,750.0,2509.0,0.05,,0.61
1631,ND2023,0.14,0.29,0.14,0.38,0.04,,,,0.01,,,,0.16,0.27,0.1,0.43,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,0.52
1632,ND2024,,,,,,,,,0.03,,,,0.13,0.29,0.11,0.43,0.06,0.71,0.29,0.29,0.71,0.68,0.25,0.32,0.75,,,,,0.81,0.43,0.19,0.57,,,,,,,,,0.3,0.81,0.67,0.67,0.74,,,,,,,,
1633,NE1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,1704.0,119.0,69.0,2510.0,,,
1634,NE1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0,1628.0,175.0,118.0,2495.0,,,
1635,NE1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,1617.0,110.0,102.0,2457.0,,,
1636,NE1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,1906.0,279.0,89.0,2868.0,,,
1637,NE1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.0,2164.0,181.0,95.0,3393.0,,,
1638,NE1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.0,2447.0,173.0,99.0,3756.0,,,
1639,NE1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.0,2579.0,145.0,142.0,4113.0,,,
1640,NE1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.0,2654.0,144.0,124.0,4254.0,,,
1641,NE1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.0,2759.0,141.0,192.0,4464.0,,,
1642,NE1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.0,2765.0,248.0,302.0,4802.0,,,
1643,NE1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.0,2738.0,218.0,367.0,4895.0,,,
1644,NE1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,2725.0,279.0,678.0,5221.0,,,
1645,NE2000,,,,,,,,,0.03,,,,0.12,0.24,0.06,0.49,0.09,0.73,0.3,0.27,0.7,,,,,,,,,0.65,0.24,0.35,0.76,0.68,0.26,0.32,0.74,,,,,,,,,,1713.0,2810.0,243.0,880.0,5646.0,0.11,0.11,0.38
1646,NE2001,,,,,,,,,0.03,,,,0.12,0.26,0.07,0.47,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.0,2627.0,329.0,915.0,5605.0,0.11,0.11,0.42
1647,NE2002,,,,,,,,,0.03,,,,0.13,0.25,0.05,0.49,0.08,,,,,0.83,0.36,0.17,0.64,0.88,0.32,0.12,0.68,,,,,,,,,0.87,0.27,0.13,0.73,,,,,,1783.0,2758.0,224.0,997.0,5762.0,0.1,0.1,0.4
1648,NE2003,,,,,,,,,0.03,0.06,0.024,0.042,0.11,0.26,0.07,0.49,0.08,0.74,0.32,0.26,0.68,0.77,0.35,0.23,0.65,,,,,0.8,0.34,0.2,0.66,,,,,,,,,0.21,,,,,2200.0,3056.0,216.0,1268.0,6740.0,0.13,0.13,0.37
1649,NE2004,,,,,,,,,0.03,,,,0.11,0.26,0.08,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.0,3022.0,204.0,1407.0,6777.0,0.09,0.09,0.44
1650,NE2005,0.11,0.21,0.1,0.47,0.11,,,,0.03,,,,0.12,0.26,0.07,0.45,0.1,0.75,0.35,0.25,0.65,0.8,0.35,0.2,0.65,,,,,0.8,0.36,0.2,0.64,N.A.,N.A.,N.A.,N.A.,,,,,0.19,,,,,2215.0,2878.0,164.0,1360.0,6617.0,0.11,0.11,0.41
1651,NE2006,0.11,0.2,0.1,0.48,0.11,,,,0.03,,,,0.12,0.24,0.07,0.48,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.0,2980.0,104.0,1415.0,6631.0,0.1,0.1,0.46
1652,NE2007,0.11,0.22,0.1,0.47,0.1,,,,0.03,0.068,0.017,0.043,0.13,0.23,0.08,0.45,0.1,0.74,0.35,0.26,0.65,0.79,0.35,0.21,0.65,N.A.,N.A.,N.A.,N.A.,0.8,0.38,0.2,0.62,,,,,,,,,0.2,,,,,2196.0,3055.0,103.0,1330.0,6684.0,0.1,0.1,0.49
1653,NE2008,0.11,0.21,0.1,0.48,0.09,,,,0.03,,,,0.12,0.24,0.08,0.47,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.0,2982.0,91.0,1354.0,6528.0,0.09,,0.5
1654,NE2009,0.12,0.23,0.1,0.44,0.11,,,,0.03,,,,0.12,0.23,0.08,0.45,0.11,0.75,0.35,0.25,0.65,0.8,0.35,0.2,0.65,,,,,0.82,0.38,0.18,0.62,,,,,,,,,0.16,0.78,0.56,0.54,0.75,1999.0,3071.0,56.0,1376.0,6502.0,0.11,,0.49
1655,NE2010,0.11,0.23,0.1,0.45,0.11,,,,0.03,,,,0.11,0.25,0.08,0.47,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.0,3117.0,75.0,1712.0,6868.0,0.1,,0.54
1656,NE2011,0.12,0.22,0.09,0.46,0.1,22,0.04,0.05,0.03,0.081,0.042,0.062,0.12,0.24,0.08,0.47,0.09,0.74,0.33,0.26,0.67,0.81,0.35,0.19,0.65,,,,,0.83,0.39,0.17,0.61,,,,,,,,,0.18,0.79,0.52,0.5,0.74,2083.0,3005.0,51.0,1606.0,6745.0,0.09,,0.53
1657,NE2012,0.11,0.22,0.11,0.44,0.11,,,,0.04,,,,0.13,0.25,0.09,0.44,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.0,2991.0,64.0,1626.0,6756.0,0.09,,0.52
1658,NE2013,0.12,0.23,0.11,0.42,0.12,30,0.04,0.04,0.03,,,,0.12,0.26,0.1,0.42,0.1,0.76,0.36,0.24,0.64,0.81,0.37,0.19,0.63,,,,,0.84,0.45,0.16,0.55,,,,,,,,,0.2,0.77,0.51,0.5,0.72,2125.0,2839.0,63.0,1764.0,6791.0,0.09,,0.53
1659,NE2014,0.12,0.23,0.12,0.41,0.12,,,,0.03,,,,0.12,0.28,0.08,0.42,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.0,2639.0,59.0,1717.0,6313.0,0.1,,0.49
1660,NE2015,0.13,0.23,0.12,0.41,0.09,23,0.04,0.04,0.03,,,,0.12,0.25,0.1,0.45,0.08,0.77,0.38,0.23,0.62,0.81,0.38,0.19,0.62,,,,,0.86,0.46,0.14,0.54,,,,,,,,,0.17,0.77,0.45,0.47,0.69,2072.0,2566.0,44.0,1763.0,6445.0,0.09,,0.5
1661,NE2016,0.11,0.25,0.13,0.4,0.11,,,,0.05,0.08,S,0.05,0.11,0.27,0.1,0.42,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,2382.0,93.0,2076.0,6503.0,0.09,,0.51
1662,NE2017,0.12,0.23,0.13,0.41,0.11,27,0.06,0.05,0.05,S,S,0.04,0.12,0.27,0.1,0.43,0.08,0.76,0.41,0.24,0.59,0.79,0.38,0.21,0.62,,,,,0.85,0.49,0.15,0.51,,,,,,,,,0.22,0.77,0.48,0.5,0.71,1867.0,2191.0,28.0,2222.0,6308.0,0.09,,0.51
1663,NE2018,0.12,0.24,0.15,0.4,0.09,,,,0.03,0.07,S,0.04,0.12,0.27,0.11,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.0,2123.0,45.0,1645.0,5698.0,0.08,,0.51
1664,NE2019,0.13,0.26,0.14,0.38,0.09,,,,0.04,0.06,S,0.04,0.12,0.28,0.11,0.42,0.07,0.74,0.37,0.26,0.63,0.74,0.34,0.26,0.66,,,,,0.84,0.45,0.16,0.55,,,,,,,,,0.24,0.78,0.5,0.53,0.73,1755.0,2176.0,69.0,2323.0,6323.0,0.08,,0.53
1665,NE2020,,,,,,,,,,0.04,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,NE2021,0.12,0.26,0.15,0.37,0.1,,,,0.04,0.06,0.04,0.05,0.11,0.29,0.12,0.4,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0,1833.0,101.0,2089.0,5484.0,0.08,,0.51
1667,NE2022,0.13,0.27,0.14,0.38,0.08,,,,0.03,0.07,0.05,0.06,0.11,0.27,0.12,0.44,0.06,0.68,0.31,0.32,0.69,0.7,0.29,0.3,0.71,,,,,0.8,0.43,0.2,0.57,,,,,,,,,0.31,0.81,0.55,0.5,0.77,1517.0,1870.0,55.0,2358.0,5657.0,0.07,,0.5
1668,NE2023,0.13,0.28,0.14,0.37,0.08,,,,0.03,,,,0.12,0.28,0.12,0.42,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.48
1669,NE2024,,,,,,,,,0.04,,,,0.11,0.25,0.13,0.45,0.06,0.69,0.32,0.31,0.68,0.67,0.27,0.33,0.73,,,,,0.78,0.4,0.22,0.6,,,,,,,,,0.28,0.84,0.6,0.53,0.82,,,,,,,,
1670,NH1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,542.0,239.0,0.0,817.0,,,
1671,NH1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,548.0,201.0,0.0,810.0,,,
1672,NH1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,507.0,204.0,0.0,798.0,,,
1673,NH1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,512.0,181.0,0.0,797.0,,,
1674,NH1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,612.0,272.0,0.0,980.0,,,
1675,NH1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,664.0,274.0,57.0,1126.0,,,
1676,NH1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,707.0,275.0,56.0,1191.0,,,
1677,NH1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,796.0,242.0,57.0,1247.0,,,
1678,NH1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,770.0,247.0,61.0,1264.0,,,
1679,NH1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,770.0,218.0,122.0,1267.0,,,
1680,NH1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,761.0,193.0,123.0,1310.0,,,
1681,NH1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,814.0,171.0,121.0,1454.0,,,
1682,NH2000,,,,,,,,,0.02,,,,0.11,0.27,0.07,0.45,0.1,N.A.,N.A.,N.A.,N.A.,,,,,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,340.0,791.0,219.0,249.0,1599.0,0.1,0.1,0.36
1683,NH2001,,,,,,,,,0.02,,,,0.11,0.24,0.07,0.47,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,877.0,115.0,219.0,1664.0,0.07,0.07,0.35
