,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
1300,NY1998,1264594,749652,754674,1883220,2269060,2383080,,,,,,,,,,
1301,NY1999,1246159,767745,760195,1898488,2278998,2393589,,,,,,,,,,
1302,NY2000,1237078,782373,768585,1899338,2286301,2401073,,,899267,18182,250431,854705,1670,76840,2586279,
1303,NY2000-2002,,,,,,,,,,,,,,,,469000
1304,NY2001,1222011,796608,775819,1877987,2280006,2392419,,,907467,18038,257064,842489,1736,81314,2564317,
1305,NY2001-2003,,,,,,,,,,,,,,,,462000
1306,NY2002,1212221,821487,785668,1832856,2270428,2381804,,,916489,17866,262389,830198,1790,85744,2537756,
1307,NY2002-2004,,,,,,,,,,,,,,,,458000
1308,NY2003,1204454,832884,794320,1787848,2254936,2364570,,,921178,17672,267509,814083,1809,90396,2506859,
1309,NY2004,1197698,830530,805258,1740579,2233518,2340547,,,924019,17208,270740,796077,1784,94520,2469717,
1310,NY2005,1180745,809301,825982,1698428,2204558,2309898,261000,4258000,926096,16849,274108,775284,1786,98364,2421969,491000
1311,NY2006,1160997,788525,834763,1673492,2177251,2280526,253000,4260000,930396,16413,277744,755064,1759,102275,2374126,480000
1312,NY2007,1157021,773477,833201,1647250,2154860,2256089,249000,4167000,939652,15994,282496,735150,1720,106662,2329275,489000
1313,NY2008,1159239,760140,817214,1635577,2136420,2235750,244000,4165000,950005,15619,288663,718767,1746,111765,2285605,496000
1314,NY2009,1157343,746046,801450,1638087,2122475,2220451,225000,4197000,962903,15512,293132,706869,1730,117093,2245687,503000
1315,NY2010,1159738,730251,790008,1639824,2111446,2208375,240000,4073000,974676,15347,297693,698057,1736,122009,2210303,514000
1316,NY2011,1170552,721434,772118,1632266,2100508,2195862,220000,4060000,982290,15065,304302,687757,1774,126837,2178345,499000
1317,NY2012,1173548,719473,752641,1620018,2085798,2179882,228000,4033000,986633,14784,311237,675548,1835,130826,2144817,507000
1318,NY2013,1176373,714515,736235,1610364,2071788,2165699,228000,4011000,990440,14476,318380,663805,1855,135023,2113508,513000
1319,NY2014,1180314,705654,724637,1596816,2057232,2150189,217000,4008000,992581,14213,325566,652877,1906,138996,2081282,490000
1320,NY2015,1179967,694201,721071,1587684,2045490,2137433,217000,3996000,997155,13978,332848,642377,1937,142656,2051972,502000
1321,NY2016,1169137,686935,714416,1581082,2029246,2122324,231000,3948000,998696,13715,339248,629754,1972,145694,2022491,506000
1322,NY2017,1156647,681550,703477,1572938,2011092,2103520,225000,3928000,996810,13436,344034,617213,2024,148190,1992905,476000
1323,NY2018,1144491,673172,690666,1566085,1991383,2083031,207000,3858000,994707,13170,346037,604232,2042,150695,1963531,443000
1324,NY2019,1129537,665077,682432,1554848,1970587,2061307,211000,3811000,990880,12898,346702,594438,2089,152626,1932261,413000
1325,NY2020,1149375,716030,720556,1627140,2055890,2157211,,,1050593,13168,368484,627844,2166,160996,1989850,
1326,NY2021,1096903,704092,710176,1600279,2006233,2105217,200000,3903000,1030926,12742,361875,608540,2145,160029,1935193,403000
1327,NY2022,1065555,691532,704427,1573246,1969188,2065572,208000,3773000,1021670,12404,360594,591932,2155,159261,1886744,401000
1328,NY2023,1047852,681346,706191,1556374,1948636,2043127,222000,3729000,1025422,12214,362036,581419,2183,159485,1849004,400000
1329,NY2024,1043811,680984,704802,1552682,1944350,2037929,235000,3737000,1041081,12085,367403,577002,2223,160248,1822237,
1330,OH1990,787898,441846,448264,1100483,1354926,1423565,,,,,,,,,,
1331,OH1991,792399,456189,446222,1112149,1368775,1438184,,,,,,,,,,
1332,OH1992,798768,472072,453217,1115299,1384677,1454679,,,,,,,,,,
1333,OH1993,797998,483154,457590,1117043,1392709,1463076,,,,,,,,,,
1334,OH1994,793373,492106,469818,1120100,1402383,1473014,,,,,,,,,,
1335,OH1995,781735,489867,482659,1125669,1404709,1475221,,,,,,,,,,
1336,OH1996,771293,485414,491964,1134772,1406658,1476785,,,,,,,,,,
1337,OH1997,765856,486341,499699,1145479,1413818,1483557,,,,,,,,,,
1338,OH1998,761274,488141,497429,1149411,1413607,1482648,,,,,,,,,,
1339,OH1999,757189,492373,491992,1151716,1412568,1480702,,,,,,,,,,
1340,OH2000,753404,492339,491074,1149768,1409653,1476932,,,81178,5542,32179,414997,644,60100,2291945,
1341,OH2000-2002,,,,,,,,,,,,,,,,39000
1342,OH2001,750509,495294,492558,1139762,1405028,1473095,,,85315,5477,33709,416726,706,64356,2271834,
1343,OH2001-2003,,,,,,,,,,,,,,,,40000
1344,OH2002,746187,504336,495719,1119432,1398964,1466710,,,90077,5267,35034,417235,746,68502,2248813,
1345,OH2002-2004,,,,,,,,,,,,,,,,44000
1346,OH2003,742000,509842,495003,1102728,1391146,1458427,,,94999,5103,36800,416482,777,73129,2222283,
1347,OH2004,739780,510090,497720,1088478,1384915,1451153,,,100334,4993,38486,415378,848,77953,2198076,
1348,OH2005,733931,501484,506723,1077656,1376771,1443023,42000,2711000,106678,4879,40048,413687,891,82808,2170803,45000
1349,OH2006,726541,491644,512391,1074252,1370010,1434818,38000,2735000,113281,4722,41412,412262,915,87848,2144388,46000
1350,OH2007,728009,483073,512184,1067081,1362903,1427444,40000,2715000,120295,4633,42603,410582,976,93694,2117564,49000
1351,OH2008,726833,476796,504198,1061141,1353149,1415819,43000,2689000,126552,4467,44041,407122,1034,99580,2086172,54000
1352,OH2009,723368,468958,494398,1061327,1343496,1404555,40000,2674000,132412,4355,45358,403102,1047,105187,2056590,58000
1353,OH2010,718527,463835,485459,1055358,1331150,1392029,45000,2676000,136456,4235,46597,397707,1062,109455,2027667,66000
1354,OH2011,709007,461757,476118,1047726,1317408,1377200,43000,2650000,139675,4121,47978,392396,1086,111819,1997533,64000
1355,OH2012,699730,463957,467709,1037733,1304752,1364377,36000,2624000,142655,4022,49760,388656,1091,113786,1969159,59000
1356,OH2013,696461,463392,464294,1030454,1297840,1356761,38000,2611000,146327,3919,52300,388127,1126,116455,1946347,65000
1357,OH2014,697329,458491,462659,1025067,1292770,1350776,40000,2596000,150308,3841,54949,388751,1164,118892,1925641,59000
1358,OH2015,698008,450649,465404,1018042,1287276,1344827,46000,2584000,154277,3775,57280,389555,1226,121079,1904911,70000
1359,OH2016,699176,445564,464207,1010289,1280401,1338835,39000,2570000,158156,3747,60289,389422,1276,123266,1883080,62000
1360,OH2017,698887,444237,459766,1006247,1275255,1333882,42000,2560000,162765,3701,63501,390918,1303,125288,1861661,72000
1361,OH2018,696818,443874,452245,1002647,1269474,1326110,42000,2548000,166981,3683,66083,391863,1369,127268,1838337,72000
1362,OH2019,691576,443218,447784,998825,1262852,1318551,48000,2527000,170345,3665,68407,391497,1432,129196,1816861,72000
1363,OH2020,687664,466953,462324,1015787,1285871,1346857,,,187057,3720,71174,399856,1453,133514,1835954,
1364,OH2021,675091,463681,462979,1010796,1275388,1337159,48000,2555000,189320,3652,72242,400440,1504,135257,1810132,73000
1365,OH2022,667300,455652,465974,1007760,1268495,1328191,47000,2512000,193347,3569,75071,401901,1530,136751,1784517,69000
1366,OH2023,661236,445063,471081,1009923,1264200,1323103,49000,2522000,198993,3533,77394,402869,1566,138659,1764289,85000
1367,OH2024,655527,439465,469891,1009487,1258149,1316221,55000,2514000,204577,3454,80087,403820,1578,139930,1740924,
1368,OK1990,230398,135940,134747,340630,409446,432269,,,,,,,,,,
1369,OK1991,230690,139681,135877,343391,413272,436367,,,,,,,,,,
1370,OK1992,232895,145083,140101,344469,419609,442939,,,,,,,,,,
1371,OK1993,233501,150271,141974,344391,423254,446883,,,,,,,,,,
1372,OK1994,232738,155343,145959,343763,427034,450769,,,,,,,,,,
1373,OK1995,230535,157922,150784,344426,429900,453767,,,,,,,,,,
1374,OK1996,228394,157623,155464,345612,431659,455434,,,,,,,,,,
1375,OK1997,229139,156933,160174,347589,435088,458747,,,,,,,,,,
1376,OK1998,232196,155187,162239,348879,437483,461018,,,,,,,,,,
1377,OK1999,234156,153347,161258,346917,436210,459468,,,,,,,,,,
1378,OK2000,235972,151411,159986,344478,434487,457360,,,70713,94895,11092,83604,652,54378,576513,
1379,OK2000-2002,,,,,,,,,,,,,,,,23000
1380,OK2001,237028,150206,157551,340433,431505,453713,,,75863,94173,11371,82273,693,55670,565175,
1381,OK2001-2003,,,,,,,,,,,,,,,,24000
1382,OK2002,240542,152458,155751,336210,431642,453319,,,81795,94285,11678,81435,764,57342,557662,
1383,OK2002-2004,,,,,,,,,,,,,,,,26000
1384,OK2003,242206,153609,153786,334358,431043,452916,,,86755,94532,12001,80457,823,59096,550295,
1385,OK2004,243053,153938,152499,332116,429785,451821,,,91955,94685,12229,79245,905,61261,541326,
1386,OK2005,246095,151752,154505,332964,431716,453600,17000,831000,98461,95468,12554,78595,974,63598,535666,33000
1387,OK2006,249721,150786,156282,337972,436030,458731,18000,877000,105968,96613,13086,78745,1014,66410,532925,41000
1388,OK2007,254043,148733,157447,344105,440711,463617,18000,883000,113903,97679,13623,78377,1114,69579,530053,46000
1389,OK2008,257816,147438,155567,349796,443879,466738,16000,890000,120189,98887,14237,77403,1151,73053,525697,44000
1390,OK2009,262627,148151,154252,357681,449974,472737,16000,905000,127793,100205,14864,77321,1209,77440,523879,47000
1391,OK2010,264709,150571,152444,363901,454440,477185,22000,909000,134122,101095,15495,76838,1360,82074,520641,53000
1392,OK2011,265461,153446,151143,366349,457216,479183,20000,916000,139400,101014,16263,76086,1480,83593,518563,50000
1393,OK2012,264725,156185,150688,369497,459453,481642,18000,919000,144451,100703,16891,75646,1706,84869,516829,56000
1394,OK2013,265733,157145,152545,374073,463647,485849,18000,930000,149807,100762,17676,75697,1836,86342,517376,58000
1395,OK2014,265682,157694,155408,376529,466758,488555,19000,934000,155061,100625,18453,75569,1955,87993,515657,58000
1396,OK2015,267311,157867,158147,378510,470112,491723,18000,943000,159978,100521,19407,75562,2100,89654,514613,63000
1397,OK2016,266310,158886,158622,379138,470748,492208,14000,948000,164603,100028,19868,74868,2152,90684,510753,63000
1398,OK2017,263294,159477,158254,378117,468903,490239,14000,948000,167732,99241,20057,74107,2165,91208,504632,56000
1399,OK2018,259770,160356,157916,377954,467186,488810,17000,939000,171300,98391,20347,73230,2237,91914,498577,58000
1400,OK2019,256706,161916,158549,376752,466208,487715,14000,938000,173204,96989,20678,72744,2378,93488,494442,56000
1401,OK2020,250914,170053,163602,378537,469817,493289,,,183705,93164,21066,73541,2523,95975,493132,
1402,OK2021,246980,171358,165885,379193,469991,493425,14000,944000,187048,91501,21380,74604,2686,97948,488249,56000
1403,OK2022,246176,170685,169891,380468,471835,495385,15000,938000,192513,89855,22608,74996,2869,100007,484372,56000
1404,OK2023,245487,168321,174575,380916,472777,496522,15000,950000,197317,88278,23310,75364,2948,101855,480227,50000
1405,OK2024,244133,167264,175947,378870,471147,495067,23000,940000,200913,86424,23830,75614,3081,103201,473151,
1406,OR1990,209638,119970,113720,299108,361538,380898,,,,,,,,,,
1407,OR1991,209415,124110,116825,302092,366368,386074,,,,,,,,,,
1408,OR1992,211429,129855,122773,306134,375010,395181,,,,,,,,,,
1409,OR1993,210685,133880,126769,307639,379253,399720,,,,,,,,,,
1410,OR1994,211324,138197,132270,311644,386259,407176,,,,,,,,,,
1411,OR1995,211745,139879,137811,317077,392588,413924,,,,,,,,,,
1412,OR1996,212323,140250,142364,321165,397248,418854,,,,,,,,,,
1413,OR1997,215738,141558,146777,325929,404087,425915,,,,,,,,,,
1414,OR1998,218860,142479,147596,328993,408032,429896,,,,,,,,,,
1415,OR1999,221459,143575,147266,331184,410805,432679,,,,,,,,,,
1416,OR2000,223147,143971,147611,332782,412869,434642,,,108854,12530,25241,16903,2412,31766,649805,
1417,OR2000-2002,,,,,,,,,,,,,,,,53000
1418,OR2001,223999,145830,147882,330952,413538,435125,,,116191,12355,25804,17051,2572,32877,641813,
1419,OR2001-2003,,,,,,,,,,,,,,,,55000
1420,OR2002,224849,149305,148680,327899,414369,436364,,,123253,12153,26430,17322,2677,34129,634769,
1421,OR2002-2004,,,,,,,,,,,,,,,,55000
1422,OR2003,225577,151804,148406,324464,414353,435898,,,129890,11920,27046,17307,2886,35300,625902,
1423,OR2004,224518,151325,149696,321247,412798,433988,,,136386,11670,27519,17257,2913,36406,614635,
1424,OR2005,226117,148721,152943,321542,414538,434785,41000,805000,144110,11434,28409,17415,3151,37843,606961,79000
1425,OR2006,228634,146338,156111,325920,417807,439196,38000,820000,152655,11384,29277,17895,3283,39804,602705,85000
1426,OR2007,232935,145054,156362,327810,420277,441884,34000,830000,162155,11239,30060,18240,3493,41457,595517,86000
1427,OR2008,236053,145232,153676,330703,422395,443269,35000,833000,170318,11161,30653,18438,3618,43125,588351,86000
1428,OR2009,237520,145840,150567,332267,422646,443548,31000,842000,176389,11017,31184,18576,3890,44813,580325,89000
1429,OR2010,237615,145178,148899,334364,422489,443567,32000,835000,180984,10841,31790,18165,3955,46756,573565,98000
1430,OR2011,236400,145426,148268,334721,422221,442594,33000,829000,182788,10626,32839,18184,3982,47363,569033,97000
1431,OR2012,233570,145828,147417,334467,420576,440706,29000,831000,183529,10439,32961,18263,4018,48108,563964,85000
1432,OR2013,231067,145712,146474,334888,419145,438996,27000,832000,184947,10218,33172,18384,3974,48799,558647,85000
1433,OR2014,231214,144849,146970,337446,420341,440138,28000,831000,187004,10016,34078,19002,4043,49643,556693,91000
1434,OR2015,231848,143999,147987,340015,421477,442372,25000,836000,188670,9847,34625,19488,4187,50738,556294,93000
1435,OR2016,234039,144894,149466,342592,424822,446169,20000,848000,191071,9748,36072,19934,4235,52127,557804,85000
1436,OR2017,233741,146687,148675,343810,425845,447068,22000,852000,193414,9573,36533,20110,4338,53202,555743,81000
1437,OR2018,230374,147952,147178,343375,424002,444877,24000,848000,194353,9399,36315,20111,4400,53826,550475,91000
1438,OR2019,225949,149374,147230,342262,421942,442873,27000,836000,194694,9225,36452,20045,4407,54594,545398,74000
1439,OR2020,219896,157540,152151,343242,425010,447819,,,200913,9089,36950,20173,4416,56090,545198,
1440,OR2021,212447,156976,153091,338691,419593,441612,18000,840000,201789,8807,37198,20124,4387,56574,532326,59000
1441,OR2022,206784,153341,154268,331570,412384,433579,19000,813000,203232,8451,37879,20290,4482,56776,514853,62000
1442,OR2023,203114,148219,157139,326202,407061,427613,19000,810000,206013,8141,39307,20492,4567,57001,499153,64000
1443,OR2024,201399,145899,157300,321617,403061,423154,26000,799000,208541,7880,40812,20840,4593,57640,485909,
1444,PA1990,808922,440524,452733,1096989,1363549,1435619,,,,,,,,,,
1445,PA1991,814095,453831,447560,1114573,1378371,1451688,,,,,,,,,,
1446,PA1992,819640,469136,454196,1130041,1399214,1473799,,,,,,,,,,
1447,PA1993,819435,481687,459823,1146406,1415723,1491628,,,,,,,,,,
1448,PA1994,810598,493003,471970,1157280,1427958,1504893,,,,,,,,,,
1449,PA1995,792579,496423,483493,1169036,1432046,1509485,,,,,,,,,,
1450,PA1996,771490,496132,491575,1178214,1429946,1507465,,,,,,,,,,
1451,PA1997,755437,498773,500770,1187260,1432399,1509841,,,,,,,,,,
1452,PA1998,742890,503168,503646,1190581,1431438,1508847,,,,,,,,,,
1453,PA1999,731938,510363,503218,1184674,1426553,1503640,,,,,,,,,,
1454,PA2000,725969,513156,504053,1175672,1421120,1497730,,,150089,3837,56372,373710,683,45505,2288654,
1455,PA2000-2002,,,,,,,,,,,,,,,,56000
1456,PA2001,720201,519053,508300,1158282,1415379,1490457,,,157200,3917,58822,374799,678,49310,2261110,
1457,PA2001-2003,,,,,,,,,,,,,,,,57000
1458,PA2002,717700,529727,515900,1131608,1410673,1484262,,,165068,3973,61163,376553,677,53201,2234300,
1459,PA2002-2004,,,,,,,,,,,,,,,,58000
1460,PA2003,718728,534623,521323,1108596,1405601,1477669,,,175617,4008,63993,377870,684,57153,2203945,
1461,PA2004,722326,532492,528303,1090004,1400974,1472151,,,188329,4009,66826,377910,681,61694,2173676,
1462,PA2005,722165,522451,539402,1075775,1394670,1465123,55000,2744000,201210,4024,69930,377142,676,66491,2140320,75000
1463,PA2006,721475,513849,545128,1070326,1390589,1460189,56000,2751000,214707,3986,72924,376460,694,71156,2110851,75000
1464,PA2007,726721,505358,543935,1063560,1385429,1454145,62000,2725000,228424,3998,76007,375283,676,76342,2078844,81000
1465,PA2008,729631,495834,534289,1061250,1376833,1444171,56000,2708000,240398,3953,78384,372636,679,81986,2042968,82000
1466,PA2009,730224,485579,524893,1064233,1369243,1435686,64000,2709000,252261,3960,80890,369426,674,86863,2010855,87000
1467,PA2010,729129,476375,515442,1065535,1359854,1426627,66000,2719000,262169,3816,83659,364885,671,90433,1980848,96000
1468,PA2011,725751,472518,503910,1061841,1349407,1414613,59000,2702000,270954,3770,86803,360698,753,93450,1947592,85000
1469,PA2012,721151,472752,491993,1054555,1337922,1402529,58000,2680000,279280,3711,89538,356701,782,95942,1914497,88000
1470,PA2013,715243,470911,483292,1049104,1327443,1391107,60000,2656000,286443,3708,92376,353249,814,98823,1883137,104000
1471,PA2014,714850,465468,479014,1044544,1320204,1383672,64000,2637000,295468,3668,95515,351106,855,101104,1856160,100000
1472,PA2015,714005,458352,479007,1039026,1313093,1377297,63000,2629000,303589,3700,97957,348699,873,103488,1832084,97000
1473,PA2016,711663,454682,476784,1033143,1306408,1369864,71000,2604000,312971,3717,100294,346392,894,105493,1806511,106000
1474,PA2017,708833,455355,471006,1030355,1301636,1363913,67000,2598000,323731,3701,103085,344972,925,107201,1781934,112000
1475,PA2018,705589,454732,464925,1027812,1295037,1358021,70000,2577000,336138,3671,105161,343133,971,108828,1755156,111000
1476,PA2019,697887,453261,461110,1023561,1286768,1349051,53000,2579000,342460,3609,106565,340981,973,110614,1730617,93000
1477,PA2020,697146,480582,479067,1045604,1317880,1384519,,,359562,3613,112134,348335,977,114882,1762896,
1478,PA2021,684861,477981,478577,1037547,1306022,1372944,70000,2605000,366562,3495,112899,344891,968,116377,1733774,112000
1479,PA2022,676422,469388,480112,1029733,1294450,1361205,64000,2558000,375181,3454,115037,340275,993,117077,1703638,101000
1480,PA2023,669217,459770,485026,1027282,1287682,1353613,79000,2546000,387335,3392,118120,336550,1023,117886,1676989,125000
1481,PA2024,663930,455283,485000,1025608,1283347,1346474,89000,2536000,399712,3331,121873,334367,1021,118534,1650983,
1482,PR1990,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1483,PR1991,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1484,PR1992,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1485,PR1993,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1486,PR1994,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1487,PR1995,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1488,PR1996,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1489,PR1997,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1490,PR1998,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1491,PR1999,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,
1492,PR2000,294147,180548,184590,429778,532140,556923,,,,,,,,,,
1493,PR2000-2002,,,,,,,,,,,,,,,,N.A.
1494,PR2001,289537,180727,180770,426532,526787,550779,,,,,,,,,,
1495,PR2001-2003,,,,,,,,,,,,,,,,N.A.
1496,PR2002,283132,183568,179089,419262,520768,544283,,,,,,,,,,
1497,PR2002-2004,,,,,,,,,,,,,,,,N.A.
1498,PR2003,275082,183532,178112,413889,513866,536749,,,,,,,,,,
1499,PR2004,267592,181420,178415,408492,506673,529246,,,,,,,,,,
1500,PR2005,259581,177108,181124,401634,498520,520927,6000,1023000,,,,,,,,18000
1501,PR2006,250086,174663,180554,393240,487982,510561,6000,1013000,,,,,,,,13000
1502,PR2007,241844,173397,177592,380780,475677,497936,5000,998000,,,,,,,,S
