,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
1010,MT2009,61658,37334,40047,84636,108723,114952,2000,220000,11183,21018,1363,1227,165,8706,180013,S
1011,MT2010,62432,36863,39050,85055,108622,114778,2000,220000,11210,20998,1344,1159,146,9181,179362,S
1012,MT2011,62066,36822,38317,85925,108756,114374,2000,221000,11569,21026,1419,1231,149,9259,178477,1000
1013,MT2012,61460,36866,37737,86854,108737,114180,1000,219000,12057,21255,1389,1290,153,9334,177439,499.99999
1014,MT2013,61536,37121,37776,88021,109329,115125,1000,223000,12579,21538,1507,1400,147,9568,177715,S
1015,MT2014,61792,37309,37702,88803,109943,115663,2000,223000,13056,21838,1524,1391,144,9687,177966,S
1016,MT2015,62222,37416,37664,89391,110451,116242,1000,225000,13417,21989,1498,1407,159,9790,178433,S
1017,MT2016,62784,37585,37931,89794,110988,117106,2000,227000,13824,22187,1538,1405,171,10021,178948,S
1018,MT2017,63004,38080,38038,90359,111735,117746,1000,229000,14630,22334,1596,1475,159,10236,179051,S
1019,MT2018,62189,38721,38101,90199,111681,117529,2000,228000,15189,22117,1630,1468,166,10274,178366,S
1020,MT2019,60944,39401,38286,90257,111437,117451,1000,225000,15327,21853,1819,1475,159,10476,177779,S
1021,MT2020,60028,41918,40090,92021,113673,120384,,,16089,21812,1913,1462,147,10986,181648,
1022,MT2021,58673,42573,41246,92836,114279,121049,1000,233000,16804,21464,1977,1476,173,11226,182208,S
1023,MT2022,58120,42301,42493,93419,114809,121524,2000,233000,17648,20969,1972,1420,200,11446,182678,S
1024,MT2023,57276,41318,43488,93065,114274,120873,1000,234000,18179,20445,1934,1477,192,11561,181359,S
1025,MT2024,56612,40855,43402,91786,113173,119482,1000,229000,18706,19796,1918,1471,170,11737,178857,
1026,NC1990,473070,260328,271558,620848,795368,830436,,,,,,,,,,
1027,NC1991,482364,264848,266521,626661,802281,838113,,,,,,,,,,
1028,NC1992,494220,271683,269923,638318,818587,855557,,,,,,,,,,
1029,NC1993,502517,277684,274098,655968,835973,874294,,,,,,,,,,
1030,NC1994,507059,285045,282278,676372,855522,895232,,,,,,,,,,
1031,NC1995,507154,289343,289415,699238,872031,913119,,,,,,,,,,
1032,NC1996,507533,293419,294966,725588,889543,931963,,,,,,,,,,
1033,NC1997,511468,299491,302013,748649,908929,952692,,,,,,,,,,
1034,NC1998,517897,305435,305149,766272,924704,970049,,,,,,,,,,
1035,NC1999,529289,315440,307262,780150,942678,989463,,,,,,,,,,
1036,NC2000,539866,324071,312506,791183,959764,1007862,,,121696,28877,32286,518223,890,32174,1233480,
1037,NC2000-2002,,,,,,,,,,,,,,,,93000
1038,NC2001,555270,334898,319508,794106,977819,1025963,,,139597,28865,34235,521453,930,36086,1242616,
1039,NC2001-2003,,,,,,,,,,,,,,,,96000
1040,NC2002,566920,349454,328819,789258,993028,1041423,,,156474,28885,35987,524936,986,40080,1247103,
1041,NC2002-2004,,,,,,,,,,,,,,,,111000
1042,NC2003,575778,360647,336680,787733,1006446,1054392,,,172985,29015,38003,526876,1043,44054,1248862,
1043,NC2004,583442,366438,345897,789388,1018226,1066939,,,189991,29093,39785,527239,1082,48457,1249518,
1044,NC2005,593381,366806,362034,800264,1036128,1086357,68000,2064000,209801,29086,42284,530297,1181,53286,1256550,130000
1045,NC2006,601366,366967,374983,823077,1057641,1108752,71000,2084000,231137,29293,45206,535346,1259,58685,1265467,151000
1046,NC2007,616945,370018,385228,846977,1083332,1135836,70000,2142000,255897,29501,48560,540990,1341,64973,1277906,164000
1047,NC2008,629800,370340,385605,866356,1098932,1153169,65000,2175000,278094,29456,51414,541616,1418,71033,1279070,189000
1048,NC2009,634021,372365,383875,882694,1109676,1163279,70000,2204000,295678,29518,53473,542929,1495,76637,1273225,194000
1049,NC2010,630812,374362,382058,894236,1114630,1166838,71000,2213000,309873,29613,55471,541156,1527,80612,1263216,205000
1050,NC2011,625659,379849,378124,898250,1115841,1166041,58000,2232000,318629,29286,57543,535778,1592,83589,1255465,193000
1051,NC2012,616317,388791,375959,899721,1116386,1164402,65000,2219000,327286,28897,60221,531379,1709,86341,1244955,208000
1052,NC2013,608163,394811,378346,900205,1117733,1163792,59000,2225000,334961,28535,63662,528998,1755,88982,1234632,222000
1053,NC2014,604333,394965,383998,901260,1119864,1164692,60000,2231000,343739,28221,66566,526961,1767,91209,1226093,218000
1054,NC2015,602880,391499,393207,900820,1122061,1166345,55000,2233000,353129,27863,69271,524140,1757,93898,1218348,206000
1055,NC2016,606119,390035,399875,899933,1125962,1170000,59000,2238000,363135,27462,72473,522073,1811,96485,1212523,200000
1056,NC2017,609079,393495,400964,899393,1128693,1174238,64000,2238000,373246,27131,76229,520896,1828,99215,1204386,225000
1057,NC2018,611193,397677,398584,897075,1129173,1175356,57000,2240000,382465,26689,78512,518212,1863,101761,1195027,212000
1058,NC2019,609780,402370,397500,894904,1129716,1174838,66000,2228000,389611,26402,80754,517194,1854,103806,1184933,223000
1059,NC2020,598397,419685,407576,893707,1135131,1184234,,,423352,24497,82582,512104,1874,104968,1169988,
1060,NC2021,595739,419891,412614,890116,1134702,1183658,63000,2237000,427216,24460,84288,512460,1898,107685,1160353,214000
1061,NC2022,603239,415214,421165,894154,1142072,1191700,67000,2226000,438302,24548,88709,515044,1880,110755,1154534,203000
1062,NC2023,610115,406307,430437,902593,1149574,1199878,81000,2241000,451279,24505,93806,515383,1856,113378,1149245,219000
1063,NC2024,617555,401356,432420,908971,1154997,1205305,102000,2247000,464185,24490,98875,513675,1837,115180,1142060,
1064,ND1990,46802,27482,26265,70371,83128,87792,,,,,,,,,,
1065,ND1991,45461,28502,26793,70974,83534,88196,,,,,,,,,,
1066,ND1992,44440,29513,27723,70376,83655,88397,,,,,,,,,,
1067,ND1993,43618,30331,28484,69735,83710,88458,,,,,,,,,,
1068,ND1994,42774,31222,29453,68711,83649,88511,,,,,,,,,,
1069,ND1995,41758,31430,30409,67549,83176,87970,,,,,,,,,,
1070,ND1996,41306,31075,31075,65801,82229,87028,,,,,,,,,,
1071,ND1997,40960,30463,31771,64281,81407,86068,,,,,,,,,,
1072,ND1998,40588,29947,31858,63055,80390,85058,,,,,,,,,,
1073,ND1999,39832,29382,31480,62362,79220,83836,,,,,,,,,,
1074,ND2000,39265,28837,31042,61333,78089,82388,,,3219,12526,898,1336,83,3170,139245,
1075,ND2000-2002,,,,,,,,,,,,,,,,1000
1076,ND2001,38140,27993,30389,59591,75972,80141,,,3332,12381,938,1454,82,3299,134627,
1077,ND2001-2003,,,,,,,,,,,,,,,,2000
1078,ND2002,37688,27866,29557,57986,74536,78561,,,3477,12445,973,1524,90,3448,131140,
1079,ND2002-2004,,,,,,,,,,,,,,,,2000
1080,ND2003,37534,27331,28566,56975,73095,77311,,,3721,12394,1008,1669,79,3666,127869,
1081,ND2004,38353,26929,27936,55910,72559,76569,,,3894,12509,1053,1816,79,3853,125924,
1082,ND2005,38881,26160,27770,55308,72003,76116,1000,134000,4032,12531,1066,2019,79,4052,124340,1000
1083,ND2006,39843,25703,27405,54380,71818,75513,1000,142000,4259,12707,1145,2129,81,4266,122744,S
1084,ND2007,41023,25153,26958,54129,71611,75652,2000,141000,4680,12776,1221,2189,86,4439,121872,S
1085,ND2008,42227,24843,26197,54195,71798,75664,3000,139000,5087,12758,1232,2439,67,4701,121178,S
1086,ND2009,43590,24278,25839,54967,72381,76293,2000,140000,5296,12795,1293,2515,73,5048,121654,S
1087,ND2010,44851,24217,25370,55985,73369,77054,2000,148000,5527,12829,1315,2725,73,5260,122694,S
1088,ND2011,45777,24194,25091,57722,74642,78142,3000,148000,6146,12938,1398,3038,77,5476,123711,S
1089,ND2012,47437,24499,25058,60399,76985,80408,2000,152000,6926,13145,1525,3406,83,5722,126586,S
1090,ND2013,49396,24919,25613,63623,80002,83549,2000,159000,8119,13434,1725,3960,85,6147,130081,S
1091,ND2014,51450,25372,25797,66131,82389,86361,2000,165000,9172,13663,1888,4485,89,6476,132977,S
1092,ND2015,53703,25991,26173,68519,85184,89202,2000,169000,10363,13760,2213,5597,93,6720,135640,S
1093,ND2016,54389,26501,25957,68840,85791,89896,2000,172000,10945,13884,2449,6462,98,6994,134855,S
1094,ND2017,54381,27242,25901,69125,86380,90269,2000,171000,11411,13840,2827,6897,107,7197,134370,S
1095,ND2018,54397,28040,26053,70034,87294,91230,3000,172000,11979,13791,2944,7488,116,7431,134775,S
1096,ND2019,54103,28886,26621,70974,88212,92372,2000,174000,12538,13792,3016,7761,146,7824,135507,S
1097,ND2020,53531,30978,28513,73400,90970,95452,,,13284,13132,3110,8210,166,8155,140365,
1098,ND2021,51411,31003,29287,73318,90398,94621,3000,180000,13633,12945,3147,8514,190,8379,138211,S
1099,ND2022,49977,30739,30069,73884,90353,94316,4000,177000,14056,12626,3284,8886,327,8795,136695,S
1100,ND2023,49494,30430,30991,74501,90762,94654,3000,177000,15081,12364,3496,9503,437,9109,135426,S
1101,ND2024,48994,30558,31292,74419,90676,94587,5000,173000,15834,12123,3746,9860,548,9327,133825,
1102,NE1990,120588,68050,66003,175427,209249,220819,,,,,,,,,,
1103,NE1991,119339,70626,67142,177418,211460,223065,,,,,,,,,,
1104,NE1992,117702,73213,68998,176465,212417,223961,,,,,,,,,,
1105,NE1993,116647,75971,70473,176222,213882,225431,,,,,,,,,,
1106,NE1994,115453,78301,72973,175862,215543,227046,,,,,,,,,,
1107,NE1995,113882,78916,75935,175685,216449,227969,,,,,,,,,,
1108,NE1996,113828,78851,78611,175551,217717,229124,,,,,,,,,,
1109,NE1997,114550,79040,80934,175552,219374,230702,,,,,,,,,,
1110,NE1998,115582,78701,81489,175420,219966,231226,,,,,,,,,,
1111,NE1999,116334,78365,80986,175362,219972,231075,,,,,,,,,,
1112,NE2000,116989,77652,81130,174609,219926,230454,,,37614,5259,5909,24157,181,8595,368665,
1113,NE2000-2002,,,,,,,,,,,,,,,,14000
1114,NE2001,117740,76911,80784,172872,218877,229430,,,40727,5320,6212,24363,188,9214,362283,
1115,NE2001-2003,,,,,,,,,,,,,,,,14000
1116,NE2002,119194,77776,80218,170526,218525,229189,,,44194,5327,6524,24473,205,9788,357203,
1117,NE2002-2004,,,,,,,,,,,,,,,,15000
1118,NE2003,121739,78043,79100,168562,218437,229007,,,47417,5298,6784,24600,217,10438,352690,
1119,NE2004,124278,78301,78247,167534,218723,229637,,,50349,5366,7122,24847,238,11177,349261,
1120,NE2005,126251,76556,78828,167283,218997,229921,14000,415000,53314,5272,7345,24882,252,11819,346034,19000
1121,NE2006,127553,75252,78958,168335,219322,230776,12000,433000,56601,5308,7497,25209,270,12664,342549,25000
1122,NE2007,129117,74360,79089,169380,220428,231518,13000,435000,59881,5314,7819,25644,258,13485,339545,S
1123,NE2008,130124,73928,77444,172291,221169,232618,11000,435000,63324,5324,8154,26345,278,14317,336045,S
1124,NE2009,130875,73578,76367,175723,222788,233755,12000,435000,66801,5183,8344,26538,290,15161,334226,32000
1125,NE2010,131924,72988,75582,179251,224336,235409,13000,447000,69997,5202,8706,26528,293,15885,333134,S
1126,NE2011,131350,73445,74852,181248,225099,235796,12000,448000,71831,5124,8999,26683,306,16313,331639,S
1127,NE2012,130905,74709,74156,182824,225871,236723,13000,450000,73979,5043,9494,26731,311,16746,330290,S
1128,NE2013,130392,75905,73934,184465,226724,237972,10000,453000,76178,5062,9853,26852,316,17165,329270,36000
1129,NE2014,130689,76681,74509,185644,228242,239281,13000,455000,78066,5138,10612,27231,316,17658,328502,35000
1130,NE2015,131620,77154,75657,186347,229601,241177,11000,459000,80113,5204,11255,27536,316,18035,328319,28000
1131,NE2016,132508,78235,76634,186629,231202,242804,14000,460000,82397,5188,12170,28145,323,18409,327374,S
1132,NE2017,132929,79425,77476,186347,232270,243907,13000,461000,84514,5167,12625,28321,322,18719,326509,37000
1133,NE2018,132410,79961,77990,186220,232475,244106,12000,463000,86215,5145,13049,28596,315,19244,324017,30000
1134,NE2019,130954,80152,78700,186227,232014,244019,17000,458000,87418,5054,13316,28694,323,19468,321760,26000
1135,NE2020,129854,85218,82569,190547,237476,250712,,,92609,4986,13790,29651,334,20075,326743,
1136,NE2021,126937,85391,83315,189426,235862,249207,16000,466000,93627,4924,13857,29506,348,20383,322424,S
1137,NE2022,125188,84675,84621,189324,235310,248498,11000,463000,95694,4903,14218,29654,387,20757,318195,34000
1138,NE2023,124723,83308,86433,189656,235416,248704,13000,466000,98490,4807,14639,30254,412,21131,314387,S
1139,NE2024,124599,82595,87402,189716,235613,248699,20000,460000,101160,4767,15298,30892,456,21403,310336,
1140,NH1990,85213,40897,41340,110004,135616,141838,,,,,,,,,,
1141,NH1991,84494,42864,40596,113173,137349,143778,,,,,,,,,,
1142,NH1992,84149,44940,41206,116019,139831,146483,,,,,,,,,,
1143,NH1993,82863,46834,42045,118667,141778,148631,,,,,,,,,,
1144,NH1994,81278,48762,44030,121492,144238,151324,,,,,,,,,,
1145,NH1995,78713,49807,45905,123821,145485,152761,,,,,,,,,,
1146,NH1996,77156,50263,47680,125062,146397,153764,,,,,,,,,,
1147,NH1997,76253,51327,49408,125846,147688,155146,,,,,,,,,,
1148,NH1998,76368,53022,50872,127030,149827,157465,,,,,,,,,,
1149,NH1999,75786,54580,51387,126670,150360,158063,,,,,,,,,,
1150,NH2000,75750,55646,52447,126509,151287,159065,,,7870,719,4149,2607,85,4396,290526,
1151,NH2000-2002,,,,,,,,,,,,,,,,5000
1152,NH2001,75798,56537,53825,125717,151995,159882,,,8708,716,4648,2958,86,4768,289993,
1153,NH2001-2003,,,,,,,,,,,,,,,,7000
1154,NH2002,75543,58083,55390,123727,152310,160433,,,9574,707,5085,3203,95,5222,288857,
1155,NH2002-2004,,,,,,,,,,,,,,,,8000
1156,NH2003,75130,58780,56336,121166,151654,159758,,,10138,713,5536,3452,83,5620,285870,
1157,NH2004,74912,58343,57173,118815,150507,158736,,,10807,711,5910,3665,87,6012,282051,
1158,NH2005,75290,57098,58469,116546,149693,157710,8000,294000,11405,689,6268,3885,79,6327,278750,7000
1159,NH2006,75110,55571,59179,115309,148643,156526,5000,293000,12157,676,6572,4158,75,6851,274680,S
1160,NH2007,74018,54575,58835,113490,146598,154320,6000,293000,12701,654,6923,4309,76,7210,269045,S
1161,NH2008,72953,53538,57452,112086,144270,151759,6000,287000,13228,637,7198,4358,73,7637,262898,S
1162,NH2009,71229,52736,55889,110996,141846,149004,6000,283000,13653,609,7431,4376,86,7947,256748,S
1163,NH2010,69452,51336,54824,110315,139580,146347,6000,280000,13800,572,7562,4334,63,8258,251338,S
1164,NH2011,68231,50312,53935,108792,137380,143890,6000,274000,14181,521,7936,4415,60,8323,245834,S
1165,NH2012,66594,49697,53017,107085,135091,141302,7000,268000,14381,502,8219,4441,64,8349,240437,S
1166,NH2013,65581,48886,51806,105624,133095,138802,5000,266000,14455,494,8329,4408,60,8459,235692,S
1167,NH2014,64923,48325,50879,103813,131111,136829,7000,261000,14759,496,8454,4472,65,8513,231181,S
1168,NH2015,64748,47826,50215,102192,129474,135507,6000,257000,15198,452,8740,4548,62,8677,227304,S
1169,NH2016,64465,47512,49569,101153,128256,134443,7000,252000,15820,427,8849,4666,63,8796,224078,S
1170,NH2017,64529,47089,49025,99860,127212,133291,5000,253000,16405,420,8916,4761,58,8907,221036,S
1171,NH2018,63801,46539,48593,99112,126021,132024,6000,252000,16904,416,8879,4926,67,8926,217927,4000
1172,NH2019,63706,45931,48297,97851,125061,130724,6000,250000,17411,420,8913,5068,76,8987,214910,S
1173,NH2020,63347,47663,49507,98776,126475,132818,,,18936,417,9058,5155,78,9047,216602,
1174,NH2021,63046,47016,48997,98403,125487,131975,5000,252000,19508,402,9087,5301,88,8996,214080,S
1175,NH2022,62807,45936,48592,97441,124104,130672,5000,246000,20240,393,8963,5349,87,8934,210810,S
1176,NH2023,62574,44834,48589,96073,122790,129280,6000,245000,20686,388,8771,5585,87,8882,207671,S
1177,NH2024,62097,44059,47942,95266,121387,127977,4000,245000,21150,388,8681,5813,89,8864,204379,
1178,NJ1990,550671,283089,293110,691317,887005,931182,,,,,,,,,,
1179,NJ1991,566290,290002,289667,703646,902221,947384,,,,,,,,,,
1180,NJ1992,580696,297670,293619,718123,921961,968147,,,,,,,,,,
1181,NJ1993,589111,304406,296787,738319,940605,988018,,,,,,,,,,
1182,NJ1994,592908,311276,304328,759720,959824,1008408,,,,,,,,,,
1183,NJ1995,589216,314192,310971,782808,973875,1023312,,,,,,,,,,
1184,NJ1996,579945,316017,315660,804880,983269,1033233,,,,,,,,,,
1185,NJ1997,569659,318751,319655,820284,989110,1039239,,,,,,,,,,
1186,NJ1998,563516,324174,321601,832789,995811,1046269,,,,,,,,,,
1187,NJ1999,562576,335529,324728,843845,1007906,1058772,,,,,,,,,,
1188,NJ2000,563792,345114,329995,849984,1018867,1070018,,,341800,3283,127620,332220,611,33458,1249893,
1189,NJ2000-2002,,,,,,,,,,,,,,,,180000
1190,NJ2001,561791,356360,336369,848318,1025892,1076946,,,353615,3334,134367,331602,635,35789,1243496,
1191,NJ2001-2003,,,,,,,,,,,,,,,,189000
1192,NJ2002,562778,370680,344357,838776,1033111,1083480,,,366398,3412,140711,330384,637,38085,1236964,
1193,NJ2002-2004,,,,,,,,,,,,,,,,193000
1194,NJ2003,566466,377703,353179,828666,1037394,1088620,,,380171,3416,146647,328636,631,40444,1226069,
1195,NJ2004,569178,378274,363220,818379,1039296,1089755,,,392891,3443,152000,325093,625,42604,1212395,
1196,NJ2005,563833,372207,375971,809867,1035416,1086462,123000,2032000,403696,3433,156764,320221,615,44770,1192379,213000
1197,NJ2006,555882,366899,381970,801652,1028205,1078198,120000,1970000,413552,3370,161058,314097,606,46948,1166772,215000
1198,NJ2007,551276,363193,382235,794319,1020813,1070210,114000,1949000,424430,3371,165286,308065,592,49055,1140224,214000
1199,NJ2008,546507,360438,376749,792672,1013726,1062640,119000,1928000,435760,3399,169863,302021,568,51101,1113654,218000
1200,NJ2009,541263,357118,373442,796861,1010162,1058522,116000,1930000,450379,3493,174191,298125,544,53391,1088561,230000
1201,NJ2010,540781,353335,370876,796713,1007307,1054398,117000,1946000,463134,3584,177541,294794,540,55596,1066516,247000
1202,NJ2011,539174,351003,365074,792445,1000931,1046765,110000,1932000,471372,3605,180762,289421,589,56827,1045120,248000
1203,NJ2012,533477,350286,358946,786213,992394,1036528,111000,1915000,477689,3655,183592,283792,660,57909,1021625,255000
1204,NJ2013,528463,348507,354244,780630,984636,1027208,113000,1909000,483603,3661,185842,279588,688,58852,999610,256000
1205,NJ2014,527099,345020,352068,774819,978500,1020506,103000,1909000,490648,3690,188002,276662,724,59729,979551,251000
1206,NJ2015,524610,340176,351506,768427,971671,1013048,109000,1890000,497310,3668,190286,272680,737,60530,959508,251000
1207,NJ2016,521228,338403,349249,763489,965349,1007020,109000,1876000,504840,3630,192574,268672,781,61473,940399,263000
1208,NJ2017,520300,338619,345826,759742,961373,1003114,122000,1857000,513586,3604,196147,265276,807,62438,922629,270000
1209,NJ2018,519924,337057,341343,755721,956519,997526,115000,1836000,521144,3600,197391,261617,832,63388,906073,245000
1210,NJ2019,517697,335188,339715,750975,951320,992255,119000,1819000,527922,3585,197926,259376,862,63882,890022,246000
1211,NJ2020,533950,364423,363537,789180,1002231,1048859,,,577414,3675,208640,273882,908,67285,919286,
1212,NJ2021,523872,361048,362502,783601,992328,1038695,130000,1891000,580708,3610,207273,271739,917,67429,899347,279000
1213,NJ2022,523688,356121,364743,782661,989666,1037547,129000,1861000,593199,3525,208220,271588,997,67822,881862,279000
1214,NJ2023,526066,351753,369412,787426,993748,1040909,139000,1870000,610953,3452,210674,272003,1072,68205,868298,286000
1215,NJ2024,528652,350903,370184,795244,999054,1045929,154000,1890000,628391,3352,214196,272661,1161,68477,856745,
1216,NM1990,130108,71105,68811,183514,222196,231342,,,,,,,,,,
1217,NM1991,131405,74224,70075,186107,226205,235606,,,,,,,,,,
1218,NM1992,133921,77985,73045,188225,231799,241377,,,,,,,,,,
1219,NM1993,137145,82566,75970,192061,238898,248844,,,,,,,,,,
1220,NM1994,138241,85897,79717,193687,243686,253856,,,,,,,,,,
1221,NM1995,137589,87819,83283,195867,247149,257409,,,,,,,,,,
1222,NM1996,135745,88335,86446,197574,248868,259232,,,,,,,,,,
1223,NM1997,134866,89626,89276,200732,252056,262444,,,,,,,,,,
1224,NM1998,132671,89152,89964,201014,251227,261574,,,,,,,,,,
1225,NM1999,131504,89050,89752,200829,250490,260645,,,,,,,,,,
1226,NM2000,130452,88525,89541,199614,249105,259027,,,260015,59800,4319,8835,296,8502,166365,
1227,NM2000-2002,,,,,,,,,,,,,,,,31000
1228,NM2001,130070,88313,89577,195444,246960,256444,,,260898,59817,4306,8859,294,8722,160508,
1229,NM2001-2003,,,,,,,,,,,,,,,,35000
1230,NM2002,131960,89015,90246,191558,246770,256009,,,263680,59346,4456,8855,305,9009,157128,
1231,NM2002-2004,,,,,,,,,,,,,,,,41000
1232,NM2003,133694,89635,89892,187556,246005,254772,,,265658,58720,4500,8815,284,9276,153524,
1233,NM2004,135585,89452,90212,185935,246244,254940,,,269096,58007,4598,8883,272,9563,150765,
1234,NM2005,137770,88469,90953,185420,246993,255619,18000,468000,273288,57079,4744,8801,280,9845,148575,41000
1235,NM2006,139625,87088,91938,186474,248251,256874,23000,487000,278563,56315,4880,8810,270,10171,146116,51000
1236,NM2007,142494,86101,91737,188393,249956,258769,16000,480000,285235,55473,5060,8667,257,10515,143518,51000
1237,NM2008,144238,85023,90742,191211,250866,260348,18000,484000,290900,54928,5247,8444,279,10841,140575,51000
1238,NM2009,145824,84173,89371,196102,252766,262704,19000,496000,297658,54163,5384,8331,329,11297,138308,50000
1239,NM2010,144748,84186,88274,201326,254310,264224,18000,500000,302709,53411,5490,8190,261,11859,136614,52000
1240,NM2011,144042,84794,86330,202213,254077,263302,19000,499000,304347,52795,5623,8145,259,12042,134168,58000
1241,NM2012,141107,85573,84877,201994,252016,261535,15000,501000,304094,52148,5696,8010,249,12126,131228,44000
1242,NM2013,138178,85735,83908,201629,249978,259472,15000,493000,303649,51681,5861,7922,252,12217,127868,52000
1243,NM2014,135027,84913,83927,200169,247149,256887,15000,485000,301855,51465,5798,7804,247,12200,124667,52000
1244,NM2015,132515,83915,84530,198476,245118,254318,12000,487000,301020,51199,5829,7821,249,12157,121161,47000
1245,NM2016,129963,83456,84837,196780,243090,251946,13000,477000,299592,50553,5787,7927,242,12200,118735,43000
1246,NM2017,127199,83631,84008,194211,239960,249089,13000,477000,297146,49804,5712,8041,254,12297,115795,S
1247,NM2018,123687,83607,83413,191735,236582,245860,11000,469000,297276,47685,5665,8170,246,12085,111315,S
1248,NM2019,121184,84107,83081,188837,234329,242880,8000,466000,294236,46844,5758,8465,252,12376,109278,S
1249,NM2020,117080,87612,85239,186766,233750,242947,,,284861,48714,6124,9048,247,13021,114682,
1250,NM2021,113029,86818,85435,182678,229323,238637,8000,463000,280916,47610,6025,8922,237,12995,111255,S
1251,NM2022,110378,84987,86221,178523,225453,234656,8000,447000,277041,46388,6236,8837,237,13051,108319,S
1252,NM2023,108721,82027,87355,175741,222164,231680,10000,438000,274544,44924,6369,8988,259,13029,105731,S
1253,NM2024,107321,80085,87251,173246,219033,228870,11000,433000,272145,43665,6555,9136,281,13064,103057,
1254,NV1990,99346,46743,45321,124996,153947,162459,,,,,,,,,,
1255,NV1991,102432,48667,45762,128172,158150,166883,,,,,,,,,,
1256,NV1992,105542,51555,47673,132626,164155,173241,,,,,,,,,,
1257,NV1993,109834,55243,50141,139772,172685,182305,,,,,,,,,,
1258,NV1994,114840,59388,54327,148190,183248,193497,,,,,,,,,,
1259,NV1995,118726,62419,58331,156747,192703,203520,,,,,,,,,,
1260,NV1996,123470,65812,62652,167199,203811,215322,,,,,,,,,,
1261,NV1997,129444,69429,67575,177178,215677,227949,,,,,,,,,,
1262,NV1998,136085,73433,71470,188436,228136,241288,,,,,,,,,,
1263,NV1999,142084,77954,74732,198931,239887,253814,,,,,,,,,,
1264,NV2000,146978,81843,78333,208864,250689,265329,,,148385,6134,19141,41639,2307,18846,279566,
1265,NV2000-2002,,,,,,,,,,,,,,,,60000
1266,NV2001,151686,85633,82225,215164,259989,274719,,,160726,6217,20877,43714,2501,20452,280221,
1267,NV2001-2003,,,,,,,,,,,,,,,,73000
1268,NV2002,156288,91602,85963,218963,268866,283950,,,173137,6118,22844,45540,2702,21945,280530,
1269,NV2002-2004,,,,,,,,,,,,,,,,82000
1270,NV2003,161385,96406,89306,221866,277016,291947,,,184418,6108,24645,46971,2884,23526,280411,
1271,NV2004,168697,101428,93940,227249,288043,303271,,,198087,6142,26744,49327,3097,25523,282394,
1272,NV2005,175707,103586,99932,232370,297666,313929,33000,585000,212262,6076,29140,51755,3358,27447,281557,85000
1273,NV2006,183607,106408,105759,238629,308665,325738,38000,596000,228425,6150,31474,54297,3649,29472,280936,97000
1274,NV2007,189933,108117,110334,245669,318606,335447,45000,619000,243513,6247,33709,56223,3855,31413,279093,102000
1275,NV2008,192547,109157,111060,249857,322886,339735,41000,627000,252365,6161,35339,56981,4106,33106,274563,121000
1276,NV2009,190470,109857,111556,254158,324817,341224,36000,649000,259113,5949,36238,56741,4206,34724,269070,118000
1277,NV2010,186558,109143,111240,256414,323795,339560,34000,631000,261782,5679,37074,55961,4216,35982,262661,108000
1278,NV2011,183664,108487,110276,255450,321506,336371,29000,634000,262067,5520,37036,55663,4281,36718,256592,114000
1279,NV2012,180305,109383,109632,256324,320625,335019,27000,638000,262431,5412,37137,56272,4345,37900,252147,113000
1280,NV2013,178304,110508,109145,258665,320937,335685,27000,635000,264358,5267,37531,57148,4459,39156,248703,94000
1281,NV2014,178738,110566,109855,261445,322662,337942,26000,636000,266917,5328,37644,58956,4522,40650,246587,104000
1282,NV2015,180510,111100,111704,264821,326337,341798,22000,646000,271287,5278,38169,61944,4657,42312,244488,101000
1283,NV2016,182443,111940,113336,268169,330192,345696,28000,650000,275167,5239,38640,65254,4858,44195,242535,111000
1284,NV2017,184655,114163,113819,269645,333217,349065,26000,658000,278430,5251,39082,68446,5017,45910,240146,95000
1285,NV2018,185542,116726,114320,272401,336881,352108,22000,667000,281644,5226,39479,71274,5193,47514,238659,92000
1286,NV2019,185920,119746,115380,273684,339825,354905,30000,660000,284980,5146,40219,73391,5348,49070,236576,101000
1287,NV2020,180626,125587,118683,272467,340488,356875,,,280634,5261,41821,75196,5489,50878,238084,
1288,NV2021,176856,125746,120921,271583,339488,355618,18000,680000,282180,5135,42707,77315,5535,51662,230572,81000
1289,NV2022,174478,123755,124090,270876,338421,354778,21000,669000,284001,4997,44782,79680,5575,52386,221778,75000
1290,NV2023,172303,121212,127027,269498,336867,353173,24000,660000,286427,4802,47341,79941,5627,52793,213109,87000
1291,NV2024,170528,120111,127748,270049,336396,352040,27000,661000,289218,4569,49955,80172,5633,53246,205643,
1292,NY1990,1295704,668916,684751,1632272,2090429,2191214,,,,,,,,,,
1293,NY1991,1337207,687776,682544,1665200,2134454,2238273,,,,,,,,,,
1294,NY1992,1371521,703553,696967,1693498,2179555,2285984,,,,,,,,,,
1295,NY1993,1388929,716881,705789,1726572,2214512,2323659,,,,,,,,,,
1296,NY1994,1391742,732073,720685,1760784,2246933,2358351,,,,,,,,,,
1297,NY1995,1374314,739540,732012,1802553,2267674,2380745,,,,,,,,,,
1298,NY1996,1339324,741933,741120,1845270,2276789,2390858,,,,,,,,,,
1299,NY1997,1300877,745852,750871,1873187,2278411,2392376,,,,,,,,,,
